t,xe,ye,vxe,vye,xm,ym,vxm,vym
398700.000000,2267077.620927,-5141737.585127,10.240444,-8.963099,190688656.054797,335552285.042276,-877.683763,504.438476
398800.000000,2268101.739928,-5142633.760145,10.241936,-8.960402,190600881.286753,335602717.330362,-877.811587,504.207281
398900.000000,2269126.008056,-5143529.665436,10.243427,-8.957704,190513093.739433,335653126.497347,-877.939349,503.976054
399000.000000,2270150.425238,-5144425.300962,10.244917,-8.955006,190425293.419055,335703512.540098,-878.067048,503.744796
399100.000000,2271174.991401,-5145320.666687,10.246406,-8.952308,190337480.331840,335753875.455482,-878.194686,503.513507
399200.000000,2272199.706474,-5146215.762574,10.247895,-8.949610,190249654.484007,335804215.240372,-878.322261,503.282186
399300.000000,2273224.570383,-5147110.588587,10.249383,-8.946911,190161815.881777,335854531.891639,-878.449774,503.050834
399400.000000,2274249.583055,-5148005.144690,10.250870,-8.944211,190073964.531371,335904825.406157,-878.577224,502.819451
399500.000000,2275274.744420,-5148899.430845,10.252357,-8.941512,189986100.439013,335955095.780801,-878.704613,502.588037
399600.000000,2276300.054402,-5149793.447017,10.253843,-8.938812,189898223.610924,336005343.012450,-878.831939,502.356591
399700.000000,2277325.512931,-5150687.193169,10.255328,-8.936111,189810334.053329,336055567.097982,-878.959203,502.125114
399800.000000,2278351.119933,-5151580.669265,10.256812,-8.933411,189722431.772452,336105768.034278,-879.086405,501.893606
399900.000000,2279376.875337,-5152473.875268,10.258296,-8.930709,189634516.774518,336155945.818221,-879.213544,501.662067
400000.000000,2280402.779068,-5153366.811142,10.259779,-8.928008,189546589.065753,336206100.446696,-879.340621,501.430497
400100.000000,2281428.831055,-5154259.476851,10.261261,-8.925306,189458648.652384,336256231.916587,-879.467636,501.198896
400200.000000,2282455.031225,-5155151.872357,10.262742,-8.922604,189370695.540638,336306340.224784,-879.594589,500.967263
400300.000000,2283481.379505,-5156043.997626,10.264223,-8.919901,189282729.736742,336356425.368176,-879.721479,500.735600
400400.000000,2284507.875822,-5156935.852621,10.265703,-8.917198,189194751.246926,336406487.343654,-879.848307,500.503905
400500.000000,2285534.520105,-5157827.437305,10.267182,-8.914495,189106760.077419,336456526.148112,-879.975073,500.272179
400600.000000,2286561.312280,-5158718.751642,10.268661,-8.911792,189018756.234450,336506541.778443,-880.101776,500.040422
400700.000000,2287588.252274,-5159609.795596,10.270139,-8.909088,188930739.724252,336556534.231545,-880.228417,499.808635
400800.000000,2288615.340016,-5160500.569131,10.271616,-8.906383,188842710.553056,336606503.504316,-880.354996,499.576816
400900.000000,2289642.575431,-5161391.072210,10.273092,-8.903678,188754668.727092,336656449.593655,-880.481513,499.344966
401000.000000,2290669.958448,-5162281.304798,10.274568,-8.900973,188666614.252596,336706372.496466,-880.607967,499.113085
401100.000000,2291697.488993,-5163171.266859,10.276043,-8.898268,188578547.135800,336756272.209650,-880.734359,498.881173
401200.000000,2292725.166995,-5164060.958355,10.277517,-8.895562,188490467.382939,336806148.730114,-880.860688,498.649231
401300.000000,2293752.992380,-5164950.379252,10.278991,-8.892856,188402375.000247,336856002.054765,-880.986955,498.417257
401400.000000,2294780.965075,-5165839.529512,10.280463,-8.890149,188314269.993962,336905832.180510,-881.113160,498.185253
401500.000000,2295809.085008,-5166728.409101,10.281935,-8.887442,188226152.370318,336955639.104261,-881.239303,497.953217
401600.000000,2296837.352106,-5167617.017982,10.283407,-8.884735,188138022.135554,337005422.822930,-881.365383,497.721151
401700.000000,2297865.766296,-5168505.356118,10.284877,-8.882028,188049879.295907,337055183.333430,-881.491400,497.489054
401800.000000,2298894.327506,-5169393.423475,10.286347,-8.879320,187961723.857616,337104920.632678,-881.617355,497.256926
401900.000000,2299923.035662,-5170281.220015,10.287816,-8.876611,187873555.826920,337154634.717590,-881.743248,497.024767
402000.000000,2300951.890693,-5171168.745704,10.289284,-8.873903,187785375.210059,337204325.585087,-881.869079,496.792578
402100.000000,2301980.892524,-5172056.000504,10.290752,-8.871193,187697182.013274,337253993.232088,-881.994847,496.560357
402200.000000,2303010.041083,-5172942.984381,10.292219,-8.868484,187608976.242807,337303637.655516,-882.120552,496.328106
402300.000000,2304039.336298,-5173829.697298,10.293685,-8.865774,187520757.904900,337353258.852297,-882.246196,496.095824
402400.000000,2305068.778096,-5174716.139219,10.295151,-8.863064,187432527.005795,337402856.819355,-882.371776,495.863512
402500.000000,2306098.366403,-5175602.310109,10.296615,-8.860354,187344283.551735,337452431.553619,-882.497295,495.631168
402600.000000,2307128.101147,-5176488.209932,10.298079,-8.857643,187256027.548967,337501983.052018,-882.622751,495.398794
402700.000000,2308157.982255,-5177373.838652,10.299543,-8.854932,187167759.003733,337551511.311485,-882.748144,495.166390
402800.000000,2309188.009654,-5178259.196233,10.301005,-8.852220,187079477.922280,337601016.328951,-882.873475,494.933954
402900.000000,2310218.183272,-5179144.282639,10.302467,-8.849508,186991184.310854,337650498.101351,-882.998743,494.701488
403000.000000,2311248.503035,-5180029.097834,10.303928,-8.846796,186902878.175703,337699956.625623,-883.123949,494.468992
403100.000000,2312278.968871,-5180913.641784,10.305389,-8.844083,186814559.523073,337749391.898704,-883.249093,494.236465
403200.000000,2313309.580706,-5181797.914452,10.306848,-8.841370,186726228.359215,337798803.917534,-883.374174,494.003907
403300.000000,2314340.338468,-5182681.915802,10.308307,-8.838657,186637884.690375,337848192.679056,-883.499193,493.771318
403400.000000,2315371.242084,-5183565.645799,10.309765,-8.835943,186549528.522805,337897558.180213,-883.624149,493.538700
403500.000000,2316402.291480,-5184449.104407,10.311223,-8.833229,186461159.862755,337946900.417950,-883.749042,493.306050
403600.000000,2317433.486585,-5185332.291591,10.312679,-8.830515,186372778.716476,337996219.389213,-883.873873,493.073370
403700.000000,2318464.827325,-5186215.207315,10.314135,-8.827800,186284385.090221,338045515.090953,-883.998642,492.840660
403800.000000,2319496.313627,-5187097.851543,10.315591,-8.825085,186195978.990241,338094787.520119,-884.123348,492.607919
403900.000000,2320527.945418,-5187980.224239,10.317045,-8.822369,186107560.422790,338144036.673663,-884.247991,492.375147
404000.000000,2321559.722625,-5188862.325369,10.318499,-8.819653,186019129.394122,338193262.548540,-884.372572,492.142345
404100.000000,2322591.645176,-5189744.154897,10.319952,-8.816937,185930685.910493,338242465.141705,-884.497090,491.909513
404200.000000,2323623.712997,-5190625.712787,10.321404,-8.814221,185842229.978156,338291644.450116,-884.621546,491.676650
404300.000000,2324655.926015,-5191506.999004,10.322856,-8.811504,185753761.603369,338340800.470732,-884.745939,491.443757
404400.000000,2325688.284157,-5192388.013511,10.324307,-8.808786,185665280.792387,338389933.200513,-884.870270,491.210834
404500.000000,2326720.787351,-5193268.756275,10.325757,-8.806069,185576787.551470,338439042.636423,-884.994538,490.977880
404600.000000,2327753.435522,-5194149.227259,10.327206,-8.803351,185488281.886874,338488128.775426,-885.118744,490.744895
404700.000000,2328786.228600,-5195029.426428,10.328655,-8.800633,185399763.804858,338537191.614488,-885.242886,490.511881
404800.000000,2329819.166509,-5195909.353747,10.330103,-8.797914,185311233.311683,338586231.150577,-885.366967,490.278836
404900.000000,2330852.249178,-5196789.009179,10.331550,-8.795195,185222690.413608,338635247.380663,-885.490984,490.045761
405000.000000,2331885.476532,-5197668.392691,10.332997,-8.792475,185134135.116895,338684240.301717,-885.614940,489.812655
405100.000000,2332918.848500,-5198547.504246,10.334443,-8.789756,185045567.427804,338733209.910713,-885.738832,489.579520
405200.000000,2333952.365008,-5199426.343810,10.335888,-8.787036,184956987.352599,338782156.204624,-885.862662,489.346354
405300.000000,2334986.025983,-5200304.911346,10.337332,-8.784315,184868394.897542,338831079.180428,-885.986429,489.113157
405400.000000,2336019.831352,-5201183.206820,10.338775,-8.781594,184779790.068897,338879978.835104,-886.110134,488.879931
405500.000000,2337053.781042,-5202061.230197,10.340218,-8.778873,184691172.872928,338928855.165630,-886.233776,488.646674
405600.000000,2338087.874979,-5202938.981440,10.341660,-8.776152,184602543.315900,338977708.168990,-886.357355,488.413388
405700.000000,2339122.113092,-5203816.460516,10.343102,-8.773430,184513901.404080,339026537.842167,-886.480871,488.180071
405800.000000,2340156.495305,-5204693.667389,10.344542,-8.770708,184425247.143732,339075344.182146,-886.604325,487.946724
405900.000000,2341191.021547,-5205570.602023,10.345982,-8.767985,184336580.541126,339124127.185914,-886.727717,487.713347
406000.000000,2342225.691745,-5206447.264384,10.347422,-8.765262,184247901.602528,339172886.850460,-886.851045,487.479939
406100.000000,2343260.505825,-5207323.654437,10.348860,-8.762539,184159210.334207,339221623.172774,-886.974311,487.246502
406200.000000,2344295.463713,-5208199.772145,10.350298,-8.759815,184070506.742431,339270336.149850,-887.097514,487.013035
406300.000000,2345330.565338,-5209075.617475,10.351735,-8.757091,183981790.833472,339319025.778681,-887.220655,486.779537
406400.000000,2346365.810625,-5209951.190392,10.353171,-8.754367,183893062.613599,339367692.056263,-887.343732,486.546010
406500.000000,2347401.199502,-5210826.490859,10.354607,-8.751642,183804322.089083,339416334.979594,-887.466748,486.312452
406600.000000,2348436.731896,-5211701.518843,10.356041,-8.748917,183715569.266197,339464954.545672,-887.589700,486.078865
406700.000000,2349472.407733,-5212576.274307,10.357475,-8.746192,183626804.151213,339513550.751499,-887.712590,485.845247
406800.000000,2350508.226939,-5213450.757218,10.358909,-8.743466,183538026.750404,339562123.594078,-887.835416,485.611600
406900.000000,2351544.189443,-5214324.967540,10.360341,-8.740740,183449237.070044,339610673.070413,-887.958181,485.377922
407000.000000,2352580.295170,-5215198.905239,10.361773,-8.738014,183360435.116408,339659199.177511,-888.080882,485.144215
407100.000000,2353616.544048,-5216072.570278,10.363204,-8.735287,183271620.895771,339707701.912379,-888.203521,484.910478
407200.000000,2354652.936003,-5216945.962624,10.364635,-8.732560,183182794.414409,339756181.272028,-888.326096,484.676710
407300.000000,2355689.470962,-5217819.082242,10.366064,-8.729832,183093955.678599,339804637.253469,-888.448610,484.442913
407400.000000,2356726.148852,-5218691.929097,10.367493,-8.727105,183005104.694618,339853069.853715,-888.571060,484.209087
407500.000000,2357762.969600,-5219564.503153,10.368922,-8.724376,182916241.468743,339901479.069781,-888.693447,483.975230
407600.000000,2358799.933132,-5220436.804377,10.370349,-8.721648,182827366.007254,339949864.898684,-888.815772,483.741343
407700.000000,2359837.039374,-5221308.832732,10.371776,-8.718919,182738478.316430,339998227.337443,-888.938034,483.507427
407800.000000,2360874.288255,-5222180.588186,10.373202,-8.716190,182649578.402551,340046566.383078,-889.060233,483.273481
407900.000000,2361911.679700,-5223052.070702,10.374627,-8.713460,182560666.271897,340094882.032611,-889.182370,483.039505
408000.000000,2362949.213637,-5223923.280246,10.376052,-8.710730,182471741.930751,340143174.283065,-889.304443,482.805499
408100.000000,2363986.889991,-5224794.216783,10.377475,-8.708000,182382805.385393,340191443.131467,-889.426454,482.571464
408200.000000,2365024.708690,-5225664.880280,10.378899,-8.705270,182293856.642107,340239688.574843,-889.548402,482.337399
408300.000000,2366062.669661,-5226535.270700,10.380321,-8.702539,182204895.707176,340287910.610223,-889.670287,482.103304
408400.000000,2367100.772829,-5227405.388009,10.381742,-8.699807,182115922.586884,340336109.234637,-889.792109,481.869179
408500.000000,2368139.018123,-5228275.232173,10.383163,-8.697076,182026937.287516,340384284.445117,-889.913868,481.635025
408600.000000,2369177.405467,-5229144.803157,10.384584,-8.694344,181937939.815357,340432436.238699,-890.035565,481.400841
408700.000000,2370215.934790,-5230014.100927,10.386003,-8.691612,181848930.176694,340480564.612417,-890.157198,481.166628
408800.000000,2371254.606018,-5230883.125447,10.387422,-8.688879,181759908.377812,340528669.563311,-890.278769,480.932385
408900.000000,2372293.419077,-5231751.876684,10.388840,-8.686146,181670874.425000,340576751.088418,-890.400277,480.698112
409000.000000,2373332.373894,-5232620.354603,10.390257,-8.683413,181581828.324545,340624809.184782,-890.521722,480.463810
409100.000000,2374371.470395,-5233488.559169,10.391673,-8.680679,181492770.082736,340672843.849443,-890.643104,480.229478
409200.000000,2375410.708508,-5234356.490348,10.393089,-8.677945,181403699.705863,340720855.079448,-890.764423,479.995117
409300.000000,2376450.088159,-5235224.148105,10.394504,-8.675210,181314617.200216,340768842.871843,-890.885679,479.760726
409400.000000,2377489.609274,-5236091.532406,10.395918,-8.672476,181225522.572085,340816807.223676,-891.006873,479.526306
409500.000000,2378529.271781,-5236958.643217,10.397332,-8.669741,181136415.827761,340864748.131997,-891.128003,479.291856
409600.000000,2379569.075605,-5237825.480503,10.398745,-8.667005,181047296.973538,340912665.593857,-891.249071,479.057376
409700.000000,2380609.020674,-5238692.044229,10.400157,-8.664269,180958166.015707,340960559.606311,-891.370075,478.822868
409800.000000,2381649.106913,-5239558.334362,10.401568,-8.661533,180869022.960562,341008430.166414,-891.491017,478.588329
409900.000000,2382689.334250,-5240424.350867,10.402979,-8.658797,180779867.814397,341056277.271221,-891.611896,478.353762
410000.000000,2383729.702611,-5241290.093709,10.404389,-8.656060,180690700.583506,341104100.917794,-891.732712,478.119165
410100.000000,2384770.211923,-5242155.562855,10.405798,-8.653323,180601521.274186,341151901.103190,-891.853464,477.884538
410200.000000,2385810.862111,-5243020.758270,10.407206,-8.650585,180512329.892732,341199677.824474,-891.974154,477.649882
410300.000000,2386851.653104,-5243885.679920,10.408614,-8.647848,180423126.445440,341247431.078709,-892.094781,477.415197
410400.000000,2387892.584826,-5244750.327770,10.410021,-8.645109,180333910.938609,341295160.862960,-892.215345,477.180483
410500.000000,2388933.657206,-5245614.701787,10.411427,-8.642371,180244683.378536,341342867.174296,-892.335846,476.945739
410600.000000,2389974.870168,-5246478.801936,10.412832,-8.639632,180155443.771520,341390550.009785,-892.456284,476.710966
410700.000000,2391016.223641,-5247342.628183,10.414237,-8.636893,180066192.123860,341438209.366499,-892.576659,476.476164
410800.000000,2392057.717550,-5248206.180493,10.415641,-8.634153,179976928.441856,341485845.241509,-892.696971,476.241332
410900.000000,2393099.351821,-5249069.458834,10.417044,-8.631413,179887652.731810,341533457.631892,-892.817220,476.006471
411000.000000,2394141.126382,-5249932.463169,10.418447,-8.628673,179798365.000021,341581046.534722,-892.937406,475.771581
411100.000000,2395183.041159,-5250795.193467,10.419849,-8.625933,179709065.252793,341628611.947078,-893.057529,475.536661
411200.000000,2396225.096077,-5251657.649691,10.421250,-8.623192,179619753.496427,341676153.866040,-893.177588,475.301713
411300.000000,2397267.291065,-5252519.831809,10.422650,-8.620451,179530429.737228,341723672.288689,-893.297585,475.066735
411400.000000,2398309.626047,-5253381.739787,10.424050,-8.617709,179441093.981499,341771167.212109,-893.417519,474.831728
411500.000000,2399352.100952,-5254243.373589,10.425448,-8.614967,179351746.235544,341818638.633384,-893.537390,474.596692
411600.000000,2400394.715704,-5255104.733183,10.426847,-8.612225,179262386.505669,341866086.549601,-893.657197,474.361627
411700.000000,2401437.470231,-5255965.818534,10.428244,-8.609482,179173014.798180,341913510.957849,-893.776942,474.126533
411800.000000,2402480.364458,-5256826.629608,10.429641,-8.606739,179083631.119384,341960911.855218,-893.896624,473.891410
411900.000000,2403523.398313,-5257687.166372,10.431037,-8.603996,178994235.475587,342008289.238799,-894.016242,473.656257
412000.000000,2404566.571722,-5258547.428791,10.432432,-8.601252,178904827.873098,342055643.105688,-894.135797,473.421076
412100.000000,2405609.884611,-5259407.416832,10.433826,-8.598508,178815408.318224,342102973.452979,-894.255290,473.185865
412200.000000,2406653.336906,-5260267.130461,10.435220,-8.595764,178725976.817276,342150280.277769,-894.374719,472.950626
412300.000000,2407696.928534,-5261126.569643,10.436613,-8.593020,178636533.376563,342197563.577157,-894.494085,472.715357
412400.000000,2408740.659422,-5261985.734346,10.438005,-8.590275,178547078.002396,342244823.348245,-894.613388,472.480060
412500.000000,2409784.529495,-5262844.624534,10.439396,-8.587529,178457610.701085,342292059.588135,-894.732628,472.244733
412600.000000,2410828.538681,-5263703.240175,10.440787,-8.584784,178368131.478942,342339272.293931,-894.851805,472.009378
412700.000000,2411872.686904,-5264561.581235,10.442177,-8.582038,178278640.342280,342386461.462739,-894.970918,471.773994
412800.000000,2412916.974093,-5265419.647679,10.443567,-8.579291,178189137.297413,342433627.091667,-895.089969,471.538580
412900.000000,2413961.400173,-5266277.439475,10.444955,-8.576545,178099622.350652,342480769.177824,-895.208956,471.303138
413000.000000,2415005.965070,-5267134.956588,10.446343,-8.573798,178010095.508314,342527887.718322,-895.327880,471.067667
413100.000000,2416050.668710,-5267992.198985,10.447730,-8.571050,177920556.776713,342574982.710274,-895.446741,470.832167
413200.000000,2417095.511021,-5268849.166632,10.449116,-8.568303,177831006.162164,342622054.150794,-895.565539,470.596638
413300.000000,2418140.491929,-5269705.859495,10.450502,-8.565555,177741443.670985,342669102.037000,-895.684274,470.361081
413400.000000,2419185.611359,-5270562.277541,10.451887,-8.562806,177651869.309491,342716126.366009,-895.802946,470.125495
413500.000000,2420230.869238,-5271418.420736,10.453271,-8.560058,177562283.084001,342763127.134941,-895.921554,469.889879
413600.000000,2421276.265492,-5272274.289047,10.454654,-8.557309,177472685.000833,342810104.340918,-896.040099,469.654235
413700.000000,2422321.800048,-5273129.882440,10.456037,-8.554559,177383075.066305,342857057.981065,-896.158581,469.418563
413800.000000,2423367.472832,-5273985.200882,10.457419,-8.551810,177293453.286738,342903988.052505,-896.277000,469.182861
413900.000000,2424413.283770,-5274840.244338,10.458800,-8.549060,177203819.668451,342950894.552367,-896.395355,468.947131
414000.000000,2425459.232788,-5275695.012776,10.460180,-8.546309,177114174.217765,342997777.477779,-896.513648,468.711372
414100.000000,2426505.319813,-5276549.506161,10.461560,-8.543559,177024516.941002,343044636.825871,-896.631877,468.475585
414200.000000,2427551.544770,-5277403.724462,10.462939,-8.540807,176934847.844484,343091472.593777,-896.750043,468.239769
414300.000000,2428597.907587,-5278257.667643,10.464317,-8.538056,176845166.934533,343138284.778629,-896.868146,468.003924
414400.000000,2429644.408190,-5279111.335672,10.465695,-8.535304,176755474.217473,343185073.377564,-896.986185,467.768050
414500.000000,2430691.046503,-5279964.728515,10.467072,-8.532552,176665769.699628,343231838.387720,-897.104161,467.532148
414600.000000,2431737.822455,-5280817.846139,10.468448,-8.529800,176576053.387323,343278579.806235,-897.222074,467.296217
414700.000000,2432784.735971,-5281670.688510,10.469823,-8.527047,176486325.286882,343325297.630252,-897.339924,467.060258
414800.000000,2433831.786977,-5282523.255596,10.471197,-8.524294,176396585.404633,343371991.856912,-897.457711,466.824270
414900.000000,2434878.975399,-5283375.547362,10.472571,-8.521541,176306833.746900,343418662.483361,-897.575434,466.588254
415000.000000,2435926.301164,-5284227.563776,10.473944,-8.518787,176217070.320013,343465309.506745,-897.693094,466.352209
415100.000000,2436973.764197,-5285079.304804,10.475316,-8.516033,176127295.130298,343511932.924211,-897.810690,466.116136
415200.000000,2438021.364426,-5285930.770414,10.476688,-8.513279,176037508.184083,343558532.732910,-897.928224,465.880034
415300.000000,2439069.101775,-5286781.960570,10.478059,-8.510524,175947709.487699,343605108.929994,-898.045694,465.643903
415400.000000,2440116.976172,-5287632.875242,10.479429,-8.507769,175857899.047475,343651661.512616,-898.163100,465.407744
415500.000000,2441164.987542,-5288483.514394,10.480798,-8.505014,175768076.869741,343698190.477930,-898.280444,465.171557
415600.000000,2442213.135812,-5289333.877995,10.482167,-8.502258,175678242.960828,343744695.823095,-898.397724,464.935341
415700.000000,2443261.420908,-5290183.966011,10.483535,-8.499502,175588397.327068,343791177.545268,-898.514941,464.699097
415800.000000,2444309.842755,-5291033.778408,10.484902,-8.496746,175498539.974794,343837635.641610,-898.632094,464.462825
415900.000000,2445358.401280,-5291883.315154,10.486268,-8.493989,175408670.910338,343884070.109283,-898.749184,464.226524
416000.000000,2446407.096409,-5292732.576216,10.487634,-8.491232,175318790.140033,343930480.945452,-898.866211,463.990195
416100.000000,2447455.928069,-5293581.561560,10.488999,-8.488475,175228897.670214,343976868.147281,-898.983175,463.753837
416200.000000,2448504.896184,-5294430.271154,10.490363,-8.485717,175138993.507216,344023231.711938,-899.100075,463.517451
416300.000000,2449554.000682,-5295278.704964,10.491727,-8.482959,175049077.657374,344069571.636593,-899.216912,463.281037
416400.000000,2450603.241489,-5296126.862958,10.493089,-8.480201,174959150.127024,344115887.918416,-899.333685,463.044595
416500.000000,2451652.618530,-5296974.745102,10.494451,-8.477442,174869210.922504,344162180.554581,-899.450395,462.808124
416600.000000,2452702.131731,-5297822.351364,10.495813,-8.474683,174779260.050150,344208449.542261,-899.567042,462.571625
416700.000000,2453751.781019,-5298669.681710,10.497173,-8.471924,174689297.516300,344254694.878633,-899.683625,462.335098
416800.000000,2454801.566320,-5299516.736108,10.498533,-8.469164,174599323.327292,344300916.560874,-899.800145,462.098542
416900.000000,2455851.487559,-5300363.514524,10.499892,-8.466404,174509337.489468,344347114.586165,-899.916601,461.861959
417000.000000,2456901.544663,-5301210.016926,10.501250,-8.463644,174419340.009165,344393288.951688,-900.032994,461.625347
417100.000000,2457951.737558,-5302056.243281,10.502608,-8.460883,174329330.892724,344439439.654624,-900.149324,461.388707
417200.000000,2459002.066170,-5302902.193556,10.503965,-8.458122,174239310.146487,344485566.692160,-900.265590,461.152039
417300.000000,2460052.530425,-5303747.867718,10.505321,-8.455361,174149277.776795,344531670.061482,-900.381793,460.915343
417400.000000,2461103.130248,-5304593.265735,10.506676,-8.452599,174059233.789991,344577749.759779,-900.497933,460.678618
417500.000000,2462153.865566,-5305438.387573,10.508030,-8.449837,173969178.192418,344623805.784241,-900.614009,460.441866
417600.000000,2463204.736306,-5306283.233200,10.509384,-8.447075,173879110.990419,344669838.132059,-900.730021,460.205086
417700.000000,2464255.742391,-5307127.802583,10.510737,-8.444313,173789032.190338,344715846.800429,-900.845970,459.968277
417800.000000,2465306.883750,-5307972.095689,10.512090,-8.441550,173698941.798521,344761831.786545,-900.961856,459.731441
417900.000000,2466358.160308,-5308816.112487,10.513441,-8.438786,173608839.821312,344807793.087604,-901.077678,459.494576
418000.000000,2467409.571990,-5309659.852942,10.514792,-8.436023,173518726.265058,344853730.700806,-901.193437,459.257683
418100.000000,2468461.118723,-5310503.317022,10.516142,-8.433259,173428601.136106,344899644.623352,-901.309132,459.020763
418200.000000,2469512.800433,-5311346.504695,10.517492,-8.430495,173338464.440803,344945534.852445,-901.424764,458.783814
418300.000000,2470564.617045,-5312189.415928,10.518840,-8.427730,173248316.185497,344991401.385287,-901.540332,458.546838
418400.000000,2471616.568485,-5313032.050689,10.520188,-8.424965,173158156.376536,345037244.219087,-901.655837,458.309833
418500.000000,2472668.654681,-5313874.408944,10.521536,-8.422200,173067985.020270,345083063.351051,-901.771278,458.072801
418600.000000,2473720.875556,-5314716.490662,10.522882,-8.419434,172977802.123048,345128858.778389,-901.886656,457.835741
418700.000000,2474773.231038,-5315558.295809,10.524228,-8.416669,172887607.691221,345174630.498313,-902.001970,457.598653
418800.000000,2475825.721052,-5316399.824354,10.525573,-8.413902,172797401.731141,345220378.508036,-902.117221,457.361537
418900.000000,2476878.345524,-5317241.076263,10.526917,-8.411136,172707184.249157,345266102.804772,-902.232408,457.124393
419000.000000,2477931.104381,-5318082.051504,10.528260,-8.408369,172616955.251624,345311803.385739,-902.347532,456.887222
419100.000000,2478983.997547,-5318922.750046,10.529603,-8.405602,172526714.744894,345357480.248154,-902.462592,456.650022
419200.000000,2480037.024948,-5319763.171854,10.530945,-8.402834,172436462.735320,345403133.389239,-902.577589,456.412795
419300.000000,2481090.186512,-5320603.316898,10.532286,-8.400067,172346199.229256,345448762.806214,-902.692522,456.175540
419400.000000,2482143.482163,-5321443.185144,10.533627,-8.397298,172255924.233058,345494368.496305,-902.807392,455.938257
419500.000000,2483196.911827,-5322282.776560,10.534967,-8.394530,172165637.753080,345539950.456735,-902.922198,455.700947
419600.000000,2484250.475431,-5323122.091114,10.536306,-8.391761,172075339.795679,345585508.684733,-903.036940,455.463609
419700.000000,2485304.172900,-5323961.128773,10.537644,-8.388992,171985030.367211,345631043.177527,-903.151619,455.226243
419800.000000,2486358.004159,-5324799.889505,10.538981,-8.386223,171894709.474033,345676553.932348,-903.266234,454.988849
419900.000000,2487411.969135,-5325638.373279,10.540318,-8.383453,171804377.122504,345722040.946429,-903.380786,454.751428
420000.000000,2488466.067754,-5326476.580060,10.541654,-8.380683,171714033.318981,345767504.217003,-903.495274,454.513979
420100.000000,2489520.299941,-5327314.509818,10.542990,-8.377912,171623678.069824,345812943.741308,-903.609699,454.276502
420200.000000,2490574.665622,-5328152.162520,10.544324,-8.375142,171533311.381392,345858359.516581,-903.724060,454.038998
420300.000000,2491629.164724,-5328989.538134,10.545658,-8.372371,171442933.260045,345903751.540060,-903.838357,453.801467
420400.000000,2492683.797171,-5329826.636628,10.546991,-8.369599,171352543.712145,345949119.808989,-903.952591,453.563907
420500.000000,2493738.562889,-5330663.457969,10.548323,-8.366828,171262142.744053,345994464.320609,-904.066761,453.326320
420600.000000,2494793.461805,-5331500.002125,10.549655,-8.364056,171171730.362130,346039785.072166,-904.180867,453.088706
420700.000000,2495848.493844,-5332336.269064,10.550986,-8.361283,171081306.572741,346085082.060905,-904.294910,452.851064
420800.000000,2496903.658932,-5333172.258755,10.552316,-8.358511,170990871.382247,346130355.284077,-904.408889,452.613395
420900.000000,2497958.956995,-5334007.971164,10.553645,-8.355738,170900424.797013,346175604.738930,-904.522805,452.375698
421000.000000,2499014.387958,-5334843.406261,10.554974,-8.352964,170809966.823403,346220830.422716,-904.636657,452.137973
421100.000000,2500069.951747,-5335678.564012,10.556302,-8.350191,170719497.467783,346266032.332690,-904.750445,451.900222
421200.000000,2501125.648287,-5336513.444386,10.557629,-8.347417,170629016.736518,346311210.466107,-904.864170,451.662442
421300.000000,2502181.477506,-5337348.047351,10.558955,-8.344643,170538524.635975,346356364.820223,-904.977831,451.424636
421400.000000,2503237.439327,-5338182.372875,10.560281,-8.341868,170448021.172520,346401495.392298,-905.091428,451.186801
421500.000000,2504293.533678,-5339016.420925,10.561606,-8.339093,170357506.352521,346446602.179592,-905.204962,450.948940
421600.000000,2505349.760484,-5339850.191470,10.562930,-8.336318,170266980.182346,346491685.179368,-905.318431,450.711051
421700.000000,2506406.119670,-5340683.684479,10.564254,-8.333542,170176442.668364,346536744.388890,-905.431838,450.473135
421800.000000,2507462.611162,-5341516.899918,10.565576,-8.330766,170085893.816944,346581779.805425,-905.545180,450.235191
421900.000000,2508519.234885,-5342349.837757,10.566898,-8.327990,169995333.634456,346626791.426239,-905.658459,449.997220
422000.000000,2509575.990767,-5343182.497963,10.568219,-8.325214,169904762.127271,346671779.248602,-905.771674,449.759222
422100.000000,2510632.878731,-5344014.880504,10.569540,-8.322437,169814179.301760,346716743.269786,-905.884826,449.521197
422200.000000,2511689.898705,-5344846.985349,10.570860,-8.319660,169723585.164295,346761683.487064,-905.997913,449.283144
422300.000000,2512747.050613,-5345678.812466,10.572179,-8.316882,169632979.721247,346806599.897710,-906.110937,449.045064
422400.000000,2513804.334380,-5346510.361823,10.573497,-8.314105,169542362.978990,346851492.499001,-906.223897,448.806957
422500.000000,2514861.749934,-5347341.633388,10.574814,-8.311327,169451734.943898,346896361.288216,-906.336794,448.568823
422600.000000,2515919.297199,-5348172.627130,10.576131,-8.308548,169361095.622344,346941206.262634,-906.449627,448.330661
422700.000000,2516976.976102,-5349003.343017,10.577447,-8.305770,169270445.020704,346986027.419537,-906.562396,448.092472
422800.000000,2518034.786567,-5349833.781016,10.578762,-8.302990,169179783.145352,347030824.756209,-906.675101,447.854257
422900.000000,2519092.728520,-5350663.941098,10.580077,-8.300211,169089110.002665,347075598.269935,-906.787742,447.616013
423000.000000,2520150.801887,-5351493.823229,10.581391,-8.297431,168998425.599018,347120347.958003,-906.900320,447.377743
423100.000000,2521209.006594,-5352323.427378,10.582704,-8.294652,168907729.940791,347165073.817701,-907.012834,447.139446
