t,xe,ye,vxe,vye,xm,ym,vxm,vym
286800.000000,1230884.693731,-3979757.690680,8.140318,-11.705893,279499302.132741,265475099.043823,-697.703791,739.557597
286900.000000,1231698.837346,-3980928.171710,8.142555,-11.703727,279429522.168104,265549045.519958,-697.895493,739.371918
287000.000000,1232513.204612,-3982098.436113,8.144791,-11.701561,279359723.035798,265622973.425700,-698.087145,739.186189
287100.000000,1233327.795471,-3983268.483833,8.147026,-11.699394,279289904.740918,265696882.756100,-698.278745,739.000411
287200.000000,1234142.609862,-3984438.314811,8.149261,-11.697226,279220067.288561,265770773.506207,-698.470294,738.814583
287300.000000,1234957.647726,-3985607.928989,8.151496,-11.695058,279150210.683827,265844645.671075,-698.661792,738.628706
287400.000000,1235772.909003,-3986777.326311,8.153730,-11.692889,279080334.931814,265918499.245757,-698.853240,738.442779
287500.000000,1236588.393635,-3987946.506717,8.155963,-11.690719,279010440.037623,265992334.225309,-699.044636,738.256803
287600.000000,1237404.101561,-3989115.470151,8.158196,-11.688549,278940526.006358,266066150.604786,-699.235981,738.070778
287700.000000,1238220.032723,-3990284.216554,8.160428,-11.686379,278870592.843120,266139948.379248,-699.427275,737.884703
287800.000000,1239036.187060,-3991452.745870,8.162659,-11.684208,278800640.553016,266213727.543754,-699.618518,737.698579
287900.000000,1239852.564512,-3992621.058040,8.164890,-11.682036,278730669.141151,266287488.093365,-699.809711,737.512405
288000.000000,1240669.165022,-3993789.153007,8.167120,-11.679864,278660678.612633,266361230.023145,-700.000851,737.326182
288100.000000,1241485.988527,-3994957.030713,8.169350,-11.677691,278590668.972570,266434953.328156,-700.191941,737.139910
288200.000000,1242303.034971,-3996124.691101,8.171579,-11.675517,278520640.226072,266508658.003465,-700.382980,736.953588
288300.000000,1243120.304291,-3997292.134113,8.173807,-11.673343,278450592.378250,266582344.044139,-700.573968,736.767217
288400.000000,1243937.796430,-3998459.359692,8.176035,-11.671168,278380525.434217,266656011.445246,-700.764904,736.580797
288500.000000,1244755.511327,-3999626.367780,8.178263,-11.668993,278310439.399086,266729660.201857,-700.955790,736.394327
288600.000000,1245573.448922,-4000793.158319,8.180489,-11.666818,278240334.277973,266803290.309043,-701.146624,736.207808
288700.000000,1246391.609156,-4001959.731252,8.182715,-11.664641,278170210.075993,266876901.761876,-701.337407,736.021240
288800.000000,1247209.991970,-4003126.086522,8.184941,-11.662464,278100066.798265,266950494.555433,-701.528139,735.834623
288900.000000,1248028.597303,-4004292.224072,8.187166,-11.660287,278029904.449907,267024068.684788,-701.718820,735.647956
289000.000000,1248847.425096,-4005458.143842,8.189390,-11.658109,277959723.036038,267097624.145019,-701.909449,735.461240
289100.000000,1249666.475288,-4006623.845778,8.191614,-11.655930,277889522.561781,267171160.931205,-702.100028,735.274475
289200.000000,1250485.747821,-4007789.329820,8.193837,-11.653751,277819303.032259,267244679.038427,-702.290555,735.087661
289300.000000,1251305.242635,-4008954.595911,8.196059,-11.651571,277749064.452594,267318178.461766,-702.481030,734.900798
289400.000000,1252124.959669,-4010119.643995,8.198281,-11.649391,277678806.827912,267391659.196306,-702.671455,734.713885
289500.000000,1252944.898864,-4011284.474014,8.200503,-11.647210,277608530.163339,267465121.237131,-702.861828,734.526923
289600.000000,1253765.060160,-4012449.085910,8.202723,-11.645028,277538234.464004,267538564.579329,-703.052150,734.339913
289700.000000,1254585.443498,-4013613.479626,8.204943,-11.642846,277467919.735035,267611989.217987,-703.242421,734.152853
289800.000000,1255406.048817,-4014777.655105,8.207163,-11.640663,277397585.981562,267685395.148194,-703.432640,733.965743
289900.000000,1256226.876057,-4015941.612289,8.209382,-11.638480,277327233.208717,267758782.365042,-703.622808,733.778585
290000.000000,1257047.925159,-4017105.351122,8.211600,-11.636296,277256861.421632,267832150.863621,-703.812925,733.591378
290100.000000,1257869.196063,-4018268.871546,8.213818,-11.634112,277186470.625442,267905500.639028,-704.002990,733.404122
290200.000000,1258690.688709,-4019432.173504,8.216035,-11.631927,277116060.825282,267978831.686356,-704.193004,733.216817
290300.000000,1259512.403037,-4020595.256938,8.218252,-11.629742,277045632.026288,268052144.000702,-704.382967,733.029462
290400.000000,1260334.338987,-4021758.121792,8.220467,-11.627555,276975184.233598,268125437.577165,-704.572878,732.842059
290500.000000,1261156.496499,-4022920.768008,8.222683,-11.625369,276904717.452351,268198712.410845,-704.762738,732.654607
290600.000000,1261978.875513,-4024083.195529,8.224897,-11.623182,276834231.687688,268271968.496842,-704.952547,732.467105
290700.000000,1262801.475969,-4025245.404298,8.227112,-11.620994,276763726.944749,268345205.830260,-705.142304,732.279555
290800.000000,1263624.297807,-4026407.394258,8.229325,-11.618805,276693203.228679,268418424.406202,-705.332009,732.091956
290900.000000,1264447.340968,-4027569.165351,8.231538,-11.616616,276622660.544621,268491624.219775,-705.521663,731.904308
291000.000000,1265270.605390,-4028730.717521,8.233750,-11.614427,276552098.897720,268564805.266086,-705.711266,731.716611
291100.000000,1266094.091015,-4029892.050711,8.235962,-11.612237,276481518.293123,268637967.540243,-705.900817,731.528865
291200.000000,1266917.797781,-4031053.164863,8.238173,-11.610046,276410918.735978,268711111.037356,-706.090317,731.341070
291300.000000,1267741.725630,-4032214.059920,8.240384,-11.607855,276340300.231434,268784235.752538,-706.279765,731.153226
291400.000000,1268565.874501,-4033374.735826,8.242594,-11.605663,276269662.784642,268857341.680901,-706.469162,730.965333
291500.000000,1269390.244333,-4034535.192524,8.244803,-11.603471,276199006.400752,268930428.817560,-706.658507,730.777392
291600.000000,1270214.835067,-4035695.429956,8.247012,-11.601278,276128331.084919,269003497.157631,-706.847801,730.589402
291700.000000,1271039.646642,-4036855.448065,8.249220,-11.599084,276057636.842296,269076546.696232,-707.037043,730.401362
291800.000000,1271864.678999,-4038015.246795,8.251427,-11.596890,275986923.678039,269149577.428483,-707.226234,730.213275
291900.000000,1272689.932078,-4039174.826088,8.253634,-11.594696,275916191.597303,269222589.349502,-707.415373,730.025138
292000.000000,1273515.405817,-4040334.185888,8.255841,-11.592500,275845440.605249,269295582.454414,-707.604460,729.836952
292100.000000,1274341.100157,-4041493.326138,8.258046,-11.590305,275774670.707033,269368556.738341,-707.793496,729.648718
292200.000000,1275167.015038,-4042652.246780,8.260251,-11.588108,275703881.907818,269441512.196408,-707.982480,729.460435
292300.000000,1275993.150400,-4043810.947759,8.262456,-11.585911,275633074.212764,269514448.823743,-708.171413,729.272103
292400.000000,1276819.506181,-4044969.429016,8.264660,-11.583714,275562247.627034,269587366.615472,-708.360294,729.083723
292500.000000,1277646.082323,-4046127.690497,8.266863,-11.581516,275491402.155794,269660265.566726,-708.549123,728.895294
292600.000000,1278472.878765,-4047285.732142,8.269066,-11.579317,275420537.804207,269733145.672637,-708.737900,728.706816
292700.000000,1279299.895446,-4048443.553897,8.271268,-11.577118,275349654.577442,269806006.928335,-708.926626,728.518290
292800.000000,1280127.132306,-4049601.155703,8.273469,-11.574918,275278752.480666,269878849.328956,-709.115301,728.329715
292900.000000,1280954.589285,-4050758.537504,8.275670,-11.572718,275207831.519047,269951672.869635,-709.303923,728.141091
293000.000000,1281782.266323,-4051915.699244,8.277871,-11.570517,275136891.697758,270024477.545509,-709.492494,727.952419
293100.000000,1282610.163359,-4053072.640866,8.280070,-11.568315,275065933.021968,270097263.351717,-709.681013,727.763698
293200.000000,1283438.280333,-4054229.362312,8.282269,-11.566113,274994955.496853,270170030.283399,-709.869481,727.574928
293300.000000,1284266.617184,-4055385.863527,8.284468,-11.563911,274923959.127584,270242778.335696,-710.057896,727.386110
293400.000000,1285095.173853,-4056542.144454,8.286666,-11.561708,274852943.919339,270315507.503751,-710.246260,727.197243
293500.000000,1285923.950278,-4057698.205036,8.288863,-11.559504,274781909.877293,270388217.782709,-710.434572,727.008328
293600.000000,1286752.946400,-4058854.045216,8.291060,-11.557300,274710857.006625,270460909.167716,-710.622833,726.819364
293700.000000,1287582.162158,-4060009.664937,8.293256,-11.555095,274639785.312514,270533581.653920,-710.811041,726.630352
293800.000000,1288411.597492,-4061165.064144,8.295451,-11.552889,274568694.800141,270606235.236469,-710.999198,726.441291
293900.000000,1289241.252340,-4062320.242779,8.297646,-11.550683,274497585.474686,270678869.910514,-711.187303,726.252182
294000.000000,1290071.126643,-4063475.200787,8.299840,-11.548477,274426457.341334,270751485.671207,-711.375356,726.063024
294100.000000,1290901.220341,-4064629.938109,8.302034,-11.546270,274355310.405268,270824082.513702,-711.563357,725.873818
294200.000000,1291731.533372,-4065784.454691,8.304227,-11.544062,274284144.671673,270896660.433154,-711.751306,725.684563
294300.000000,1292562.065676,-4066938.750475,8.306419,-11.541854,274212960.145737,270969219.424718,-711.939204,725.495260
294400.000000,1293392.817193,-4068092.825405,8.308611,-11.539645,274141756.832647,271041759.483554,-712.127049,725.305909
294500.000000,1294223.787862,-4069246.679424,8.310802,-11.537435,274070534.737593,271114280.604821,-712.314843,725.116509
294600.000000,1295054.977623,-4070400.312477,8.312993,-11.535226,273999293.865765,271186782.783680,-712.502585,724.927060
294700.000000,1295886.386414,-4071553.724505,8.315183,-11.533015,273928034.222354,271259266.015293,-712.690275,724.737564
294800.000000,1296718.014176,-4072706.915454,8.317372,-11.530804,273856755.812553,271331730.294825,-712.877913,724.548019
294900.000000,1297549.860848,-4073859.885267,8.319561,-11.528592,273785458.641558,271404175.617441,-713.065499,724.358426
295000.000000,1298381.926369,-4075012.633886,8.321749,-11.526380,273714142.714562,271476601.978307,-713.253033,724.168784
295100.000000,1299214.210679,-4076165.161257,8.323937,-11.524167,273642808.036763,271549009.372593,-713.440515,723.979094
295200.000000,1300046.713717,-4077317.467322,8.326124,-11.521954,273571454.613359,271621397.795469,-713.627945,723.789356
295300.000000,1300879.435422,-4078469.552026,8.328310,-11.519740,273500082.449548,271693767.242106,-713.815323,723.599569
295400.000000,1301712.375734,-4079621.415311,8.330496,-11.517526,273428691.550531,271766117.707678,-714.002649,723.409734
295500.000000,1302545.534591,-4080773.057122,8.332681,-11.515311,273357281.921510,271838449.187358,-714.189923,723.219851
295600.000000,1303378.911935,-4081924.477402,8.334866,-11.513095,273285853.567687,271910761.676323,-714.377145,723.029920
295700.000000,1304212.507702,-4083075.676095,8.337050,-11.510879,273214406.494266,271983055.169750,-714.564315,722.839941
295800.000000,1305046.321834,-4084226.653144,8.339233,-11.508662,273142940.706454,272055329.662819,-714.751433,722.649913
295900.000000,1305880.354268,-4085377.408495,8.341416,-11.506445,273071456.209455,272127585.150710,-714.938499,722.459837
296000.000000,1306714.604945,-4086527.942089,8.343598,-11.504227,272999953.008479,272199821.628606,-715.125512,722.269713
296100.000000,1307549.073804,-4087678.253872,8.345779,-11.502009,272928431.108734,272272039.091689,-715.312474,722.079541
296200.000000,1308383.760784,-4088828.343787,8.347960,-11.499790,272856890.515430,272344237.535145,-715.499384,721.889320
296300.000000,1309218.665823,-4089978.211777,8.350141,-11.497570,272785331.233779,272416416.954160,-715.686241,721.699052
296400.000000,1310053.788862,-4091127.857787,8.352320,-11.495350,272713753.268994,272488577.343923,-715.873046,721.508735
296500.000000,1310889.129839,-4092277.281760,8.354499,-11.493129,272642156.626288,272560718.699624,-716.059799,721.318371
296600.000000,1311724.688694,-4093426.483641,8.356678,-11.490908,272570541.310877,272632841.016452,-716.246500,721.127958
296700.000000,1312560.465366,-4094575.463373,8.358856,-11.488686,272498907.327976,272704944.289602,-716.433149,720.937497
296800.000000,1313396.459793,-4095724.220901,8.361033,-11.486464,272427254.682805,272777028.514267,-716.619746,720.746988
296900.000000,1314232.671916,-4096872.756167,8.363210,-11.484241,272355583.380581,272849093.685642,-716.806290,720.556431
297000.000000,1315069.101672,-4098021.069117,8.365386,-11.482018,272283893.426526,272921139.798926,-716.992782,720.365826
297100.000000,1315905.749002,-4099169.159693,8.367561,-11.479794,272212184.825859,272993166.849316,-717.179222,720.175173
297200.000000,1316742.613844,-4100317.027841,8.369736,-11.477569,272140457.583804,273065174.832013,-717.365610,719.984473
297300.000000,1317579.696137,-4101464.673503,8.371910,-11.475344,272068711.705584,273137163.742218,-717.551946,719.793724
297400.000000,1318416.995821,-4102612.096625,8.374084,-11.473118,271996947.196425,273209133.575135,-717.738229,719.602927
297500.000000,1319254.512834,-4103759.297150,8.376257,-11.470892,271925164.061553,273281084.325968,-717.924460,719.412082
297600.000000,1320092.247115,-4104906.275022,8.378429,-11.468665,271853362.306195,273353015.989924,-718.110639,719.221189
297700.000000,1320930.198604,-4106053.030186,8.380601,-11.466438,271781541.935580,273424928.562210,-718.296765,719.030249
297800.000000,1321768.367239,-4107199.562585,8.382772,-11.464210,271709702.954938,273496822.038035,-718.482839,718.839260
297900.000000,1322606.752960,-4108345.872163,8.384942,-11.461982,271637845.369500,273568696.412611,-718.668861,718.648224
298000.000000,1323445.355705,-4109491.958865,8.387112,-11.459752,271565969.184499,273640551.681149,-718.854830,718.457139
298100.000000,1324284.175414,-4110637.822635,8.389282,-11.457523,271494074.405168,273712387.838864,-719.040748,718.266007
298200.000000,1325123.212024,-4111783.463417,8.391450,-11.455293,271422161.036742,273784204.880970,-719.226612,718.074827
298300.000000,1325962.465476,-4112928.881155,8.393619,-11.453062,271350229.084458,273856002.802685,-719.412425,717.883599
298400.000000,1326801.935708,-4114074.075793,8.395786,-11.450831,271278278.553551,273927781.599226,-719.598185,717.692324
298500.000000,1327641.622659,-4115219.047276,8.397953,-11.448599,271206309.449262,273999541.265814,-719.783892,717.501000
298600.000000,1328481.526267,-4116363.795547,8.400119,-11.446367,271134321.776830,274071281.797669,-719.969548,717.309629
298700.000000,1329321.646473,-4117508.320552,8.402285,-11.444134,271062315.541495,274143003.190015,-720.155150,717.118210
298800.000000,1330161.983214,-4118652.622234,8.404450,-11.441900,270990290.748500,274214705.438076,-720.340701,716.926743
298900.000000,1331002.536429,-4119796.700538,8.406614,-11.439666,270918247.403089,274286388.537078,-720.526199,716.735229
299000.000000,1331843.306057,-4120940.555408,8.408778,-11.437431,270846185.510506,274358052.482249,-720.711644,716.543667
299100.000000,1332684.292038,-4122084.186788,8.410941,-11.435196,270774105.075997,274429697.268816,-720.897037,716.352057
299200.000000,1333525.494309,-4123227.594622,8.413104,-11.432960,270702006.104808,274501322.892011,-721.082378,716.160399
299300.000000,1334366.912810,-4124370.778856,8.415266,-11.430724,270629888.602190,274572929.347066,-721.267666,715.968694
299400.000000,1335208.547479,-4125513.739433,8.417427,-11.428487,270557752.573390,274644516.629214,-721.452901,715.776941
299500.000000,1336050.398255,-4126656.476298,8.419588,-11.426250,270485598.023659,274716084.733689,-721.638085,715.585141
299600.000000,1336892.465077,-4127798.989395,8.421748,-11.424012,270413424.958250,274787633.655729,-721.823215,715.393292
299700.000000,1337734.747884,-4128941.278669,8.423908,-11.421773,270341233.382416,274859163.390572,-722.008293,715.201397
299800.000000,1338577.246614,-4130083.344063,8.426067,-11.419534,270269023.301412,274930673.933456,-722.193318,715.009453
299900.000000,1339419.961206,-4131225.185524,8.428225,-11.417295,270196794.720492,275002165.279624,-722.378291,714.817462
300000.000000,1340262.891598,-4132366.802994,8.430383,-11.415055,270124547.644914,275073637.424317,-722.563212,714.625424
300100.000000,1341106.037730,-4133508.196419,8.432540,-11.412814,270052282.079936,275145090.362779,-722.748079,714.433338
300200.000000,1341949.399539,-4134649.365743,8.434696,-11.410573,269979998.030816,275216524.090257,-722.932894,714.241204
300300.000000,1342792.976965,-4135790.310910,8.436852,-11.408331,269907695.502817,275287938.601997,-723.117657,714.049023
300400.000000,1343636.769946,-4136931.031866,8.439007,-11.406088,269835374.501198,275359333.893248,-723.302367,713.856794
300500.000000,1344480.778421,-4138071.528554,8.441162,-11.403845,269763035.031224,275430709.959260,-723.487024,713.664518
300600.000000,1345325.002329,-4139211.800920,8.443316,-11.401602,269690677.098158,275502066.795285,-723.671629,713.472195
300700.000000,1346169.441607,-4140351.848908,8.445469,-11.399358,269618300.707266,275573404.396575,-723.856181,713.279823
300800.000000,1347014.096195,-4141491.672462,8.447622,-11.397113,269545905.863814,275644722.758386,-724.040680,713.087405
300900.000000,1347858.966031,-4142631.271528,8.449774,-11.394868,269473492.573071,275716021.875975,-724.225126,712.894939
301000.000000,1348704.051054,-4143770.646050,8.451926,-11.392622,269401060.840304,275787301.744597,-724.409520,712.702426
301100.000000,1349549.351201,-4144909.795972,8.454077,-11.390376,269328610.670785,275858562.359514,-724.593861,712.509865
301200.000000,1350394.866413,-4146048.721239,8.456227,-11.388129,269256142.069784,275929803.715985,-724.778150,712.317257
301300.000000,1351240.596626,-4147187.421796,8.458377,-11.385882,269183655.042575,276001025.809273,-724.962386,712.124601
301400.000000,1352086.541780,-4148325.897588,8.460526,-11.383634,269111149.594431,276072228.634642,-725.146569,711.931898
301500.000000,1352932.701813,-4149464.148560,8.462675,-11.381385,269038625.730627,276143412.187357,-725.330699,711.739148
301600.000000,1353779.076663,-4150602.174656,8.464822,-11.379136,268966083.456440,276214576.462685,-725.514776,711.546351
301700.000000,1354625.666270,-4151739.975821,8.466970,-11.376887,268893522.777146,276285721.455894,-725.698801,711.353506
301800.000000,1355472.470571,-4152877.552000,8.469116,-11.374637,268820943.698026,276356847.162255,-725.882773,711.160614
301900.000000,1356319.489505,-4154014.903137,8.471262,-11.372386,268748346.224358,276427953.577038,-726.066692,710.967674
302000.000000,1357166.723009,-4155152.029178,8.473408,-11.370135,268675730.361423,276499040.695517,-726.250558,710.774688
302100.000000,1358014.171024,-4156288.930067,8.475553,-11.367883,268603096.114505,276570108.512967,-726.434372,710.581654
302200.000000,1358861.833486,-4157425.605750,8.477697,-11.365631,268530443.488886,276641157.024662,-726.618132,710.388572
302300.000000,1359709.710335,-4158562.056171,8.479840,-11.363378,268457772.489852,276712186.225882,-726.801840,710.195444
302400.000000,1360557.801508,-4159698.281275,8.481983,-11.361124,268385083.122687,276783196.111904,-726.985495,710.002269
302500.000000,1361406.106944,-4160834.281006,8.484126,-11.358870,268312375.392680,276854186.678010,-727.169097,709.809046
302600.000000,1362254.626581,-4161970.055311,8.486267,-11.356616,268239649.305118,276925157.919481,-727.352646,709.615776
302700.000000,1363103.360358,-4163105.604134,8.488408,-11.354361,268166904.865292,276996109.831601,-727.536142,709.422459
302800.000000,1363952.308213,-4164240.927420,8.490549,-11.352105,268094142.078491,277067042.409656,-727.719585,709.229095
302900.000000,1364801.470084,-4165376.025113,8.492689,-11.349849,268021360.950008,277137955.648932,-727.902976,709.035683
303000.000000,1365650.845909,-4166510.897160,8.494828,-11.347592,267948561.485137,277208849.544716,-728.086313,708.842225
303100.000000,1366500.435626,-4167645.543504,8.496966,-11.345335,267875743.689170,277279724.092300,-728.269598,708.648719
303200.000000,1367350.239175,-4168779.964092,8.499104,-11.343077,267802907.567405,277350579.286975,-728.452829,708.455167
303300.000000,1368200.256492,-4169914.158867,8.501242,-11.340819,267730053.125137,277421415.124032,-728.636008,708.261567
303400.000000,1369050.487517,-4171048.127776,8.503379,-11.338560,267657180.367665,277492231.598767,-728.819133,708.067920
303500.000000,1369900.932187,-4172181.870763,8.505515,-11.336300,267584289.300288,277563028.706475,-729.002206,707.874226
303600.000000,1370751.590441,-4173315.387774,8.507650,-11.334040,267511379.928306,277633806.442454,-729.185225,707.680486
303700.000000,1371602.462216,-4174448.678753,8.509785,-11.331779,267438452.257021,277704564.802002,-729.368192,707.486698
303800.000000,1372453.547452,-4175581.743646,8.511919,-11.329518,267365506.291735,277775303.780420,-729.551105,707.292863
303900.000000,1373304.846085,-4176714.582397,8.514053,-11.327257,267292542.037752,277846023.373011,-729.733966,707.098981
304000.000000,1374156.358054,-4177847.194953,8.516186,-11.324994,267219559.500379,277916723.575077,-729.916773,706.905052
304100.000000,1375008.083298,-4178979.581259,8.518319,-11.322732,267146558.684920,277987404.381923,-730.099527,706.711077
304200.000000,1375860.021754,-4180111.741258,8.520450,-11.320468,267073539.596684,278058065.788857,-730.282229,706.517054
304300.000000,1376712.173360,-4181243.674898,8.522582,-11.318204,267000502.240979,278128707.791185,-730.464877,706.322985
304400.000000,1377564.538054,-4182375.382123,8.524712,-11.315940,266927446.623115,278199330.384219,-730.647472,706.128868
304500.000000,1378417.115776,-4183506.862878,8.526842,-11.313675,266854372.748403,278269933.563268,-730.830014,705.934705
304600.000000,1379269.906461,-4184638.117109,8.528972,-11.311410,266781280.622157,278340517.323647,-731.012503,705.740495
304700.000000,1380122.910049,-4185769.144760,8.531100,-11.309143,266708170.249688,278411081.660668,-731.194938,705.546238
304800.000000,1380976.126478,-4186899.945779,8.533228,-11.306877,266635041.636313,278481626.569647,-731.377321,705.351934
304900.000000,1381829.555685,-4188030.520108,8.535356,-11.304610,266561894.787346,278552152.045903,-731.559650,705.157583
305000.000000,1382683.197608,-4189160.867695,8.537483,-11.302342,266488729.708105,278622658.084753,-731.741926,704.963186
305100.000000,1383537.052186,-4190290.988485,8.539609,-11.300074,266415546.403909,278693144.681519,-731.924149,704.768742
305200.000000,1384391.119357,-4191420.882422,8.541735,-11.297805,266342344.880077,278763611.831521,-732.106319,704.574251
305300.000000,1385245.399057,-4192550.549453,8.543860,-11.295536,266269125.141929,278834059.530084,-732.288435,704.379713
305400.000000,1386099.891226,-4193679.989522,8.545984,-11.293266,266195887.194787,278904487.772533,-732.470499,704.185128
305500.000000,1386954.595801,-4194809.202576,8.548108,-11.290995,266122631.043975,278974896.554193,-732.652509,703.990497
305600.000000,1387809.512720,-4195938.188560,8.550231,-11.288724,266049356.694817,279045285.870393,-732.834466,703.795819
305700.000000,1388664.641921,-4197066.947418,8.552353,-11.286453,265976064.152637,279115655.716462,-733.016369,703.601095
305800.000000,1389519.983342,-4198195.479098,8.554475,-11.284181,265902753.422764,279186006.087732,-733.198220,703.406323
305900.000000,1390375.536920,-4199323.783544,8.556596,-11.281908,265829424.510524,279256336.979535,-733.380017,703.211505
306000.000000,1391231.302594,-4200451.860701,8.558717,-11.279635,265756077.421247,279326648.387205,-733.561760,703.016641
306100.000000,1392087.280301,-4201579.710516,8.560837,-11.277361,265682712.160263,279396940.306078,-733.743451,702.821729
306200.000000,1392943.469979,-4202707.332934,8.562956,-11.275087,265609328.732903,279467212.731492,-733.925088,702.626771
306300.000000,1393799.871566,-4203834.727901,8.565075,-11.272812,265535927.144501,279537465.658784,-734.106672,702.431767
306400.000000,1394656.484999,-4204961.895362,8.567193,-11.270537,265462507.400388,279607699.083296,-734.288202,702.236716
306500.000000,1395513.310217,-4206088.835263,8.569311,-11.268261,265389069.505902,279677913.000369,-734.469679,702.041618
306600.000000,1396370.347157,-4207215.547549,8.571428,-11.265985,265315613.466377,279748107.405346,-734.651103,701.846474
306700.000000,1397227.595757,-4208342.032167,8.573544,-11.263708,265242139.287151,279818282.293573,-734.832473,701.651283
306800.000000,1398085.055955,-4209468.289061,8.575660,-11.261430,265168646.973563,279888437.660396,-735.013790,701.456046
306900.000000,1398942.727688,-4210594.318179,8.577775,-11.259152,265095136.530953,279958573.501163,-735.195053,701.260762
307000.000000,1399800.610894,-4211720.119464,8.579889,-11.256874,265021607.964660,280028689.811223,-735.376264,701.065432
307100.000000,1400658.705510,-4212845.692864,8.582003,-11.254594,264948061.280028,280098786.585927,-735.557420,700.870055
307200.000000,1401517.011475,-4213971.038324,8.584116,-11.252315,264874496.482399,280168863.820629,-735.738524,700.674632
307300.000000,1402375.528726,-4215096.155790,8.586229,-11.250035,264800913.577118,280238921.510682,-735.919573,700.479162
307400.000000,1403234.257201,-4216221.045207,8.588341,-11.247754,264727312.569531,280308959.651442,-736.100570,700.283646
307500.000000,1404093.196837,-4217345.706521,8.590452,-11.245472,264653693.464984,280378978.238266,-736.281513,700.088083
307600.000000,1404952.347572,-4218470.139679,8.592563,-11.243191,264580056.268826,280448977.266513,-736.462402,699.892474
307700.000000,1405811.709344,-4219594.344625,8.594673,-11.240908,264506400.986405,280518956.731543,-736.643238,699.696819
307800.000000,1406671.282089,-4220718.321307,8.596782,-11.238625,264432727.623072,280588916.628719,-736.824020,699.501117
307900.000000,1407531.065747,-4221842.069669,8.598891,-11.236342,264359036.184178,280658856.953402,-737.004749,699.305369
308000.000000,1408391.060253,-4222965.589659,8.600999,-11.234058,264285326.675076,280728777.700960,-737.185424,699.109575
308100.000000,1409251.265547,-4224088.881220,8.603107,-11.231773,264211599.101121,280798678.866757,-737.366046,698.913734
308200.000000,1410111.681564,-4225211.944301,8.605214,-11.229488,264137853.467666,280868560.446162,-737.546614,698.717847
308300.000000,1410972.308244,-4226334.778846,8.607320,-11.227203,264064089.780068,280938422.434545,-737.727129,698.521913
308400.000000,1411833.145522,-4227457.384802,8.609426,-11.224916,263990308.043686,281008264.827276,-737.907590,698.325934
308500.000000,1412694.193338,-4228579.762114,8.611531,-11.222630,263916508.263876,281078087.619729,-738.087997,698.129908
308600.000000,1413555.451628,-4229701.910729,8.613635,-11.220343,263842690.445999,281147890.807277,-738.268351,697.933836
308700.000000,1414416.920329,-4230823.830593,8.615739,-11.218055,263768854.595416,281217674.385296,-738.448652,697.737717
308800.000000,1415278.599380,-4231945.521651,8.617842,-11.215766,263695000.717490,281287438.349164,-738.628898,697.541553
308900.000000,1416140.488718,-4233066.983850,8.619945,-11.213478,263621128.817582,281357182.694259,-738.809091,697.345342
309000.000000,1417002.588279,-4234188.217136,8.622047,-11.211188,263547238.901059,281426907.415961,-738.989231,697.149085
309100.000000,1417864.898002,-4235309.221455,8.624148,-11.208898,263473330.973284,281496612.509653,-739.169316,696.952782
309200.000000,1418727.417824,-4236429.996754,8.626249,-11.206608,263399405.039626,281566297.970718,-739.349348,696.756432
309300.000000,1419590.147682,-4237550.542977,8.628349,-11.204317,263325461.105452,281635963.794542,-739.529326,696.560037
309400.000000,1420453.087514,-4238670.860072,8.630448,-11.202025,263251499.176132,281705609.976509,-739.709251,696.363595
309500.000000,1421316.237257,-4239790.947985,8.632547,-11.199733,263177519.257035,281775236.512010,-739.889122,696.167107
309600.000000,1422179.596848,-4240910.806661,8.634645,-11.197440,263103521.353533,281844843.396432,-740.068939,695.970574
309700.000000,1423043.166224,-4242030.436048,8.636743,-11.195147,263029505.470999,281914430.625169,-740.248703,695.773994
309800.000000,1423906.945324,-4243149.836091,8.638839,-11.192854,262955471.614807,281983998.193611,-740.428412,695.577368
309900.000000,1424770.934084,-4244269.006736,8.640936,-11.190559,262881419.790332,282053546.097154,-740.608068,695.380696
310000.000000,1425635.132441,-4245387.947930,8.643031,-11.188265,262807350.002949,282123074.331193,-740.787671,695.183978
310100.000000,1426499.540333,-4246506.659620,8.645126,-11.185969,262733262.258036,282192582.891126,-740.967219,694.987213
310200.000000,1427364.157697,-4247625.141751,8.647221,-11.183673,262659156.560973,282262071.772351,-741.146714,694.790403
310300.000000,1428228.984471,-4248743.394269,8.649315,-11.181377,262585032.917137,282331540.970270,-741.326154,694.593547
310400.000000,1429094.020591,-4249861.417122,8.651408,-11.179080,262510891.331911,282400990.480284,-741.505541,694.396645
310500.000000,1429959.265995,-4250979.210255,8.653500,-11.176783,262436731.810676,282470420.297796,-741.684875,694.199697
310600.000000,1430824.720619,-4252096.773616,8.655592,-11.174485,262362554.358816,282539830.418212,-741.864154,694.002703
310700.000000,1431690.384402,-4253214.107149,8.657683,-11.172186,262288358.981714,282609220.836939,-742.043379,693.805664
310800.000000,1432556.257280,-4254331.210802,8.659774,-11.169887,262214145.684756,282678591.549384,-742.222551,693.608578
310900.000000,1433422.339191,-4255448.084522,8.661864,-11.167587,262139914.473330,282747942.550958,-742.401669,693.411446
311000.000000,1434288.630071,-4256564.728253,8.663953,-11.165287,262065665.352822,282817273.837071,-742.580733,693.214269
311100.000000,1435155.129858,-4257681.141944,8.666042,-11.162987,261991398.328622,282886585.403138,-742.759743,693.017045
311200.000000,1436021.838489,-4258797.325541,8.668130,-11.160685,261917113.406121,282955877.244571,-742.938699,692.819776
