x	sin(x)	Ff	Fc	cos(x)-Ff	cos(x)-Fc
2.770000e+000	3.630998e-001	-1.359433e-007	-1.322663e-007	-9.317501e-001	-9.317501e-001
2.780000e+000	3.537643e-001	-1.363576e-007	-1.327751e-007	-9.353344e-001	-9.353345e-001
2.790000e+000	3.443935e-001	-1.367582e-007	-1.332706e-007	-9.388253e-001	-9.388253e-001
2.800000e+000	3.349882e-001	-1.371452e-007	-1.337528e-007	-9.422222e-001	-9.422222e-001
2.810000e+000	3.255493e-001	-1.375184e-007	-1.342217e-007	-9.455249e-001	-9.455249e-001
2.820000e+000	3.160780e-001	-1.378779e-007	-1.346771e-007	-9.487331e-001	-9.487331e-001
2.830000e+000	3.065750e-001	-1.382237e-007	-1.351190e-007	-9.518464e-001	-9.518464e-001
2.840000e+000	2.970414e-001	-1.385555e-007	-1.355475e-007	-9.548645e-001	-9.548645e-001
2.850000e+000	2.874780e-001	-1.388736e-007	-1.359623e-007	-9.577871e-001	-9.577871e-001
2.860000e+000	2.778859e-001	-1.391777e-007	-1.363636e-007	-9.606139e-001	-9.606139e-001
2.870000e+000	2.682661e-001	-1.394679e-007	-1.367513e-007	-9.633447e-001	-9.633447e-001
2.880000e+000	2.586193e-001	-1.397442e-007	-1.371252e-007	-9.659792e-001	-9.659792e-001
2.890000e+000	2.489468e-001	-1.400065e-007	-1.374855e-007	-9.685170e-001	-9.685170e-001
2.900000e+000	2.392493e-001	-1.402548e-007	-1.378320e-007	-9.709580e-001	-9.709580e-001
2.910000e+000	2.295279e-001	-1.404891e-007	-1.381647e-007	-9.733019e-001	-9.733019e-001
2.920000e+000	2.197836e-001	-1.407094e-007	-1.384836e-007	-9.755485e-001	-9.755485e-001
2.930000e+000	2.100173e-001	-1.409155e-007	-1.387887e-007	-9.776975e-001	-9.776975e-001
2.940000e+000	2.002300e-001	-1.411076e-007	-1.390799e-007	-9.797488e-001	-9.797488e-001
2.950000e+000	1.904226e-001	-1.412856e-007	-1.393572e-007	-9.817021e-001	-9.817021e-001
2.960000e+000	1.805963e-001	-1.414494e-007	-1.396205e-007	-9.835572e-001	-9.835572e-001
2.970000e+000	1.707518e-001	-1.415991e-007	-1.398699e-007	-9.853139e-001	-9.853139e-001
2.980000e+000	1.608903e-001	-1.417346e-007	-1.401053e-007	-9.869722e-001	-9.869722e-001
2.990000e+000	1.510127e-001	-1.418559e-007	-1.403267e-007	-9.885317e-001	-9.885317e-001
3.000000e+000	1.411200e-001	-1.419631e-007	-1.405340e-007	-9.899924e-001	-9.899924e-001
3.010000e+000	1.312132e-001	-1.420561e-007	-1.407273e-007	-9.913540e-001	-9.913540e-001
3.020000e+000	1.212933e-001	-1.421349e-007	-1.409065e-007	-9.926166e-001	-9.926166e-001
3.030000e+000	1.113612e-001	-1.421994e-007	-1.410717e-007	-9.937799e-001	-9.937799e-001
3.040000e+000	1.014180e-001	-1.422497e-007	-1.412227e-007	-9.948438e-001	-9.948438e-001
3.050000e+000	9.146464e-002	-1.422858e-007	-1.413596e-007	-9.958082e-001	-9.958082e-001
3.060000e+000	8.150215e-002	-1.423077e-007	-1.414824e-007	-9.966730e-001	-9.966730e-001
3.070000e+000	7.153151e-002	-1.423154e-007	-1.415910e-007	-9.974382e-001	-9.974382e-001
3.080000e+000	6.155372e-002	-1.423088e-007	-1.416854e-007	-9.981036e-001	-9.981036e-001
3.090000e+000	5.156977e-002	-1.422880e-007	-1.417657e-007	-9.986693e-001	-9.986693e-001
3.100000e+000	4.158066e-002	-1.422529e-007	-1.418319e-007	-9.991350e-001	-9.991350e-001
3.110000e+000	3.158740e-002	-1.422037e-007	-1.418838e-007	-9.995009e-001	-9.995009e-001
3.120000e+000	2.159098e-002	-1.421402e-007	-1.419215e-007	-9.997667e-001	-9.997667e-001
3.130000e+000	1.159239e-002	-1.420625e-007	-1.419451e-007	-9.999327e-001	-9.999327e-001
3.140000e+000	1.592653e-003	-1.419706e-007	-1.419544e-007	-9.999986e-001	-9.999986e-001
3.150000e+000	-8.407247e-003	-1.418645e-007	-1.419496e-007	-9.999645e-001	-9.999645e-001
3.160000e+000	-1.840631e-002	-1.417442e-007	-1.419306e-007	-9.998304e-001	-9.998304e-001
3.170000e+000	-2.840353e-002	-1.416097e-007	-1.418974e-007	-9.995964e-001	-9.995964e-001
3.180000e+000	-3.839790e-002	-1.414611e-007	-1.418499e-007	-9.992624e-001	-9.992624e-001
3.190000e+000	-4.838844e-002	-1.412983e-007	-1.417883e-007	-9.988285e-001	-9.988285e-001
3.200000e+000	-5.837414e-002	-1.411214e-007	-1.417126e-007	-9.982946e-001	-9.982946e-001
3.210000e+000	-6.835401e-002	-1.409304e-007	-1.416226e-007	-9.976610e-001	-9.976610e-001
3.220000e+000	-7.832703e-002	-1.407253e-007	-1.415185e-007	-9.969276e-001	-9.969276e-001
3.230000e+000	-8.829223e-002	-1.405061e-007	-1.414002e-007	-9.960945e-001	-9.960945e-001
3.240000e+000	-9.824859e-002	-1.402729e-007	-1.412678e-007	-9.951618e-001	-9.951618e-001
3.250000e+000	-1.081951e-001	-1.400256e-007	-1.411213e-007	-9.941295e-001	-9.941295e-001
3.260000e+000	-1.181309e-001	-1.397644e-007	-1.409607e-007	-9.929979e-001	-9.929979e-001
3.270000e+000	-1.280548e-001	-1.394891e-007	-1.407859e-007	-9.917670e-001	-9.917670e-001
3.280000e+000	-1.379659e-001	-1.392000e-007	-1.405971e-007	-9.904368e-001	-9.904368e-001
3.290000e+000	-1.478632e-001	-1.388969e-007	-1.403942e-007	-9.890077e-001	-9.890077e-001
3.300000e+000	-1.577457e-001	-1.385799e-007	-1.401773e-007	-9.874796e-001	-9.874796e-001
3.310000e+000	-1.676124e-001	-1.382490e-007	-1.399464e-007	-9.858528e-001	-9.858528e-001
3.320000e+000	-1.774624e-001	-1.379043e-007	-1.397015e-007	-9.841274e-001	-9.841274e-001
3.330000e+000	-1.872947e-001	-1.375459e-007	-1.394426e-007	-9.823036e-001	-9.823036e-001
3.340000e+000	-1.971082e-001	-1.371736e-007	-1.391697e-007	-9.803816e-001	-9.803816e-001
3.350000e+000	-2.069020e-001	-1.367877e-007	-1.388830e-007	-9.783615e-001	-9.783615e-001
3.360000e+000	-2.166751e-001	-1.363881e-007	-1.385823e-007	-9.762436e-001	-9.762436e-001
3.370000e+000	-2.264265e-001	-1.359748e-007	-1.382678e-007	-9.740281e-001	-9.740281e-001
3.380000e+000	-2.361553e-001	-1.355480e-007	-1.379395e-007	-9.717152e-001	-9.717152e-001
3.390000e+000	-2.458605e-001	-1.351076e-007	-1.375974e-007	-9.693051e-001	-9.693051e-001
3.400000e+000	-2.555411e-001	-1.346537e-007	-1.372415e-007	-9.667981e-001	-9.667981e-001
3.410000e+000	-2.651961e-001	-1.341863e-007	-1.368719e-007	-9.641944e-001	-9.641943e-001
3.420000e+000	-2.748247e-001	-1.337055e-007	-1.364886e-007	-9.614942e-001	-9.614942e-001
3.430000e+000	-2.844257e-001	-1.332113e-007	-1.360916e-007	-9.586979e-001	-9.586979e-001
3.440000e+000	-2.939983e-001	-1.327038e-007	-1.356811e-007	-9.558058e-001	-9.558058e-001
3.450000e+000	-3.035415e-001	-1.321830e-007	-1.352570e-007	-9.528181e-001	-9.528181e-001
3.460000e+000	-3.130544e-001	-1.316491e-007	-1.348193e-007	-9.497351e-001	-9.497351e-001
3.470000e+000	-3.225359e-001	-1.311019e-007	-1.343682e-007	-9.465571e-001	-9.465571e-001
3.480000e+000	-3.319852e-001	-1.305417e-007	-1.339036e-007	-9.432845e-001	-9.432845e-001
3.490000e+000	-3.414013e-001	-1.299683e-007	-1.334257e-007	-9.399175e-001	-9.399175e-001
3.500000e+000	-3.507832e-001	-1.293820e-007	-1.329344e-007	-9.364566e-001	-9.364566e-001
3.510000e+000	-3.601301e-001	-1.287828e-007	-1.324298e-007	-9.329020e-001	-9.329020e-001
3.520000e+000	-3.694410e-001	-1.281707e-007	-1.319119e-007	-9.292541e-001	-9.292541e-001
3.530000e+000	-3.787149e-001	-1.275457e-007	-1.313809e-007	-9.255133e-001	-9.255133e-001
3.540000e+000	-3.879509e-001	-1.269080e-007	-1.308367e-007	-9.216799e-001	-9.216799e-001
3.550000e+000	-3.971482e-001	-1.262576e-007	-1.302795e-007	-9.177544e-001	-9.177544e-001
3.560000e+000	-4.063057e-001	-1.255946e-007	-1.297092e-007	-9.137371e-001	-9.137371e-001
3.570000e+000	-4.154226e-001	-1.249191e-007	-1.291260e-007	-9.096284e-001	-9.096284e-001
3.580000e+000	-4.244980e-001	-1.242310e-007	-1.285298e-007	-9.054288e-001	-9.054288e-001
3.590000e+000	-4.335309e-001	-1.235305e-007	-1.279208e-007	-9.011386e-001	-9.011386e-001
3.600000e+000	-4.425204e-001	-1.228177e-007	-1.272990e-007	-8.967583e-001	-8.967583e-001
3.610000e+000	-4.514658e-001	-1.220926e-007	-1.266645e-007	-8.922883e-001	-8.922883e-001
3.620000e+000	-4.603659e-001	-1.213552e-007	-1.260173e-007	-8.877291e-001	-8.877291e-001
3.630000e+000	-4.692200e-001	-1.206058e-007	-1.253575e-007	-8.830812e-001	-8.830812e-001
3.640000e+000	-4.780272e-001	-1.198442e-007	-1.246851e-007	-8.783449e-001	-8.783449e-001
3.650000e+000	-4.867866e-001	-1.190707e-007	-1.240003e-007	-8.735208e-001	-8.735208e-001
3.660000e+000	-4.954974e-001	-1.182853e-007	-1.233031e-007	-8.686093e-001	-8.686093e-001
3.670000e+000	-5.041585e-001	-1.174881e-007	-1.225936e-007	-8.636110e-001	-8.636110e-001
3.680000e+000	-5.127693e-001	-1.166791e-007	-1.218718e-007	-8.585263e-001	-8.585263e-001
3.690000e+000	-5.213288e-001	-1.158584e-007	-1.211378e-007	-8.533558e-001	-8.533558e-001
3.700000e+000	-5.298361e-001	-1.150262e-007	-1.203917e-007	-8.480999e-001	-8.480999e-001
3.710000e+000	-5.382905e-001	-1.141824e-007	-1.196336e-007	-8.427592e-001	-8.427592e-001
3.720000e+000	-5.466910e-001	-1.133272e-007	-1.188635e-007	-8.373343e-001	-8.373343e-001
3.730000e+000	-5.550369e-001	-1.124607e-007	-1.180815e-007	-8.318256e-001	-8.318256e-001
3.740000e+000	-5.633273e-001	-1.115830e-007	-1.172877e-007	-8.262337e-001	-8.262337e-001
3.750000e+000	-5.715613e-001	-1.106941e-007	-1.164822e-007	-8.205592e-001	-8.205592e-001
3.760000e+000	-5.797382e-001	-1.097941e-007	-1.156650e-007	-8.148027e-001	-8.148027e-001
3.770000e+000	-5.878571e-001	-1.088832e-007	-1.148363e-007	-8.089647e-001	-8.089647e-001
3.780000e+000	-5.959172e-001	-1.079613e-007	-1.139961e-007	-8.030458e-001	-8.030458e-001
3.790000e+000	-6.039178e-001	-1.070287e-007	-1.131445e-007	-7.970465e-001	-7.970465e-001
3.800000e+000	-6.118579e-001	-1.060853e-007	-1.122815e-007	-7.909676e-001	-7.909676e-001
3.810000e+000	-6.197368e-001	-1.051314e-007	-1.114074e-007	-7.848096e-001	-7.848096e-001
3.820000e+000	-6.275538e-001	-1.041669e-007	-1.105221e-007	-7.785731e-001	-7.785731e-001
3.830000e+000	-6.353080e-001	-1.031921e-007	-1.096257e-007	-7.722587e-001	-7.722587e-001
3.840000e+000	-6.429987e-001	-1.022069e-007	-1.087184e-007	-7.658671e-001	-7.658671e-001
3.850000e+000	-6.506251e-001	-1.012114e-007	-1.078002e-007	-7.593990e-001	-7.593990e-001
3.860000e+000	-6.581865e-001	-1.002059e-007	-1.068712e-007	-7.528548e-001	-7.528548e-001
3.870000e+000	-6.656820e-001	-9.919034e-008	-1.059316e-007	-7.462354e-001	-7.462354e-001
3.880000e+000	-6.731109e-001	-9.816486e-008	-1.049813e-007	-7.395414e-001	-7.395414e-001
3.890000e+000	-6.804726e-001	-9.712956e-008	-1.040206e-007	-7.327735e-001	-7.327735e-001
3.900000e+000	-6.877662e-001	-9.608455e-008	-1.030495e-007	-7.259322e-001	-7.259322e-001
3.910000e+000	-6.949910e-001	-9.502994e-008	-1.020680e-007	-7.190184e-001	-7.190184e-001
3.920000e+000	-7.021463e-001	-9.396582e-008	-1.010763e-007	-7.120326e-001	-7.120326e-001
3.930000e+000	-7.092314e-001	-9.289230e-008	-1.000746e-007	-7.049757e-001	-7.049757e-001
3.940000e+000	-7.162456e-001	-9.180950e-008	-9.906280e-008	-6.978482e-001	-6.978482e-001
3.950000e+000	-7.231881e-001	-9.071751e-008	-9.804112e-008	-6.906510e-001	-6.906510e-001
3.960000e+000	-7.300584e-001	-8.961645e-008	-9.700964e-008	-6.833847e-001	-6.833847e-001
3.970000e+000	-7.368556e-001	-8.850643e-008	-9.596845e-008	-6.760501e-001	-6.760501e-001
3.980000e+000	-7.435791e-001	-8.738756e-008	-9.491767e-008	-6.686478e-001	-6.686478e-001
3.990000e+000	-7.502283e-001	-8.625995e-008	-9.385740e-008	-6.611788e-001	-6.611787e-001
4.000000e+000	-7.568025e-001	-8.512372e-008	-9.278774e-008	-6.536435e-001	-6.536435e-001
4.010000e+000	-7.633010e-001	-8.397897e-008	-9.170880e-008	-6.460430e-001	-6.460429e-001
4.020000e+000	-7.697231e-001	-8.282583e-008	-9.062069e-008	-6.383778e-001	-6.383778e-001
4.030000e+000	-7.760683e-001	-8.166440e-008	-8.952352e-008	-6.306488e-001	-6.306487e-001
4.040000e+000	-7.823359e-001	-8.049481e-008	-8.841740e-008	-6.228567e-001	-6.228567e-001
4.050000e+000	-7.885253e-001	-7.931716e-008	-8.730243e-008	-6.150023e-001	-6.150023e-001
4.060000e+000	-7.946357e-001	-7.813159e-008	-8.617874e-008	-6.070864e-001	-6.070864e-001
4.070000e+000	-8.006668e-001	-7.693820e-008	-8.504643e-008	-5.991098e-001	-5.991098e-001
4.080000e+000	-8.066177e-001	-7.573712e-008	-8.390561e-008	-5.910734e-001	-5.910734e-001
4.090000e+000	-8.124881e-001	-7.452847e-008	-8.275640e-008	-5.829778e-001	-5.829778e-001
4.100000e+000	-8.182771e-001	-7.331236e-008	-8.159892e-008	-5.748239e-001	-5.748239e-001
4.110000e+000	-8.239843e-001	-7.208892e-008	-8.043328e-008	-5.666125e-001	-5.666125e-001
4.120000e+000	-8.296092e-001	-7.085827e-008	-7.925959e-008	-5.583445e-001	-5.583445e-001
4.130000e+000	-8.351510e-001	-6.962054e-008	-7.807798e-008	-5.500206e-001	-5.500206e-001
4.140000e+000	-8.406094e-001	-6.837584e-008	-7.688856e-008	-5.416417e-001	-5.416417e-001
4.150000e+000	-8.459837e-001	-6.712431e-008	-7.569145e-008	-5.332087e-001	-5.332087e-001
4.160000e+000	-8.512734e-001	-6.586606e-008	-7.448677e-008	-5.247223e-001	-5.247223e-001
4.170000e+000	-8.564780e-001	-6.460123e-008	-7.327465e-008	-5.161835e-001	-5.161835e-001
4.180000e+000	-8.615969e-001	-6.332994e-008	-7.205519e-008	-5.075931e-001	-5.075931e-001
4.190000e+000	-8.666297e-001	-6.205231e-008	-7.082853e-008	-4.989519e-001	-4.989519e-001
4.200000e+000	-8.715758e-001	-6.076848e-008	-6.959479e-008	-4.902608e-001	-4.902608e-001
4.210000e+000	-8.764347e-001	-5.947858e-008	-6.835409e-008	-4.815206e-001	-4.815206e-001
4.220000e+000	-8.812060e-001	-5.818272e-008	-6.710655e-008	-4.727324e-001	-4.727324e-001
4.230000e+000	-8.858892e-001	-5.688105e-008	-6.585231e-008	-4.638968e-001	-4.638968e-001
4.240000e+000	-8.904838e-001	-5.557369e-008	-6.459148e-008	-4.550149e-001	-4.550149e-001
4.250000e+000	-8.949894e-001	-5.426077e-008	-6.332418e-008	-4.460874e-001	-4.460874e-001
4.260000e+000	-8.994054e-001	-5.294243e-008	-6.205056e-008	-4.371154e-001	-4.371154e-001
4.270000e+000	-9.037315e-001	-5.161879e-008	-6.077073e-008	-4.280996e-001	-4.280996e-001
4.280000e+000	-9.079673e-001	-5.028999e-008	-5.948483e-008	-4.190411e-001	-4.190411e-001
4.290000e+000	-9.121122e-001	-4.895616e-008	-5.819297e-008	-4.099406e-001	-4.099406e-001
4.300000e+000	-9.161659e-001	-4.761743e-008	-5.689530e-008	-4.007991e-001	-4.007991e-001
4.310000e+000	-9.201281e-001	-4.627395e-008	-5.559193e-008	-3.916176e-001	-3.916176e-001
4.320000e+000	-9.239982e-001	-4.492583e-008	-5.428301e-008	-3.823969e-001	-3.823969e-001
4.330000e+000	-9.277759e-001	-4.357322e-008	-5.296866e-008	-3.731379e-001	-3.731379e-001
4.340000e+000	-9.314608e-001	-4.221626e-008	-5.164901e-008	-3.638417e-001	-3.638417e-001
4.350000e+000	-9.350526e-001	-4.085507e-008	-5.032420e-008	-3.545090e-001	-3.545090e-001
4.360000e+000	-9.385509e-001	-3.948980e-008	-4.899436e-008	-3.451409e-001	-3.451409e-001
4.370000e+000	-9.419553e-001	-3.812058e-008	-4.765961e-008	-3.357383e-001	-3.357383e-001
4.380000e+000	-9.452655e-001	-3.674755e-008	-4.632010e-008	-3.263021e-001	-3.263021e-001
4.390000e+000	-9.484812e-001	-3.537085e-008	-4.497596e-008	-3.168333e-001	-3.168333e-001
4.400000e+000	-9.516021e-001	-3.399060e-008	-4.362732e-008	-3.073328e-001	-3.073328e-001
4.410000e+000	-9.546278e-001	-3.260696e-008	-4.227432e-008	-2.978016e-001	-2.978016e-001
4.420000e+000	-9.575580e-001	-3.122006e-008	-4.091709e-008	-2.882406e-001	-2.882406e-001
4.430000e+000	-9.603925e-001	-2.983003e-008	-3.955577e-008	-2.786508e-001	-2.786508e-001
4.440000e+000	-9.631309e-001	-2.843702e-008	-3.819049e-008	-2.690331e-001	-2.690331e-001
4.450000e+000	-9.657731e-001	-2.704117e-008	-3.682140e-008	-2.593885e-001	-2.593885e-001
4.460000e+000	-9.683186e-001	-2.564261e-008	-3.544862e-008	-2.497179e-001	-2.497179e-001
4.470000e+000	-9.707673e-001	-2.424149e-008	-3.407230e-008	-2.400224e-001	-2.400224e-001
4.480000e+000	-9.731190e-001	-2.283795e-008	-3.269257e-008	-2.303029e-001	-2.303029e-001
4.490000e+000	-9.753733e-001	-2.143212e-008	-3.130957e-008	-2.205604e-001	-2.205604e-001
4.500000e+000	-9.775301e-001	-2.002415e-008	-2.992344e-008	-2.107958e-001	-2.107958e-001
4.510000e+000	-9.795892e-001	-1.861417e-008	-2.853432e-008	-2.010101e-001	-2.010101e-001
4.520000e+000	-9.815503e-001	-1.720234e-008	-2.714234e-008	-1.912043e-001	-1.912043e-001
4.530000e+000	-9.834132e-001	-1.578878e-008	-2.574765e-008	-1.813794e-001	-1.813794e-001
4.540000e+000	-9.851778e-001	-1.437365e-008	-2.435039e-008	-1.715364e-001	-1.715364e-001
4.550000e+000	-9.868439e-001	-1.295708e-008	-2.295069e-008	-1.616762e-001	-1.616762e-001
4.560000e+000	-9.884113e-001	-1.153921e-008	-2.154869e-008	-1.517998e-001	-1.517998e-001
4.570000e+000	-9.898798e-001	-1.012019e-008	-2.014454e-008	-1.419083e-001	-1.419083e-001
4.580000e+000	-9.912494e-001	-8.700155e-009	-1.873838e-008	-1.320026e-001	-1.320026e-001
4.590000e+000	-9.925198e-001	-7.279252e-009	-1.733034e-008	-1.220837e-001	-1.220836e-001
4.600000e+000	-9.936910e-001	-5.857621e-009	-1.592057e-008	-1.121525e-001	-1.121525e-001
4.610000e+000	-9.947628e-001	-4.435404e-009	-1.450921e-008	-1.022102e-001	-1.022102e-001
4.620000e+000	-9.957352e-001	-3.012743e-009	-1.309639e-008	-9.225760e-002	-9.225759e-002
4.630000e+000	-9.966079e-001	-1.589781e-009	-1.168227e-008	-8.229580e-002	-8.229579e-002
4.640000e+000	-9.973811e-001	-1.666604e-010	-1.026698e-008	-7.232578e-002	-7.232576e-002
4.650000e+000	-9.980544e-001	1.256477e-009	-8.850660e-009	-6.234852e-002	-6.234851e-002
4.660000e+000	-9.986280e-001	2.679489e-009	-7.433457e-009	-5.236502e-002	-5.236501e-002
4.670000e+000	-9.991017e-001	4.102233e-009	-6.015510e-009	-4.237629e-002	-4.237628e-002
4.680000e+000	-9.994755e-001	5.524567e-009	-4.596962e-009	-3.238332e-002	-3.238331e-002
4.690000e+000	-9.997494e-001	6.946348e-009	-3.177954e-009	-2.238712e-002	-2.238711e-002
4.700000e+000	-9.999233e-001	8.367434e-009	-1.758628e-009	-1.238867e-002	-1.238866e-002
4.710000e+000	-9.999971e-001	9.787684e-009	-3.391265e-010	-2.388988e-003	-2.388978e-003
4.720000e+000	-9.999710e-001	1.120696e-008	1.080409e-009	7.610935e-003	7.610945e-003
4.730000e+000	-9.998449e-001	1.262511e-008	2.499837e-009	1.761010e-002	1.761011e-002
4.740000e+000	-9.996188e-001	1.404199e-008	3.919014e-009	2.760750e-002	2.760751e-002
4.750000e+000	-9.992928e-001	1.545748e-008	5.337800e-009	3.760214e-002	3.760215e-002
4.760000e+000	-9.988668e-001	1.687142e-008	6.756051e-009	4.759302e-002	4.759303e-002
4.770000e+000	-9.983409e-001	1.828367e-008	8.173628e-009	5.757914e-002	5.757915e-002
4.780000e+000	-9.977152e-001	1.969409e-008	9.590387e-009	6.755950e-002	6.755951e-002
4.790000e+000	-9.969898e-001	2.110254e-008	1.100619e-008	7.753311e-002	7.753312e-002
4.800000e+000	-9.961646e-001	2.250888e-008	1.242089e-008	8.749896e-002	8.749897e-002
4.810000e+000	-9.952398e-001	2.391298e-008	1.383434e-008	9.745606e-002	9.745607e-002
4.820000e+000	-9.942155e-001	2.531468e-008	1.524642e-008	1.074034e-001	1.074034e-001
4.830000e+000	-9.930918e-001	2.671385e-008	1.665697e-008	1.173400e-001	1.173401e-001
4.840000e+000	-9.918688e-001	2.811034e-008	1.806585e-008	1.272649e-001	1.272649e-001
4.850000e+000	-9.905465e-001	2.950403e-008	1.947293e-008	1.371771e-001	1.371771e-001
4.860000e+000	-9.891253e-001	3.089477e-008	2.087806e-008	1.470755e-001	1.470755e-001
4.870000e+000	-9.876051e-001	3.228242e-008	2.228110e-008	1.569593e-001	1.569593e-001
4.880000e+000	-9.859861e-001	3.366683e-008	2.368191e-008	1.668273e-001	1.668273e-001
4.890000e+000	-9.842686e-001	3.504789e-008	2.508036e-008	1.766786e-001	1.766787e-001
4.900000e+000	-9.824526e-001	3.642543e-008	2.647629e-008	1.865123e-001	1.865123e-001
4.910000e+000	-9.805384e-001	3.779934e-008	2.786958e-008	1.963274e-001	1.963274e-001
4.920000e+000	-9.785261e-001	3.916946e-008	2.926009e-008	2.061228e-001	2.061228e-001
4.930000e+000	-9.764160e-001	4.053567e-008	3.064766e-008	2.158976e-001	2.158976e-001
4.940000e+000	-9.742082e-001	4.189783e-008	3.203218e-008	2.256508e-001	2.256508e-001
4.950000e+000	-9.719031e-001	4.325579e-008	3.341349e-008	2.353814e-001	2.353814e-001
4.960000e+000	-9.695007e-001	4.460943e-008	3.479145e-008	2.450885e-001	2.450885e-001
4.970000e+000	-9.670014e-001	4.595861e-008	3.616594e-008	2.547711e-001	2.547711e-001
4.980000e+000	-9.644054e-001	4.730319e-008	3.753681e-008	2.644282e-001	2.644282e-001
4.990000e+000	-9.617129e-001	4.864304e-008	3.890393e-008	2.740589e-001	2.740589e-001
5.000000e+000	-9.589243e-001	4.997803e-008	4.026716e-008	2.836621e-001	2.836621e-001
5.010000e+000	-9.560398e-001	5.130802e-008	4.162636e-008	2.932370e-001	2.932370e-001
5.020000e+000	-9.530596e-001	5.263288e-008	4.298140e-008	3.027826e-001	3.027826e-001
5.030000e+000	-9.499842e-001	5.395248e-008	4.433214e-008	3.122979e-001	3.122979e-001
5.040000e+000	-9.468138e-001	5.526668e-008	4.567845e-008	3.217820e-001	3.217820e-001
5.050000e+000	-9.435487e-001	5.657535e-008	4.702019e-008	3.312339e-001	3.312339e-001
5.060000e+000	-9.401892e-001	5.787837e-008	4.835723e-008	3.406526e-001	3.406526e-001
5.070000e+000	-9.367357e-001	5.917560e-008	4.968943e-008	3.500373e-001	3.500373e-001
5.080000e+000	-9.331886e-001	6.046691e-008	5.101666e-008	3.593870e-001	3.593870e-001
5.090000e+000	-9.295481e-001	6.175218e-008	5.233879e-008	3.687008e-001	3.687008e-001
5.100000e+000	-9.258147e-001	6.303127e-008	5.365569e-008	3.779777e-001	3.779777e-001
5.110000e+000	-9.219887e-001	6.430405e-008	5.496722e-008	3.872168e-001	3.872168e-001
5.120000e+000	-9.180705e-001	6.557041e-008	5.627326e-008	3.964171e-001	3.964172e-001
5.130000e+000	-9.140605e-001	6.683021e-008	5.757367e-008	4.055779e-001	4.055779e-001
5.140000e+000	-9.099591e-001	6.808333e-008	5.886832e-008	4.146980e-001	4.146981e-001
5.150000e+000	-9.057666e-001	6.932963e-008	6.015708e-008	4.237767e-001	4.237768e-001
5.160000e+000	-9.014837e-001	7.056901e-008	6.143983e-008	4.328131e-001	4.328131e-001
5.170000e+000	-8.971105e-001	7.180133e-008	6.271643e-008	4.418061e-001	4.418061e-001
5.180000e+000	-8.926477e-001	7.302647e-008	6.398677e-008	4.507550e-001	4.507550e-001
5.190000e+000	-8.880956e-001	7.424430e-008	6.525070e-008	4.596588e-001	4.596588e-001
5.200000e+000	-8.834547e-001	7.545471e-008	6.650811e-008	4.685166e-001	4.685166e-001
5.210000e+000	-8.787254e-001	7.665758e-008	6.775887e-008	4.773276e-001	4.773276e-001
5.220000e+000	-8.739083e-001	7.785278e-008	6.900285e-008	4.860908e-001	4.860908e-001
5.230000e+000	-8.690037e-001	7.904019e-008	7.023993e-008	4.948054e-001	4.948054e-001
5.240000e+000	-8.640123e-001	8.021971e-008	7.146999e-008	5.034706e-001	5.034706e-001
5.250000e+000	-8.589345e-001	8.139120e-008	7.269290e-008	5.120854e-001	5.120854e-001
5.260000e+000	-8.537708e-001	8.255455e-008	7.390855e-008	5.206490e-001	5.206490e-001
5.270000e+000	-8.485217e-001	8.370964e-008	7.511680e-008	5.291605e-001	5.291605e-001
5.280000e+000	-8.431877e-001	8.485636e-008	7.631754e-008	5.376191e-001	5.376191e-001
5.290000e+000	-8.377695e-001	8.599460e-008	7.751065e-008	5.460240e-001	5.460240e-001
5.300000e+000	-8.322674e-001	8.712424e-008	7.869600e-008	5.543742e-001	5.543743e-001
5.310000e+000	-8.266822e-001	8.824517e-008	7.987349e-008	5.626691e-001	5.626691e-001
5.320000e+000	-8.210142e-001	8.935727e-008	8.104299e-008	5.709076e-001	5.709076e-001
5.330000e+000	-8.152642e-001	9.046044e-008	8.220439e-008	5.790891e-001	5.790891e-001
5.340000e+000	-8.094327e-001	9.155456e-008	8.335756e-008	5.872126e-001	5.872126e-001
5.350000e+000	-8.035202e-001	9.263952e-008	8.450240e-008	5.952775e-001	5.952775e-001
5.360000e+000	-7.975273e-001	9.371522e-008	8.563879e-008	6.032828e-001	6.032828e-001
5.370000e+000	-7.914547e-001	9.478155e-008	8.676662e-008	6.112277e-001	6.112277e-001
5.380000e+000	-7.853030e-001	9.583841e-008	8.788577e-008	6.191116e-001	6.191116e-001
5.390000e+000	-7.790727e-001	9.688567e-008	8.899613e-008	6.269335e-001	6.269335e-001
5.400000e+000	-7.727645e-001	9.792325e-008	9.009759e-008	6.346928e-001	6.346928e-001
5.410000e+000	-7.663790e-001	9.895104e-008	9.119004e-008	6.423886e-001	6.423886e-001
5.420000e+000	-7.599169e-001	9.996893e-008	9.227338e-008	6.500201e-001	6.500201e-001
5.430000e+000	-7.533788e-001	1.009768e-007	9.334748e-008	6.575866e-001	6.575866e-001
5.440000e+000	-7.467654e-001	1.019746e-007	9.441225e-008	6.650874e-001	6.650874e-001
5.450000e+000	-7.400773e-001	1.029622e-007	9.546758e-008	6.725217e-001	6.725217e-001
