25	3	-0.299586	0.931568
26	3	-0.381200	0.763661
27	3	-0.417977	0.591343
28	3	-0.427589	0.428491
29	3	-0.424902	0.277633
30	3	-0.419822	0.136294
1	4	-0.557217	-0.128508
2	4	-0.572250	-0.265457
3	4	-0.590573	-0.419878
4	4	-0.599190	-0.601238
5	4	-0.573692	-0.816358
6	4	-0.476088	-1.058417
7	4	-0.269698	-1.278028
8	4	0.011974	-1.346225
9	4	0.295156	-1.274985
10	4	0.504577	-1.050026
11	4	0.606023	-0.801151
12	4	0.635626	-0.578302
13	4	0.631969	-0.387830
14	4	0.619116	-0.222799
15	4	0.610090	-0.072538
16	4	0.610090	0.072538
17	4	0.619116	0.222799
18	4	0.631969	0.387830
19	4	0.635626	0.578302
20	4	0.606023	0.801151
21	4	0.504577	1.050026
22	4	0.295156	1.274985
23	4	0.011974	1.346225
24	4	-0.269698	1.278028
25	4	-0.476088	1.058417
26	4	-0.573692	0.816358
27	4	-0.599190	0.601238
28	4	-0.590573	0.419878
29	4	-0.572250	0.265457
30	4	-0.557217	0.128508
1	5	-0.685279	-0.112297
2	5	-0.716273	-0.235809
3	5	-0.763369	-0.384368
4	5	-0.814456	-0.577370
5	5	-0.838380	-0.842143
6	5	-0.761256	-1.207722
7	5	-0.451320	-1.645357
8	5	0.012860	-1.725052
9	5	0.479982	-1.646766
10	5	0.795668	-1.203578
11	5	0.877625	-0.831348
12	5	0.859095	-0.559390
13	5	0.814202	-0.358460
14	5	0.774950	-0.200204
15	5	0.753238	-0.064497
16	5	0.753238	0.064497
17	5	0.774950	0.200204
18	5	0.814202	0.358460
19	5	0.859095	0.559390
20	5	0.877625	0.831348
21	5	0.795668	1.203578
22	5	0.479982	1.646766
23	5	0.012860	1.725052
24	5	-0.451320	1.645357
25	5	-0.761256	1.207722
26	5	-0.838380	0.842143
27	5	-0.814456	0.577370
28	5	-0.763369	0.384368
29	5	-0.716273	0.235809
30	5	-0.685279	0.112297
1	6	-0.793026	-0.084873
2	6	-0.844320	-0.181128
3	6	-0.932134	-0.304421
4	6	-1.056965	-0.481730
5	6	-1.204044	-0.767151
6	6	-1.279302	-1.284881
7	6	-0.787028	-2.370728
8	6	0.010565	-2.261652
9	6	0.816630	-2.383587
10	6	1.319995	-1.286138
11	6	1.250211	-0.761139
12	6	1.108514	-0.469694
13	6	0.991155	-0.286100
14	6	0.913079	-0.155436
15	6	0.874790	-0.049346
16	6	0.874790	0.049346
17	6	0.913079	0.155436
18	6	0.991155	0.286100
19	6	1.108514	0.469694
20	6	1.250211	0.761139
21	6	1.319995	1.286138
22	6	0.816630	2.383587
23	6	0.010565	2.261652
24	6	-0.787028	2.370728
25	6	-1.279302	1.284881
26	6	-1.204044	0.767151
27	6	-1.056965	0.481730
28	6	-0.932134	0.304421
29	6	-0.844320	0.181128
30	6	-0.793026	0.084873
1	7	-0.866407	-0.046071
2	7	-0.935821	-0.099414
3	7	-1.063971	-0.170456
4	7	-1.277187	-0.277998
5	7	-1.641532	-0.459784
6	7	-2.364832	-0.794017
7	7	-1.428090	-1.431292
8	7	0.000000	-1.283768
9	7	1.455496	-1.441857
10	7	2.418116	-0.796385
11	7	1.694069	-0.457382
12	7	1.334134	-0.272010
13	7	1.128460	-0.161014
14	7	1.011704	-0.085848
15	7	0.958020	-0.027066
16	7	0.958020	0.027066
17	7	1.011704	0.085848
18	7	1.128460	0.161014
19	7	1.334134	0.272010
20	7	1.694069	0.457382
21	7	2.418116	0.796385
22	7	1.455496	1.441857
23	7	0.000000	1.283768
24	7	-1.428090	1.431292
25	7	-2.364832	0.794017
26	7	-1.641532	0.459784
27	7	-1.277187	0.277998
28	7	-1.063971	0.170456
29	7	-0.935821	0.099414
30	7	-0.866407	0.046071
1	8	-0.892440	0.000000
2	8	-0.968705	0.000000
3	8	-1.110717	0.000000
4	8	-1.346292	0.000000
5	8	-1.720064	0.000000
6	8	-2.250810	0.000000
7	8	-1.276779	0.000000
8	8	0.000000	0.000000
9	8	1.304014	0.000000
10	8	2.304470	0.000000
11	8	1.774586	0.000000
12	8	1.404881	0.000000
13	8	1.177317	0.000000
14	8	1.047027	0.000000
15	8	0.987704	0.000000
16	8	0.987704	0.000000
17	8	1.047027	0.000000
18	8	1.177317	0.000000
19	8	1.404881	0.000000
20	8	1.774586	0.000000
21	8	2.304470	0.000000
22	8	1.304014	0.000000
23	8	0.000000	0.000000
24	8	-1.276779	0.000000
25	8	-2.250810	0.000000
26	8	-1.720064	0.000000
27	8	-1.346292	0.000000
28	8	-1.110717	0.000000
29	8	-0.968705	0.000000
30	8	-0.892440	0.000000
1	9	-0.866407	0.046071
2	9	-0.935821	0.099414
3	9	-1.063971	0.170456
4	9	-1.277187	0.277998
5	9	-1.641532	0.459784
6	9	-2.364832	0.794017
7	9	-1.428090	1.431292
8	9	0.000000	1.283768
9	9	1.455496	1.441857
10	9	2.418116	0.796385
11	9	1.694069	0.457382
12	9	1.334134	0.272010
13	9	1.128460	0.161014
14	9	1.011704	0.085848
15	9	0.958020	0.027066
16	9	0.958020	-0.027066
17	9	1.011704	-0.085848
18	9	1.128460	-0.161014
19	9	1.334134	-0.272010
20	9	1.694069	-0.457382
21	9	2.418116	-0.796385
22	9	1.455496	-1.441857
23	9	0.000000	-1.283768
24	9	-1.428090	-1.431292
25	9	-2.364832	-0.794017
26	9	-1.641532	-0.459784
27	9	-1.277187	-0.277998
28	9	-1.063971	-0.170456
29	9	-0.935821	-0.099414
30	9	-0.866407	-0.046071
1	10	-0.793026	0.084873
2	10	-0.844320	0.181128
3	10	-0.932134	0.304421
4	10	-1.056965	0.481730
5	10	-1.204044	0.767151
6	10	-1.279302	1.284881
7	10	-0.787028	2.370728
8	10	0.010565	2.261652
9	10	0.816630	2.383587
10	10	1.319995	1.286138
11	10	1.250211	0.761139
12	10	1.108514	0.469694
13	10	0.991155	0.286100
14	10	0.913079	0.155436
15	10	0.874790	0.049346
16	10	0.874790	-0.049346
17	10	0.913079	-0.155436
18	10	0.991155	-0.286100
19	10	1.108514	-0.469694
20	10	1.250211	-0.761139
21	10	1.319995	-1.286138
22	10	0.816630	-2.383587
23	10	0.010565	-2.261652
24	10	-0.787028	-2.370728
25	10	-1.279302	-1.284881
26	10	-1.204044	-0.767151
27	10	-1.056965	-0.481730
28	10	-0.932134	-0.304421
29	10	-0.844320	-0.181128
30	10	-0.793026	-0.084873
1	11	-0.685279	0.112297
2	11	-0.716273	0.235809
3	11	-0.763369	0.384368
4	11	-0.814456	0.577370
5	11	-0.838380	0.842143
6	11	-0.761256	1.207722
7	11	-0.451320	1.645357
8	11	0.012860	1.725052
9	11	0.479982	1.646766
10	11	0.795668	1.203578
11	11	0.877625	0.831348
12	11	0.859095	0.559390
13	11	0.814202	0.358460
14	11	0.774950	0.200204
15	11	0.753238	0.064497
16	11	0.753238	-0.064497
17	11	0.774950	-0.200204
18	11	0.814202	-0.358460
19	11	0.859095	-0.559390
20	11	0.877625	-0.831348
21	11	0.795668	-1.203578
22	11	0.479982	-1.646766
23	11	0.012860	-1.725052
24	11	-0.451320	-1.645357
25	11	-0.761256	-1.207722
26	11	-0.838380	-0.842143
27	11	-0.814456	-0.577370
28	11	-0.763369	-0.384368
29	11	-0.716273	-0.235809
30	11	-0.685279	-0.112297
1	12	-0.557217	0.128508
2	12	-0.572250	0.265457
3	12	-0.590573	0.419878
4	12	-0.599190	0.601238
5	12	-0.573692	0.816358
6	12	-0.476088	1.058417
7	12	-0.269698	1.278028
8	12	0.011974	1.346225
9	12	0.295156	1.274985
10	12	0.504577	1.050026
11	12	0.606023	0.801151
12	12	0.635626	0.578302
13	12	0.631969	0.387830
14	12	0.619116	0.222799
15	12	0.610090	0.072538
16	12	0.610090	-0.072538
17	12	0.619116	-0.222799
18	12	0.631969	-0.387830
19	12	0.635626	-0.578302
20	12	0.606023	-0.801151
21	12	0.504577	-1.050026
22	12	0.295156	-1.274985
23	12	0.011974	-1.346225
24	12	-0.269698	-1.278028
25	12	-0.476088	-1.058417
26	12	-0.573692	-0.816358
27	12	-0.599190	-0.601238
28	12	-0.590573	-0.419878
29	12	-0.572250	-0.265457
30	12	-0.557217	-0.128508
1	13	-0.419822	0.136294
2	13	-0.424902	0.277633
3	13	-0.427589	0.428491
4	13	-0.417977	0.591343
5	13	-0.381200	0.763661
6	13	-0.299586	0.931568
7	13	-0.163512	1.062096
8	13	0.009817	1.106835
9	13	0.183783	1.056958
10	13	0.321834	0.920250
11	13	0.405901	0.745195
12	13	0.445774	0.564487
13	13	0.458699	0.392212
14	13	0.459658	0.230134
15	13	0.457901	0.075923
16	13	0.457901	-0.075923
17	13	0.459658	-0.230134
18	13	0.458699	-0.392212
19	13	0.445774	-0.564487
20	13	0.405901	-0.745195
21	13	0.321834	-0.920250
22	13	0.183783	-1.056958
23	13	0.009817	-1.106835
24	13	-0.163512	-1.062096
25	13	-0.299586	-0.931568
26	13	-0.381200	-0.763661
27	13	-0.417977	-0.591343
28	13	-0.427589	-0.428491
29	13	-0.424902	-0.277633
30	13	-0.419822	-0.136294
1	14	-0.279584	0.139032
2	14	-0.280053	0.280340
3	14	-0.276862	0.425095
4	14	-0.264019	0.572067
5	14	-0.233466	0.715345
6	14	-0.177653	0.842200
7	14	-0.094431	0.931887
8	14	0.006835	0.962210
9	14	0.108572	0.925595
10	14	0.192814	0.829123
11	14	0.250260	0.694537
12	14	0.282644	0.542733
13	14	0.297616	0.385866
14	14	0.302826	0.230221
15	14	0.304033	0.076311
16	14	0.304033	-0.076311
17	14	0.302826	-0.230221
18	14	0.297616	-0.385866
19	14	0.282644	-0.542733
20	14	0.250260	-0.694537
21	14	0.192814	-0.829123
22	14	0.108572	-0.925595
23	14	0.006835	-0.962210
24	14	-0.094431	-0.931887
25	14	-0.177653	-0.842200
26	14	-0.233466	-0.715345
27	14	-0.264019	-0.572067
28	14	-0.276862	-0.425095
29	14	-0.280053	-0.280340
30	14	-0.279584	-0.139032
1	15	-0.139482	0.139530
2	15	-0.138839	0.279584
3	15	-0.135862	0.419583
4	15	-0.127727	0.556447
5	15	-0.111068	0.683602
6	15	-0.083044	0.789913
7	15	-0.043502	0.861255
8	15	0.003525	0.884344
9	15	0.050697	0.854420
10	15	0.090777	0.775773
11	15	0.119511	0.661606
12	15	0.137103	0.525513
13	15	0.146187	0.378962
14	15	0.150103	0.227897
15	15	0.151369	0.076136
16	15	0.151369	-0.076136
17	15	0.150103	-0.227897
18	15	0.146187	-0.378962
19	15	0.137103	-0.525513
20	15	0.119511	-0.661606
21	15	0.090777	-0.775773
22	15	0.050697	-0.854420
23	15	0.003525	-0.884344
24	15	-0.043502	-0.861255
25	15	-0.083044	-0.789913
26	15	-0.111068	-0.683602
27	15	-0.127727	-0.556447
28	15	-0.135862	-0.419583
29	15	-0.138839	-0.279584
30	15	-0.139482	-0.139530
