
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	
0.000000 	-0.139495 	-0.278964 	-0.417173 	-0.550687 	-0.672628 	-0.772823 	-0.838716 	-0.859827 	-0.831667 	-0.758433 	-0.650113 	-0.519411 	-0.375907 	-0.227037 	-0.075701 	0.075701 	0.227037 	0.375907 	0.519411 	0.650113 	0.758433 	0.831667 	0.859827 	0.838716 	0.772823 	0.672628 	0.550687 	0.417173 	0.278964 	0.139495 	0.000000 	
0.000000 	-0.279060 	-0.559168 	-0.839166 	-1.112893 	-1.367205 	-1.579826 	-1.722510 	-1.768689 	-1.708839 	-1.551545 	-1.323212 	-1.051026 	-0.757924 	-0.455794 	-0.152272 	0.152272 	0.455794 	0.757924 	1.051026 	1.323212 	1.551545 	1.708839 	1.768689 	1.722510 	1.579826 	1.367205 	1.112893 	0.839166 	0.559168 	0.279060 	0.000000 	
0.000000 	-0.417560 	-0.839644 	-1.267364 	-1.694822 	-2.103318 	-2.457222 	-2.702490 	-2.784246 	-2.682856 	-2.416680 	-2.039187 	-1.604878 	-1.147639 	-0.687480 	-0.228322 	0.228322 	0.687480 	1.147639 	1.604878 	2.039187 	2.416680 	2.682856 	2.784246 	2.702490 	2.457222 	2.103318 	1.694822 	1.267364 	0.839644 	0.417560 	0.000000 	
0.000000 	-0.551648 	-1.114434 	-1.696147 	-2.295579 	-2.894527 	-3.442963 	-3.846702 	-3.982359 	-3.822754 	-3.392046 	-2.813601 	-2.180000 	-1.542349 	-0.916062 	-0.304117 	0.304117 	0.916062 	1.542349 	2.180000 	2.813601 	3.392046 	3.822754 	3.982359 	3.846702 	3.442963 	2.894527 	2.295579 	1.696147 	1.114434 	0.551648 	0.000000 	
0.000000 	-0.674575 	-1.370558 	-2.107121 	-2.897297 	-3.736034 	-4.574056 	-5.258545 	-5.476696 	-5.232825 	-4.516731 	-3.641489 	-2.761481 	-1.923299 	-1.133077 	-0.373399 	0.373399 	1.133077 	1.923299 	2.761481 	3.641489 	4.516731 	5.232825 	5.476696 	5.258545 	4.574056 	3.736034 	2.897297 	2.107121 	1.370558 	0.674575 	0.000000 	
0.000000 	-0.776243 	-1.586051 	-2.464883 	-3.450319 	-4.578812 	-5.858407 	-7.137415 	-7.432463 	-7.116286 	-5.799202 	-4.476296 	-3.298781 	-2.259269 	-1.316470 	-0.433111 	0.433111 	1.316470 	2.259269 	3.298781 	4.476296 	5.799202 	7.116286 	7.432463 	7.137415 	5.858407 	4.578812 	3.450319 	2.464883 	1.586051 	0.776243 	0.000000 	
0.000000 	-0.844322 	-1.732815 	-2.715963 	-3.860756 	-5.270337 	-7.143819 	-10.000000 	-10.000000 	-10.000000 	-7.089008 	-5.163767 	-3.700869 	-2.495499 	-1.443949 	-0.472091 	0.472091 	1.443949 	2.495499 	3.700869 	5.163767 	7.089008 	10.000000 	10.000000 	10.000000 	7.143819 	5.270337 	3.860756 	2.715963 	1.732815 	0.844322 	0.000000 	
0.000000 	-0.868386 	-1.784879 	-2.805796 	-4.006314 	-5.498379 	-7.446441 	-10.000000 	-10.000000 	-10.000000 	-7.391973 	-5.391059 	-3.842800 	-2.581297 	-1.488166 	-0.487242 	0.487242 	1.488166 	2.581297 	3.842800 	5.391059 	7.391973 	10.000000 	10.000000 	10.000000 	7.446441 	5.498379 	4.006314 	2.805796 	1.784879 	0.868386 	0.000000 	
0.000000 	-0.844322 	-1.732815 	-2.715963 	-3.860756 	-5.270337 	-7.143819 	-10.000000 	-10.000000 	-10.000000 	-7.089008 	-5.163767 	-3.700869 	-2.495499 	-1.443949 	-0.472091 	0.472091 	1.443949 	2.495499 	3.700869 	5.163767 	7.089008 	10.000000 	10.000000 	10.000000 	7.143819 	5.270337 	3.860756 	2.715963 	1.732815 	0.844322 	0.000000 	
