t	y	v	
211.840000	7007.703028	-68.786130	0.000000	0.000000
211.850000	7007.015195	-68.783293	0.000000	0.000000
211.860000	7006.327390	-68.780451	0.000000	0.000000
211.870000	7005.639614	-68.777604	0.000000	0.000000
211.880000	7004.951867	-68.774751	0.000000	0.000000
211.890000	7004.264148	-68.771894	0.000000	0.000000
211.900000	7003.576458	-68.769033	0.000000	0.000000
211.910000	7002.888796	-68.766166	0.000000	0.000000
211.920000	7002.201163	-68.763294	0.000000	0.000000
211.930000	7001.513559	-68.760418	0.000000	0.000000
211.940000	7000.825983	-68.757536	0.000000	0.000000
211.950000	7000.138437	-68.754650	0.000000	0.000000
211.960000	6999.450919	-68.751759	0.000000	0.000000
211.970000	6998.763431	-68.748863	0.000000	0.000000
211.980000	6998.075971	-68.745962	0.000000	0.000000
211.990000	6997.388541	-68.743057	0.000000	0.000000
212.000000	6996.701139	-68.740146	0.000000	0.000000
212.010000	6996.013767	-68.737231	0.000000	0.000000
212.020000	6995.326424	-68.734311	0.000000	0.000000
212.030000	6994.639110	-68.731386	0.000000	0.000000
212.040000	6993.951825	-68.728456	0.000000	0.000000
212.050000	6993.264570	-68.725522	0.000000	0.000000
212.060000	6992.577344	-68.722583	0.000000	0.000000
212.070000	6991.890148	-68.719639	0.000000	0.000000
212.080000	6991.202981	-68.716690	0.000000	0.000000
212.090000	6990.515844	-68.713737	0.000000	0.000000
212.100000	6989.828736	-68.710779	0.000000	0.000000
212.110000	6989.141658	-68.707816	0.000000	0.000000
212.120000	6988.454609	-68.704848	0.000000	0.000000
212.130000	6987.767590	-68.701876	0.000000	0.000000
212.140000	6987.080601	-68.698898	0.000000	0.000000
212.150000	6986.393642	-68.695917	0.000000	0.000000
212.160000	6985.706713	-68.692930	0.000000	0.000000
212.170000	6985.019814	-68.689939	0.000000	0.000000
212.180000	6984.332944	-68.686943	0.000000	0.000000
212.190000	6983.646105	-68.683942	0.000000	0.000000
212.200000	6982.959295	-68.680937	0.000000	0.000000
212.210000	6982.272516	-68.677927	0.000000	0.000000
212.220000	6981.585767	-68.674913	0.000000	0.000000
212.230000	6980.899048	-68.671893	0.000000	0.000000
212.240000	6980.212359	-68.668870	0.000000	0.000000
212.250000	6979.525701	-68.665841	0.000000	0.000000
212.260000	6978.839073	-68.662808	0.000000	0.000000
212.270000	6978.152475	-68.659770	0.000000	0.000000
212.280000	6977.465908	-68.656728	0.000000	0.000000
212.290000	6976.779371	-68.653681	0.000000	0.000000
212.300000	6976.092865	-68.650629	0.000000	0.000000
212.310000	6975.406389	-68.647573	0.000000	0.000000
212.320000	6974.719944	-68.644512	0.000000	0.000000
212.330000	6974.033529	-68.641447	0.000000	0.000000
212.340000	6973.347146	-68.638377	0.000000	0.000000
212.350000	6972.660793	-68.635303	0.000000	0.000000
212.360000	6971.974470	-68.632224	0.000000	0.000000
212.370000	6971.288179	-68.629140	0.000000	0.000000
212.380000	6970.601918	-68.626052	0.000000	0.000000
212.390000	6969.915689	-68.622959	0.000000	0.000000
212.400000	6969.229490	-68.619862	0.000000	0.000000
212.410000	6968.543323	-68.616760	0.000000	0.000000
212.420000	6967.857186	-68.613654	0.000000	0.000000
212.430000	6967.171081	-68.610543	0.000000	0.000000
212.440000	6966.485006	-68.607428	0.000000	0.000000
212.450000	6965.798963	-68.604308	0.000000	0.000000
212.460000	6965.112951	-68.601184	0.000000	0.000000
212.470000	6964.426971	-68.598055	0.000000	0.000000
212.480000	6963.741022	-68.594922	0.000000	0.000000
212.490000	6963.055104	-68.591785	0.000000	0.000000
212.500000	6962.369217	-68.588643	0.000000	0.000000
212.510000	6961.683362	-68.585496	0.000000	0.000000
212.520000	6960.997539	-68.582345	0.000000	0.000000
212.530000	6960.311747	-68.579190	0.000000	0.000000
212.540000	6959.625987	-68.576030	0.000000	0.000000
212.550000	6958.940258	-68.572865	0.000000	0.000000
212.560000	6958.254561	-68.569697	0.000000	0.000000
212.570000	6957.568896	-68.566524	0.000000	0.000000
212.580000	6956.883262	-68.563346	0.000000	0.000000
212.590000	6956.197661	-68.560164	0.000000	0.000000
212.600000	6955.512091	-68.556978	0.000000	0.000000
212.610000	6954.826553	-68.553787	0.000000	0.000000
212.620000	6954.141047	-68.550592	0.000000	0.000000
212.630000	6953.455573	-68.547393	0.000000	0.000000
212.640000	6952.770131	-68.544189	0.000000	0.000000
212.650000	6952.084722	-68.540981	0.000000	0.000000
212.660000	6951.399344	-68.537768	0.000000	0.000000
212.670000	6950.713998	-68.534552	0.000000	0.000000
212.680000	6950.028685	-68.531330	0.000000	0.000000
212.690000	6949.343404	-68.528105	0.000000	0.000000
212.700000	6948.658155	-68.524875	0.000000	0.000000
212.710000	6947.972939	-68.521641	0.000000	0.000000
212.720000	6947.287755	-68.518403	0.000000	0.000000
212.730000	6946.602603	-68.515160	0.000000	0.000000
212.740000	6945.917484	-68.511913	0.000000	0.000000
212.750000	6945.232398	-68.508662	0.000000	0.000000
212.760000	6944.547343	-68.505406	0.000000	0.000000
212.770000	6943.862322	-68.502146	0.000000	0.000000
212.780000	6943.177333	-68.498882	0.000000	0.000000
212.790000	6942.492377	-68.495614	0.000000	0.000000
212.800000	6941.807454	-68.492341	0.000000	0.000000
212.810000	6941.122563	-68.489064	0.000000	0.000000
212.820000	6940.437705	-68.485783	0.000000	0.000000
212.830000	6939.752880	-68.482498	0.000000	0.000000
212.840000	6939.068088	-68.479208	0.000000	0.000000
212.850000	6938.383329	-68.475915	0.000000	0.000000
212.860000	6937.698603	-68.472617	0.000000	0.000000
212.870000	6937.013910	-68.469314	0.000000	0.000000
212.880000	6936.329250	-68.466008	0.000000	0.000000
212.890000	6935.644623	-68.462697	0.000000	0.000000
212.900000	6934.960029	-68.459383	0.000000	0.000000
212.910000	6934.275468	-68.456064	0.000000	0.000000
212.920000	6933.590941	-68.452741	0.000000	0.000000
212.930000	6932.906447	-68.449413	0.000000	0.000000
212.940000	6932.221986	-68.446082	0.000000	0.000000
212.950000	6931.537558	-68.442746	0.000000	0.000000
212.960000	6930.853164	-68.439407	0.000000	0.000000
212.970000	6930.168804	-68.436063	0.000000	0.000000
212.980000	6929.484476	-68.432715	0.000000	0.000000
212.990000	6928.800183	-68.429363	0.000000	0.000000
213.000000	6928.115923	-68.426006	0.000000	0.000000
213.010000	6927.431696	-68.422646	0.000000	0.000000
213.020000	6926.747503	-68.419282	0.000000	0.000000
213.030000	6926.063344	-68.415913	0.000000	0.000000
213.040000	6925.379219	-68.412540	0.000000	0.000000
213.050000	6924.695127	-68.409164	0.000000	0.000000
213.060000	6924.011069	-68.405783	0.000000	0.000000
213.070000	6923.327046	-68.402398	0.000000	0.000000
213.080000	6922.643055	-68.399009	0.000000	0.000000
213.090000	6921.959099	-68.395616	0.000000	0.000000
213.100000	6921.275177	-68.392219	0.000000	0.000000
213.110000	6920.591289	-68.388818	0.000000	0.000000
213.120000	6919.907435	-68.385413	0.000000	0.000000
213.130000	6919.223615	-68.382004	0.000000	0.000000
213.140000	6918.539829	-68.378591	0.000000	0.000000
213.150000	6917.856077	-68.375173	0.000000	0.000000
213.160000	6917.172360	-68.371752	0.000000	0.000000
213.170000	6916.488676	-68.368327	0.000000	0.000000
213.180000	6915.805027	-68.364898	0.000000	0.000000
213.190000	6915.121413	-68.361465	0.000000	0.000000
213.200000	6914.437832	-68.358027	0.000000	0.000000
213.210000	6913.754287	-68.354586	0.000000	0.000000
213.220000	6913.070775	-68.351141	0.000000	0.000000
213.230000	6912.387298	-68.347692	0.000000	0.000000
213.240000	6911.703856	-68.344239	0.000000	0.000000
213.250000	6911.020448	-68.340782	0.000000	0.000000
213.260000	6910.337075	-68.337321	0.000000	0.000000
213.270000	6909.653736	-68.333856	0.000000	0.000000
213.280000	6908.970432	-68.330387	0.000000	0.000000
213.290000	6908.287163	-68.326914	0.000000	0.000000
213.300000	6907.603929	-68.323438	0.000000	0.000000
213.310000	6906.920729	-68.319957	0.000000	0.000000
213.320000	6906.237565	-68.316473	0.000000	0.000000
213.330000	6905.554435	-68.312984	0.000000	0.000000
213.340000	6904.871340	-68.309492	0.000000	0.000000
213.350000	6904.188280	-68.305996	0.000000	0.000000
213.360000	6903.505255	-68.302495	0.000000	0.000000
213.370000	6902.822265	-68.298991	0.000000	0.000000
213.380000	6902.139310	-68.295484	0.000000	0.000000
213.390000	6901.456390	-68.291972	0.000000	0.000000
213.400000	6900.773506	-68.288456	0.000000	0.000000
213.410000	6900.090656	-68.284937	0.000000	0.000000
213.420000	6899.407842	-68.281414	0.000000	0.000000
213.430000	6898.725063	-68.277887	0.000000	0.000000
213.440000	6898.042320	-68.274356	0.000000	0.000000
213.450000	6897.359612	-68.270821	0.000000	0.000000
213.460000	6896.676939	-68.267282	0.000000	0.000000
213.470000	6895.994301	-68.263740	0.000000	0.000000
213.480000	6895.311700	-68.260194	0.000000	0.000000
213.490000	6894.629133	-68.256644	0.000000	0.000000
213.500000	6893.946602	-68.253090	0.000000	0.000000
213.510000	6893.264107	-68.249532	0.000000	0.000000
213.520000	6892.581647	-68.245971	0.000000	0.000000
213.530000	6891.899223	-68.242406	0.000000	0.000000
213.540000	6891.216835	-68.238837	0.000000	0.000000
213.550000	6890.534482	-68.235264	0.000000	0.000000
213.560000	6889.852165	-68.231688	0.000000	0.000000
213.570000	6889.169884	-68.228108	0.000000	0.000000
213.580000	6888.487639	-68.224524	0.000000	0.000000
213.590000	6887.805430	-68.220936	0.000000	0.000000
213.600000	6887.123256	-68.217345	0.000000	0.000000
213.610000	6886.441119	-68.213750	0.000000	0.000000
213.620000	6885.759017	-68.210151	0.000000	0.000000
213.630000	6885.076952	-68.206548	0.000000	0.000000
213.640000	6884.394922	-68.202942	0.000000	0.000000
213.650000	6883.712929	-68.199332	0.000000	0.000000
213.660000	6883.030972	-68.195718	0.000000	0.000000
213.670000	6882.349051	-68.192101	0.000000	0.000000
213.680000	6881.667166	-68.188480	0.000000	0.000000
213.690000	6880.985317	-68.184855	0.000000	0.000000
213.700000	6880.303505	-68.181227	0.000000	0.000000
213.710000	6879.621729	-68.177595	0.000000	0.000000
213.720000	6878.939990	-68.173959	0.000000	0.000000
213.730000	6878.258286	-68.170320	0.000000	0.000000
213.740000	6877.576620	-68.166677	0.000000	0.000000
213.750000	6876.894989	-68.163030	0.000000	0.000000
213.760000	6876.213395	-68.159380	0.000000	0.000000
213.770000	6875.531838	-68.155726	0.000000	0.000000
213.780000	6874.850318	-68.152068	0.000000	0.000000
213.790000	6874.168833	-68.148407	0.000000	0.000000
213.800000	6873.487386	-68.144742	0.000000	0.000000
213.810000	6872.805975	-68.141074	0.000000	0.000000
213.820000	6872.124601	-68.137402	0.000000	0.000000
213.830000	6871.443264	-68.133726	0.000000	0.000000
213.840000	6870.761964	-68.130047	0.000000	0.000000
213.850000	6870.080700	-68.126364	0.000000	0.000000
213.860000	6869.399473	-68.122678	0.000000	0.000000
213.870000	6868.718283	-68.118988	0.000000	0.000000
213.880000	6868.037130	-68.115295	0.000000	0.000000
213.890000	6867.356014	-68.111598	0.000000	0.000000
213.900000	6866.674935	-68.107897	0.000000	0.000000
213.910000	6865.993893	-68.104193	0.000000	0.000000
213.920000	6865.312889	-68.100486	0.000000	0.000000
213.930000	6864.631921	-68.096774	0.000000	0.000000
213.940000	6863.950990	-68.093060	0.000000	0.000000
213.950000	6863.270097	-68.089342	0.000000	0.000000
213.960000	6862.589241	-68.085620	0.000000	0.000000
213.970000	6861.908422	-68.081895	0.000000	0.000000
213.980000	6861.227640	-68.078166	0.000000	0.000000
213.990000	6860.546896	-68.074434	0.000000	0.000000
214.000000	6859.866189	-68.070698	0.000000	0.000000
214.010000	6859.185519	-68.066959	0.000000	0.000000
214.020000	6858.504887	-68.063216	0.000000	0.000000
214.030000	6857.824292	-68.059470	0.000000	0.000000
214.040000	6857.143735	-68.055720	0.000000	0.000000
214.050000	6856.463215	-68.051967	0.000000	0.000000
214.060000	6855.782733	-68.048211	0.000000	0.000000
214.070000	6855.102289	-68.044451	0.000000	0.000000
214.080000	6854.421882	-68.040687	0.000000	0.000000
214.090000	6853.741513	-68.036920	0.000000	0.000000
214.100000	6853.061181	-68.033150	0.000000	0.000000
214.110000	6852.380887	-68.029376	0.000000	0.000000
214.120000	6851.700631	-68.025599	0.000000	0.000000
214.130000	6851.020413	-68.021819	0.000000	0.000000
214.140000	6850.340233	-68.018035	0.000000	0.000000
214.150000	6849.660090	-68.014247	0.000000	0.000000
214.160000	6848.979986	-68.010457	0.000000	0.000000
214.170000	6848.299919	-68.006662	0.000000	0.000000
214.180000	6847.619891	-68.002865	0.000000	0.000000
214.190000	6846.939900	-67.999064	0.000000	0.000000
214.200000	6846.259932	-67.996758	0.000000	0.000000
214.210000	6845.579988	-67.994447	0.000000	0.000000
214.220000	6844.900067	-67.992130	0.000000	0.000000
214.230000	6844.220168	-67.989808	0.000000	0.000000
214.240000	6843.540294	-67.987480	0.000000	0.000000
214.250000	6842.860442	-67.985147	0.000000	0.000000
214.260000	6842.180614	-67.982808	0.000000	0.000000
214.270000	6841.500809	-67.980464	0.000000	0.000000
214.280000	6840.821028	-67.978114	0.000000	0.000000
214.290000	6840.141271	-67.975759	0.000000	0.000000
214.300000	6839.461537	-67.973398	0.000000	0.000000
214.310000	6838.781826	-67.971032	0.000000	0.000000
214.320000	6838.102140	-67.968661	0.000000	0.000000
214.330000	6837.422477	-67.966284	0.000000	0.000000
214.340000	6836.742838	-67.963901	0.000000	0.000000
214.350000	6836.063223	-67.961514	0.000000	0.000000
214.360000	6835.383632	-67.959120	0.000000	0.000000
214.370000	6834.704064	-67.956722	0.000000	0.000000
214.380000	6834.024521	-67.954318	0.000000	0.000000
214.390000	6833.345002	-67.951908	0.000000	0.000000
214.400000	6832.665507	-67.949494	0.000000	0.000000
214.410000	6831.986036	-67.947073	0.000000	0.000000
214.420000	6831.306590	-67.944648	0.000000	0.000000
214.430000	6830.627168	-67.942217	0.000000	0.000000
214.440000	6829.947770	-67.939781	0.000000	0.000000
214.450000	6829.268397	-67.937339	0.000000	0.000000
214.460000	6828.589048	-67.934892	0.000000	0.000000
214.470000	6827.909723	-67.932440	0.000000	0.000000
214.480000	6827.230423	-67.929983	0.000000	0.000000
214.490000	6826.551148	-67.927520	0.000000	0.000000
214.500000	6825.871898	-67.925052	0.000000	0.000000
214.510000	6825.192672	-67.922579	0.000000	0.000000
214.520000	6824.513471	-67.920100	0.000000	0.000000
214.530000	6823.834295	-67.917616	0.000000	0.000000
214.540000	6823.155144	-67.915127	0.000000	0.000000
214.550000	6822.476017	-67.912632	0.000000	0.000000
214.560000	6821.796916	-67.910133	0.000000	0.000000
214.570000	6821.117840	-67.907628	0.000000	0.000000
214.580000	6820.438788	-67.905118	0.000000	0.000000
214.590000	6819.759762	-67.902602	0.000000	0.000000
214.600000	6819.080762	-67.900082	0.000000	0.000000
214.610000	6818.401786	-67.897556	0.000000	0.000000
214.620000	6817.722836	-67.895025	0.000000	0.000000
214.630000	6817.043911	-67.892489	0.000000	0.000000
214.640000	6816.365011	-67.889947	0.000000	0.000000
214.650000	6815.686137	-67.887401	0.000000	0.000000
214.660000	6815.007289	-67.884849	0.000000	0.000000
214.670000	6814.328466	-67.882292	0.000000	0.000000
214.680000	6813.649669	-67.879730	0.000000	0.000000
214.690000	6812.970897	-67.877163	0.000000	0.000000
214.700000	6812.292151	-67.874590	0.000000	0.000000
214.710000	6811.613431	-67.872013	0.000000	0.000000
214.720000	6810.934737	-67.869430	0.000000	0.000000
214.730000	6810.256068	-67.866843	0.000000	0.000000
214.740000	6809.577426	-67.864250	0.000000	0.000000
214.750000	6808.898809	-67.861652	0.000000	0.000000
214.760000	6808.220219	-67.859049	0.000000	0.000000
214.770000	6807.541654	-67.856441	0.000000	0.000000
214.780000	6806.863116	-67.853828	0.000000	0.000000
214.790000	6806.184604	-67.851210	0.000000	0.000000
214.800000	6805.506118	-67.848586	0.000000	0.000000
214.810000	6804.827659	-67.845958	0.000000	0.000000
214.820000	6804.149225	-67.843325	0.000000	0.000000
214.830000	6803.470818	-67.840686	0.000000	0.000000
214.840000	6802.792438	-67.838043	0.000000	0.000000
214.850000	6802.114084	-67.835395	0.000000	0.000000
214.860000	6801.435757	-67.832741	0.000000	0.000000
214.870000	6800.757456	-67.830083	0.000000	0.000000
214.880000	6800.079182	-67.827419	0.000000	0.000000
214.890000	6799.400934	-67.824751	0.000000	0.000000
214.900000	6798.722713	-67.822077	0.000000	0.000000
214.910000	6798.044519	-67.819399	0.000000	0.000000
214.920000	6797.366352	-67.816716	0.000000	0.000000
214.930000	6796.688212	-67.814027	0.000000	0.000000
214.940000	6796.010099	-67.811334	0.000000	0.000000
214.950000	6795.332012	-67.808636	0.000000	0.000000
214.960000	6794.653953	-67.805933	0.000000	0.000000
214.970000	6793.975921	-67.803225	0.000000	0.000000
214.980000	6793.297916	-67.800512	0.000000	0.000000
214.990000	6792.619938	-67.797794	0.000000	0.000000
215.000000	6791.941987	-67.795071	0.000000	0.000000
215.010000	6791.264064	-67.792343	0.000000	0.000000
215.020000	6790.586167	-67.789610	0.000000	0.000000
215.030000	6789.908299	-67.786873	0.000000	0.000000
215.040000	6789.230457	-67.784131	0.000000	0.000000
215.050000	6788.552644	-67.781383	0.000000	0.000000
215.060000	6787.874857	-67.778631	0.000000	0.000000
215.070000	6787.197098	-67.775874	0.000000	0.000000
215.080000	6786.519367	-67.773113	0.000000	0.000000
215.090000	6785.841664	-67.770346	0.000000	0.000000
215.100000	6785.163988	-67.767575	0.000000	0.000000
215.110000	6784.486340	-67.764798	0.000000	0.000000
215.120000	6783.808720	-67.762017	0.000000	0.000000
215.130000	6783.131128	-67.759231	0.000000	0.000000
215.140000	6782.453563	-67.756441	0.000000	0.000000
215.150000	6781.776027	-67.753645	0.000000	0.000000
215.160000	6781.098518	-67.750845	0.000000	0.000000
215.170000	6780.421038	-67.748040	0.000000	0.000000
215.180000	6779.743586	-67.745230	0.000000	0.000000
215.190000	6779.066162	-67.742415	0.000000	0.000000
215.200000	6778.388766	-67.739596	0.000000	0.000000
215.210000	6777.711398	-67.736772	0.000000	0.000000
215.220000	6777.034058	-67.733943	0.000000	0.000000
215.230000	6776.356747	-67.731110	0.000000	0.000000
215.240000	6775.679465	-67.728271	0.000000	0.000000
215.250000	6775.002210	-67.725428	0.000000	0.000000
215.260000	6774.324985	-67.722581	0.000000	0.000000
215.270000	6773.647787	-67.719728	0.000000	0.000000
215.280000	6772.970619	-67.716871	0.000000	0.000000
215.290000	6772.293478	-67.714009	0.000000	0.000000
215.300000	6771.616367	-67.711143	0.000000	0.000000
215.310000	6770.939284	-67.708272	0.000000	0.000000
215.320000	6770.262230	-67.705396	0.000000	0.000000
215.330000	6769.585205	-67.702515	0.000000	0.000000
215.340000	6768.908209	-67.699630	0.000000	0.000000
215.350000	6768.231241	-67.696740	0.000000	0.000000
215.360000	6767.554303	-67.693846	0.000000	0.000000
215.370000	6766.877394	-67.690947	0.000000	0.000000
215.380000	6766.200513	-67.688043	0.000000	0.000000
215.390000	6765.523662	-67.685135	0.000000	0.000000
215.400000	6764.846840	-67.682222	0.000000	0.000000
215.410000	6764.170047	-67.679305	0.000000	0.000000
215.420000	6763.493283	-67.676382	0.000000	0.000000
215.430000	6762.816548	-67.673456	0.000000	0.000000
215.440000	6762.139843	-67.670524	0.000000	0.000000
215.450000	6761.463167	-67.667589	0.000000	0.000000
215.460000	6760.786521	-67.664648	0.000000	0.000000
215.470000	6760.109903	-67.661703	0.000000	0.000000
215.480000	6759.433316	-67.658754	0.000000	0.000000
215.490000	6758.756758	-67.655800	0.000000	0.000000
215.500000	6758.080230	-67.652841	0.000000	0.000000
215.510000	6757.403731	-67.649878	0.000000	0.000000
215.520000	6756.727262	-67.646910	0.000000	0.000000
215.530000	6756.050822	-67.643938	0.000000	0.000000
215.540000	6755.374413	-67.640962	0.000000	0.000000
215.550000	6754.698033	-67.637980	0.000000	0.000000
215.560000	6754.021683	-67.634995	0.000000	0.000000
215.570000	6753.345363	-67.632005	0.000000	0.000000
215.580000	6752.669073	-67.629010	0.000000	0.000000
215.590000	6751.992813	-67.626011	0.000000	0.000000
215.600000	6751.316583	-67.623007	0.000000	0.000000
215.610000	6750.640383	-67.619999	0.000000	0.000000
215.620000	6749.964213	-67.616987	0.000000	0.000000
215.630000	6749.288073	-67.613970	0.000000	0.000000
215.640000	6748.611964	-67.610949	0.000000	0.000000
215.650000	6747.935884	-67.607923	0.000000	0.000000
215.660000	6747.259835	-67.604893	0.000000	0.000000
215.670000	6746.583817	-67.601858	0.000000	0.000000
215.680000	6745.907829	-67.598819	0.000000	0.000000
215.690000	6745.231871	-67.595775	0.000000	0.000000
215.700000	6744.555944	-67.592728	0.000000	0.000000
215.710000	6743.880047	-67.589675	0.000000	0.000000
215.720000	6743.204181	-67.586619	0.000000	0.000000
215.730000	6742.528345	-67.583558	0.000000	0.000000
215.740000	6741.852540	-67.580492	0.000000	0.000000
215.750000	6741.176766	-67.577423	0.000000	0.000000
215.760000	6740.501022	-67.574349	0.000000	0.000000
215.770000	6739.825310	-67.571270	0.000000	0.000000
215.780000	6739.149628	-67.568188	0.000000	0.000000
215.790000	6738.473977	-67.565100	0.000000	0.000000
215.800000	6737.798357	-67.562009	0.000000	0.000000
215.810000	6737.122768	-67.558913	0.000000	0.000000
215.820000	6736.447209	-67.555813	0.000000	0.000000
215.830000	6735.771682	-67.552709	0.000000	0.000000
215.840000	6735.096186	-67.549600	0.000000	0.000000
215.850000	6734.420722	-67.546487	0.000000	0.000000
215.860000	6733.745288	-67.543370	0.000000	0.000000
215.870000	6733.069885	-67.540249	0.000000	0.000000
215.880000	6732.394514	-67.537123	0.000000	0.000000
215.890000	6731.719174	-67.533993	0.000000	0.000000
215.900000	6731.043866	-67.530859	0.000000	0.000000
215.910000	6730.368588	-67.527720	0.000000	0.000000
215.920000	6729.693343	-67.524577	0.000000	0.000000
215.930000	6729.018128	-67.521430	0.000000	0.000000
215.940000	6728.342946	-67.518279	0.000000	0.000000
215.950000	6727.667794	-67.515124	0.000000	0.000000
215.960000	6726.992675	-67.511964	0.000000	0.000000
215.970000	6726.317587	-67.508800	0.000000	0.000000
215.980000	6725.642530	-67.505632	0.000000	0.000000
215.990000	6724.967506	-67.502460	0.000000	0.000000
216.000000	6724.292513	-67.499283	0.000000	0.000000
216.010000	6723.617552	-67.496103	0.000000	0.000000
216.020000	6722.942623	-67.492918	0.000000	0.000000
216.030000	6722.267725	-67.489729	0.000000	0.000000
216.040000	6721.592860	-67.486536	0.000000	0.000000
216.050000	6720.918027	-67.483338	0.000000	0.000000
216.060000	6720.243225	-67.480137	0.000000	0.000000
216.070000	6719.568456	-67.476931	0.000000	0.000000
216.080000	6718.893719	-67.473722	0.000000	0.000000
216.090000	6718.219014	-67.470508	0.000000	0.000000
216.100000	6717.544341	-67.467290	0.000000	0.000000
216.110000	6716.869700	-67.464068	0.000000	0.000000
216.120000	6716.195092	-67.460841	0.000000	0.000000
216.130000	6715.520516	-67.457611	0.000000	0.000000
216.140000	6714.845972	-67.454377	0.000000	0.000000
216.150000	6714.171460	-67.451138	0.000000	0.000000
216.160000	6713.496981	-67.447896	0.000000	0.000000
216.170000	6712.822535	-67.444649	0.000000	0.000000
216.180000	6712.148121	-67.441398	0.000000	0.000000
216.190000	6711.473740	-67.438144	0.000000	0.000000
216.200000	6710.799391	-67.434885	0.000000	0.000000
216.210000	6710.125074	-67.431622	0.000000	0.000000
216.220000	6709.450791	-67.428355	0.000000	0.000000
216.230000	6708.776540	-67.425084	0.000000	0.000000
216.240000	6708.102322	-67.421809	0.000000	0.000000
216.250000	6707.428137	-67.418530	0.000000	0.000000
216.260000	6706.753984	-67.415247	0.000000	0.000000
216.270000	6706.079865	-67.411960	0.000000	0.000000
216.280000	6705.405778	-67.408669	0.000000	0.000000
216.290000	6704.731724	-67.405374	0.000000	0.000000
216.300000	6704.057703	-67.402075	0.000000	0.000000
216.310000	6703.383716	-67.398772	0.000000	0.000000
216.320000	6702.709761	-67.395465	0.000000	0.000000
216.330000	6702.035840	-67.392154	0.000000	0.000000
216.340000	6701.361951	-67.388839	0.000000	0.000000
216.350000	6700.688096	-67.385520	0.000000	0.000000
216.360000	6700.014274	-67.382197	0.000000	0.000000
216.370000	6699.340485	-67.378870	0.000000	0.000000
216.380000	6698.666730	-67.375540	0.000000	0.000000
216.390000	6697.993008	-67.372205	0.000000	0.000000
216.400000	6697.319319	-67.368867	0.000000	0.000000
216.410000	6696.645664	-67.365524	0.000000	0.000000
216.420000	6695.972042	-67.362178	0.000000	0.000000
216.430000	6695.298454	-67.358827	0.000000	0.000000
216.440000	6694.624899	-67.355473	0.000000	0.000000
216.450000	6693.951378	-67.352115	0.000000	0.000000
216.460000	6693.277890	-67.348753	0.000000	0.000000
216.470000	6692.604437	-67.345387	0.000000	0.000000
216.480000	6691.931016	-67.342018	0.000000	0.000000
216.490000	6691.257630	-67.338644	0.000000	0.000000
216.500000	6690.584277	-67.335267	0.000000	0.000000
216.510000	6689.910958	-67.331885	0.000000	0.000000
216.520000	6689.237673	-67.328500	0.000000	0.000000
216.530000	6688.564422	-67.325111	0.000000	0.000000
216.540000	6687.891205	-67.321718	0.000000	0.000000
216.550000	6687.218022	-67.318322	0.000000	0.000000
216.560000	6686.544873	-67.314921	0.000000	0.000000
216.570000	6685.871758	-67.311517	0.000000	0.000000
216.580000	6685.198676	-67.308109	0.000000	0.000000
216.590000	6684.525630	-67.304697	0.000000	0.000000
216.600000	6683.852617	-67.301281	0.000000	0.000000
216.610000	6683.179638	-67.297862	0.000000	0.000000
216.620000	6682.506694	-67.294438	0.000000	0.000000
216.630000	6681.833784	-67.291011	0.000000	0.000000
216.640000	6681.160908	-67.287581	0.000000	0.000000
216.650000	6680.488066	-67.284146	0.000000	0.000000
216.660000	6679.815259	-67.280708	0.000000	0.000000
216.670000	6679.142487	-67.277265	0.000000	0.000000
216.680000	6678.469748	-67.273820	0.000000	0.000000
216.690000	6677.797045	-67.270370	0.000000	0.000000
216.700000	6677.124376	-67.266917	0.000000	0.000000
216.710000	6676.451741	-67.263460	0.000000	0.000000
216.720000	6675.779141	-67.259999	0.000000	0.000000
216.730000	6675.106576	-67.256534	0.000000	0.000000
216.740000	6674.434045	-67.253066	0.000000	0.000000
216.750000	6673.761549	-67.249594	0.000000	0.000000
216.760000	6673.089088	-67.246119	0.000000	0.000000
216.770000	6672.416661	-67.242639	0.000000	0.000000
216.780000	6671.744270	-67.239156	0.000000	0.000000
216.790000	6671.071913	-67.235670	0.000000	0.000000
216.800000	6670.399591	-67.232179	0.000000	0.000000
216.810000	6669.727304	-67.228685	0.000000	0.000000
216.820000	6669.055053	-67.225188	0.000000	0.000000
216.830000	6668.382836	-67.221686	0.000000	0.000000
216.840000	6667.710654	-67.218181	0.000000	0.000000
216.850000	6667.038507	-67.214673	0.000000	0.000000
216.860000	6666.366396	-67.211161	0.000000	0.000000
216.870000	6665.694319	-67.207645	0.000000	0.000000
216.880000	6665.022278	-67.204125	0.000000	0.000000
216.890000	6664.350272	-67.200602	0.000000	0.000000
216.900000	6663.678301	-67.197075	0.000000	0.000000
216.910000	6663.006366	-67.193545	0.000000	0.000000
216.920000	6662.334466	-67.190011	0.000000	0.000000
216.930000	6661.662601	-67.186474	0.000000	0.000000
216.940000	6660.990772	-67.182933	0.000000	0.000000
216.950000	6660.318978	-67.179388	0.000000	0.000000
216.960000	6659.647219	-67.175840	0.000000	0.000000
216.970000	6658.975496	-67.172288	0.000000	0.000000
216.980000	6658.303809	-67.168732	0.000000	0.000000
216.990000	6657.632157	-67.165174	0.000000	0.000000
217.000000	6656.960541	-67.161611	0.000000	0.000000
217.010000	6656.288961	-67.158045	0.000000	0.000000
