t	y	v	
51.480000	28819.774011	-308.323114	0.000000	0.000000
51.490000	28816.690978	-308.303265	0.000000	0.000000
51.500000	28813.608144	-308.283376	0.000000	0.000000
51.510000	28810.525510	-308.263446	0.000000	0.000000
51.520000	28807.443075	-308.243477	0.000000	0.000000
51.530000	28804.360840	-308.223468	0.000000	0.000000
51.540000	28801.278806	-308.203418	0.000000	0.000000
51.550000	28798.196973	-308.183329	0.000000	0.000000
51.560000	28795.115341	-308.163200	0.000000	0.000000
51.570000	28792.033910	-308.143030	0.000000	0.000000
51.580000	28788.952682	-308.122821	0.000000	0.000000
51.590000	28785.871657	-308.102572	0.000000	0.000000
51.600000	28782.790834	-308.082283	0.000000	0.000000
51.610000	28779.710214	-308.061954	0.000000	0.000000
51.620000	28776.629798	-308.041585	0.000000	0.000000
51.630000	28773.549587	-308.021176	0.000000	0.000000
51.640000	28770.469579	-308.000727	0.000000	0.000000
51.650000	28767.389777	-307.980238	0.000000	0.000000
51.660000	28764.310176	-307.960094	0.000000	0.000000
51.670000	28761.230777	-307.939911	0.000000	0.000000
51.680000	28758.151580	-307.919687	0.000000	0.000000
51.690000	28755.072586	-307.899424	0.000000	0.000000
51.700000	28751.993795	-307.879121	0.000000	0.000000
51.710000	28748.915207	-307.858777	0.000000	0.000000
51.720000	28745.836823	-307.838394	0.000000	0.000000
51.730000	28742.758643	-307.817971	0.000000	0.000000
51.740000	28739.680668	-307.797508	0.000000	0.000000
51.750000	28736.602898	-307.777005	0.000000	0.000000
51.760000	28733.525333	-307.756463	0.000000	0.000000
51.770000	28730.447975	-307.735880	0.000000	0.000000
51.780000	28727.370822	-307.715258	0.000000	0.000000
51.790000	28724.293876	-307.694595	0.000000	0.000000
51.800000	28721.217137	-307.673893	0.000000	0.000000
51.810000	28718.140606	-307.653151	0.000000	0.000000
51.820000	28715.064282	-307.632369	0.000000	0.000000
51.830000	28711.988166	-307.611547	0.000000	0.000000
51.840000	28708.912260	-307.590686	0.000000	0.000000
51.850000	28705.836562	-307.569784	0.000000	0.000000
51.860000	28702.761073	-307.548843	0.000000	0.000000
51.870000	28699.685795	-307.527862	0.000000	0.000000
51.880000	28696.610726	-307.506841	0.000000	0.000000
51.890000	28693.535868	-307.485780	0.000000	0.000000
51.900000	28690.461222	-307.464680	0.000000	0.000000
51.910000	28687.386786	-307.443540	0.000000	0.000000
51.920000	28684.312563	-307.422360	0.000000	0.000000
51.930000	28681.238551	-307.401140	0.000000	0.000000
51.940000	28678.164752	-307.379880	0.000000	0.000000
51.950000	28675.091167	-307.358581	0.000000	0.000000
51.960000	28672.017794	-307.337241	0.000000	0.000000
51.970000	28668.944636	-307.315862	0.000000	0.000000
51.980000	28665.871691	-307.294444	0.000000	0.000000
51.990000	28662.798961	-307.272985	0.000000	0.000000
52.000000	28659.726446	-307.251487	0.000000	0.000000
52.010000	28656.654147	-307.229949	0.000000	0.000000
52.020000	28653.582063	-307.208371	0.000000	0.000000
52.030000	28650.510196	-307.186754	0.000000	0.000000
52.040000	28647.438545	-307.165097	0.000000	0.000000
52.050000	28644.367111	-307.143400	0.000000	0.000000
52.060000	28641.295894	-307.121664	0.000000	0.000000
52.070000	28638.224895	-307.099887	0.000000	0.000000
52.080000	28635.154115	-307.078071	0.000000	0.000000
52.090000	28632.083552	-307.056216	0.000000	0.000000
52.100000	28629.013209	-307.034321	0.000000	0.000000
52.110000	28625.943085	-307.012386	0.000000	0.000000
52.120000	28622.873181	-306.990411	0.000000	0.000000
52.130000	28619.803493	-306.968788	0.000000	0.000000
52.140000	28616.734022	-306.947125	0.000000	0.000000
52.150000	28613.664768	-306.925423	0.000000	0.000000
52.160000	28610.595731	-306.903681	0.000000	0.000000
52.170000	28607.526912	-306.881899	0.000000	0.000000
52.180000	28604.458311	-306.860078	0.000000	0.000000
52.190000	28601.389929	-306.838217	0.000000	0.000000
52.200000	28598.321766	-306.816316	0.000000	0.000000
52.210000	28595.253822	-306.794376	0.000000	0.000000
52.220000	28592.186098	-306.772396	0.000000	0.000000
52.230000	28589.118594	-306.750376	0.000000	0.000000
52.240000	28586.051311	-306.728317	0.000000	0.000000
52.250000	28582.984249	-306.706219	0.000000	0.000000
52.260000	28579.917408	-306.684080	0.000000	0.000000
52.270000	28576.850789	-306.661902	0.000000	0.000000
52.280000	28573.784392	-306.639685	0.000000	0.000000
52.290000	28570.718218	-306.617428	0.000000	0.000000
52.300000	28567.652267	-306.595131	0.000000	0.000000
52.310000	28564.586539	-306.572795	0.000000	0.000000
52.320000	28561.521035	-306.550419	0.000000	0.000000
52.330000	28558.455755	-306.528004	0.000000	0.000000
52.340000	28555.390699	-306.505549	0.000000	0.000000
52.350000	28552.325869	-306.483054	0.000000	0.000000
52.360000	28549.261263	-306.460520	0.000000	0.000000
52.370000	28546.196884	-306.437947	0.000000	0.000000
52.380000	28543.132731	-306.415334	0.000000	0.000000
52.390000	28540.068804	-306.392681	0.000000	0.000000
52.400000	28537.005104	-306.369989	0.000000	0.000000
52.410000	28533.941631	-306.347258	0.000000	0.000000
52.420000	28530.878386	-306.324487	0.000000	0.000000
52.430000	28527.815370	-306.301676	0.000000	0.000000
52.440000	28524.752581	-306.278826	0.000000	0.000000
52.450000	28521.690022	-306.255937	0.000000	0.000000
52.460000	28518.627692	-306.233008	0.000000	0.000000
52.470000	28515.565592	-306.210040	0.000000	0.000000
52.480000	28512.503721	-306.187032	0.000000	0.000000
52.490000	28509.442081	-306.163984	0.000000	0.000000
52.500000	28506.380672	-306.140898	0.000000	0.000000
52.510000	28503.319495	-306.117772	0.000000	0.000000
52.520000	28500.258549	-306.094606	0.000000	0.000000
52.530000	28497.197835	-306.071401	0.000000	0.000000
52.540000	28494.137353	-306.048157	0.000000	0.000000
52.550000	28491.077104	-306.024873	0.000000	0.000000
52.560000	28488.017089	-306.001550	0.000000	0.000000
52.570000	28484.957307	-305.978187	0.000000	0.000000
52.580000	28481.897755	-305.955182	0.000000	0.000000
52.590000	28478.838434	-305.932138	0.000000	0.000000
52.600000	28475.779343	-305.909054	0.000000	0.000000
52.610000	28472.720484	-305.885931	0.000000	0.000000
52.620000	28469.661856	-305.862769	0.000000	0.000000
52.630000	28466.603461	-305.839567	0.000000	0.000000
52.640000	28463.545297	-305.816326	0.000000	0.000000
52.650000	28460.487367	-305.793046	0.000000	0.000000
52.660000	28457.429670	-305.769726	0.000000	0.000000
52.670000	28454.372206	-305.746366	0.000000	0.000000
52.680000	28451.314976	-305.722968	0.000000	0.000000
52.690000	28448.257981	-305.699530	0.000000	0.000000
52.700000	28445.201220	-305.676053	0.000000	0.000000
52.710000	28442.144695	-305.652536	0.000000	0.000000
52.720000	28439.088405	-305.628981	0.000000	0.000000
52.730000	28436.032351	-305.605386	0.000000	0.000000
52.740000	28432.976534	-305.581751	0.000000	0.000000
52.750000	28429.920953	-305.558077	0.000000	0.000000
52.760000	28426.865609	-305.534365	0.000000	0.000000
52.770000	28423.810503	-305.510612	0.000000	0.000000
52.780000	28420.755635	-305.486821	0.000000	0.000000
52.790000	28417.701005	-305.462990	0.000000	0.000000
52.800000	28414.646614	-305.439120	0.000000	0.000000
52.810000	28411.592462	-305.415211	0.000000	0.000000
52.820000	28408.538549	-305.391263	0.000000	0.000000
52.830000	28405.484877	-305.367275	0.000000	0.000000
52.840000	28402.431444	-305.343248	0.000000	0.000000
52.850000	28399.378252	-305.319182	0.000000	0.000000
52.860000	28396.325302	-305.295077	0.000000	0.000000
52.870000	28393.272592	-305.270932	0.000000	0.000000
52.880000	28390.220125	-305.246749	0.000000	0.000000
52.890000	28387.167899	-305.222526	0.000000	0.000000
52.900000	28384.115917	-305.198264	0.000000	0.000000
52.910000	28381.064177	-305.173963	0.000000	0.000000
52.920000	28378.012681	-305.149622	0.000000	0.000000
52.930000	28374.961429	-305.125243	0.000000	0.000000
52.940000	28371.910420	-305.100824	0.000000	0.000000
52.950000	28368.859657	-305.076367	0.000000	0.000000
52.960000	28365.809138	-305.051870	0.000000	0.000000
52.970000	28362.758865	-305.027334	0.000000	0.000000
52.980000	28359.708837	-305.002759	0.000000	0.000000
52.990000	28356.659056	-304.978145	0.000000	0.000000
53.000000	28353.609517	-304.953894	0.000000	0.000000
53.010000	28350.560221	-304.929604	0.000000	0.000000
53.020000	28347.511168	-304.905275	0.000000	0.000000
53.030000	28344.462359	-304.880907	0.000000	0.000000
53.040000	28341.413794	-304.856500	0.000000	0.000000
53.050000	28338.365473	-304.832054	0.000000	0.000000
53.060000	28335.317398	-304.807568	0.000000	0.000000
53.070000	28332.269567	-304.783044	0.000000	0.000000
53.080000	28329.221982	-304.758480	0.000000	0.000000
53.090000	28326.174643	-304.733878	0.000000	0.000000
53.100000	28323.127551	-304.709236	0.000000	0.000000
53.110000	28320.080706	-304.684556	0.000000	0.000000
53.120000	28317.034107	-304.659836	0.000000	0.000000
53.130000	28313.987756	-304.635078	0.000000	0.000000
53.140000	28310.941654	-304.610280	0.000000	0.000000
53.150000	28307.895799	-304.585443	0.000000	0.000000
53.160000	28304.850194	-304.560568	0.000000	0.000000
53.170000	28301.804837	-304.535653	0.000000	0.000000
53.180000	28298.759730	-304.510700	0.000000	0.000000
53.190000	28295.714873	-304.485707	0.000000	0.000000
53.200000	28292.670266	-304.460675	0.000000	0.000000
53.210000	28289.625910	-304.435605	0.000000	0.000000
53.220000	28286.581805	-304.410496	0.000000	0.000000
53.230000	28283.537952	-304.385347	0.000000	0.000000
53.240000	28280.494350	-304.360160	0.000000	0.000000
53.250000	28277.451001	-304.334934	0.000000	0.000000
53.260000	28274.407904	-304.309669	0.000000	0.000000
53.270000	28271.365060	-304.284365	0.000000	0.000000
53.280000	28268.322470	-304.259022	0.000000	0.000000
53.290000	28265.280134	-304.233640	0.000000	0.000000
53.300000	28262.238052	-304.208219	0.000000	0.000000
53.310000	28259.196224	-304.182760	0.000000	0.000000
53.320000	28256.154651	-304.157261	0.000000	0.000000
53.330000	28253.113334	-304.131724	0.000000	0.000000
53.340000	28250.072273	-304.106148	0.000000	0.000000
53.350000	28247.031467	-304.080533	0.000000	0.000000
53.360000	28243.990919	-304.054879	0.000000	0.000000
53.370000	28240.950627	-304.029187	0.000000	0.000000
53.380000	28237.910592	-304.003455	0.000000	0.000000
53.390000	28234.870815	-303.977685	0.000000	0.000000
53.400000	28231.831292	-303.952284	0.000000	0.000000
53.410000	28228.792024	-303.926844	0.000000	0.000000
53.420000	28225.753010	-303.901365	0.000000	0.000000
53.430000	28222.714252	-303.875847	0.000000	0.000000
53.440000	28219.675749	-303.850290	0.000000	0.000000
53.450000	28216.637502	-303.824695	0.000000	0.000000
53.460000	28213.599511	-303.799061	0.000000	0.000000
53.470000	28210.561778	-303.773388	0.000000	0.000000
53.480000	28207.524301	-303.747676	0.000000	0.000000
53.490000	28204.487082	-303.721926	0.000000	0.000000
53.500000	28201.450120	-303.696137	0.000000	0.000000
53.510000	28198.413417	-303.670309	0.000000	0.000000
53.520000	28195.376973	-303.644442	0.000000	0.000000
53.530000	28192.340787	-303.618537	0.000000	0.000000
53.540000	28189.304861	-303.592593	0.000000	0.000000
53.550000	28186.269195	-303.566610	0.000000	0.000000
53.560000	28183.233789	-303.540589	0.000000	0.000000
53.570000	28180.198644	-303.514529	0.000000	0.000000
53.580000	28177.163760	-303.488430	0.000000	0.000000
53.590000	28174.129137	-303.462292	0.000000	0.000000
53.600000	28171.094776	-303.436116	0.000000	0.000000
53.610000	28168.060677	-303.409901	0.000000	0.000000
53.620000	28165.026840	-303.383648	0.000000	0.000000
53.630000	28161.993267	-303.357356	0.000000	0.000000
53.640000	28158.959956	-303.331025	0.000000	0.000000
53.650000	28155.926910	-303.304656	0.000000	0.000000
53.660000	28152.894127	-303.278248	0.000000	0.000000
53.670000	28149.861609	-303.251802	0.000000	0.000000
53.680000	28146.829356	-303.225317	0.000000	0.000000
53.690000	28143.797368	-303.198793	0.000000	0.000000
53.700000	28140.765646	-303.172231	0.000000	0.000000
53.710000	28137.734190	-303.145631	0.000000	0.000000
53.720000	28134.703000	-303.118991	0.000000	0.000000
53.730000	28131.672077	-303.092314	0.000000	0.000000
53.740000	28128.641421	-303.065597	0.000000	0.000000
53.750000	28125.611032	-303.038842	0.000000	0.000000
53.760000	28122.580912	-303.012049	0.000000	0.000000
53.770000	28119.551059	-302.985217	0.000000	0.000000
53.780000	28116.521472	-302.958760	0.000000	0.000000
53.790000	28113.492149	-302.932263	0.000000	0.000000
53.800000	28110.463092	-302.905728	0.000000	0.000000
53.810000	28107.434300	-302.879155	0.000000	0.000000
53.820000	28104.405775	-302.852543	0.000000	0.000000
53.830000	28101.377516	-302.825893	0.000000	0.000000
53.840000	28098.349524	-302.799204	0.000000	0.000000
53.850000	28095.321799	-302.772476	0.000000	0.000000
53.860000	28092.294342	-302.745711	0.000000	0.000000
53.870000	28089.267153	-302.718907	0.000000	0.000000
53.880000	28086.240232	-302.692064	0.000000	0.000000
53.890000	28083.213581	-302.665183	0.000000	0.000000
53.900000	28080.187198	-302.638263	0.000000	0.000000
53.910000	28077.161085	-302.611305	0.000000	0.000000
53.920000	28074.135242	-302.584309	0.000000	0.000000
53.930000	28071.109669	-302.557274	0.000000	0.000000
53.940000	28068.084367	-302.530201	0.000000	0.000000
53.950000	28065.059336	-302.503090	0.000000	0.000000
53.960000	28062.034577	-302.475940	0.000000	0.000000
53.970000	28059.010089	-302.448752	0.000000	0.000000
53.980000	28055.985874	-302.421525	0.000000	0.000000
53.990000	28052.961931	-302.394261	0.000000	0.000000
54.000000	28049.938262	-302.366957	0.000000	0.000000
54.010000	28046.914866	-302.339616	0.000000	0.000000
54.020000	28043.891743	-302.312236	0.000000	0.000000
54.030000	28040.868895	-302.284818	0.000000	0.000000
54.040000	28037.846322	-302.257362	0.000000	0.000000
54.050000	28034.824023	-302.229867	0.000000	0.000000
54.060000	28031.802000	-302.202334	0.000000	0.000000
54.070000	28028.780252	-302.174763	0.000000	0.000000
54.080000	28025.758780	-302.147154	0.000000	0.000000
54.090000	28022.737585	-302.119506	0.000000	0.000000
54.100000	28019.716667	-302.091820	0.000000	0.000000
54.110000	28016.696026	-302.064096	0.000000	0.000000
54.120000	28013.675663	-302.036334	0.000000	0.000000
54.130000	28010.655577	-302.008533	0.000000	0.000000
54.140000	28007.635770	-301.980695	0.000000	0.000000
54.150000	28004.616238	-301.953235	0.000000	0.000000
54.160000	28001.596981	-301.925737	0.000000	0.000000
54.170000	27998.577999	-301.898201	0.000000	0.000000
54.180000	27995.559292	-301.870627	0.000000	0.000000
54.190000	27992.540862	-301.843014	0.000000	0.000000
54.200000	27989.522709	-301.815364	0.000000	0.000000
54.210000	27986.504832	-301.787675	0.000000	0.000000
54.220000	27983.487232	-301.759948	0.000000	0.000000
54.230000	27980.469911	-301.732183	0.000000	0.000000
54.240000	27977.452867	-301.704380	0.000000	0.000000
54.250000	27974.436101	-301.676538	0.000000	0.000000
54.260000	27971.419615	-301.648659	0.000000	0.000000
54.270000	27968.403407	-301.620741	0.000000	0.000000
54.280000	27965.387480	-301.592785	0.000000	0.000000
54.290000	27962.371832	-301.564792	0.000000	0.000000
54.300000	27959.356464	-301.536760	0.000000	0.000000
54.310000	27956.341377	-301.508690	0.000000	0.000000
54.320000	27953.326571	-301.480582	0.000000	0.000000
54.330000	27950.312047	-301.452436	0.000000	0.000000
54.340000	27947.297805	-301.424252	0.000000	0.000000
54.350000	27944.283844	-301.396030	0.000000	0.000000
54.360000	27941.270167	-301.367770	0.000000	0.000000
54.370000	27938.256772	-301.339472	0.000000	0.000000
54.380000	27935.243660	-301.311136	0.000000	0.000000
54.390000	27932.230833	-301.282762	0.000000	0.000000
54.400000	27929.218289	-301.254350	0.000000	0.000000
54.410000	27926.206030	-301.225900	0.000000	0.000000
54.420000	27923.194056	-301.197412	0.000000	0.000000
54.430000	27920.182367	-301.168886	0.000000	0.000000
54.440000	27917.170964	-301.140322	0.000000	0.000000
54.450000	27914.159847	-301.111721	0.000000	0.000000
54.460000	27911.149016	-301.083081	0.000000	0.000000
54.470000	27908.138472	-301.054404	0.000000	0.000000
54.480000	27905.128215	-301.025688	0.000000	0.000000
54.490000	27902.118246	-300.996935	0.000000	0.000000
54.500000	27899.108560	-300.968565	0.000000	0.000000
54.510000	27896.099159	-300.940158	0.000000	0.000000
54.520000	27893.090041	-300.911713	0.000000	0.000000
54.530000	27890.081209	-300.883229	0.000000	0.000000
54.540000	27887.072662	-300.854708	0.000000	0.000000
54.550000	27884.064401	-300.826149	0.000000	0.000000
54.560000	27881.056425	-300.797552	0.000000	0.000000
54.570000	27878.048736	-300.768918	0.000000	0.000000
54.580000	27875.041333	-300.740245	0.000000	0.000000
54.590000	27872.034218	-300.711535	0.000000	0.000000
54.600000	27869.027390	-300.682787	0.000000	0.000000
54.610000	27866.020850	-300.654001	0.000000	0.000000
54.620000	27863.014598	-300.625177	0.000000	0.000000
54.630000	27860.008635	-300.596316	0.000000	0.000000
54.640000	27857.002961	-300.567416	0.000000	0.000000
54.650000	27853.997576	-300.538479	0.000000	0.000000
54.660000	27850.992481	-300.509504	0.000000	0.000000
54.670000	27847.987676	-300.480492	0.000000	0.000000
54.680000	27844.983162	-300.451442	0.000000	0.000000
54.690000	27841.978938	-300.422354	0.000000	0.000000
54.700000	27838.975006	-300.393228	0.000000	0.000000
54.710000	27835.971365	-300.364065	0.000000	0.000000
54.720000	27832.968017	-300.334864	0.000000	0.000000
54.730000	27829.964961	-300.305625	0.000000	0.000000
54.740000	27826.962197	-300.276348	0.000000	0.000000
54.750000	27823.959727	-300.247034	0.000000	0.000000
54.760000	27820.957550	-300.217683	0.000000	0.000000
54.770000	27817.955667	-300.188293	0.000000	0.000000
54.780000	27814.954078	-300.158867	0.000000	0.000000
54.790000	27811.952784	-300.129402	0.000000	0.000000
54.800000	27808.951785	-300.099900	0.000000	0.000000
54.810000	27805.951082	-300.070360	0.000000	0.000000
54.820000	27802.950674	-300.040783	0.000000	0.000000
54.830000	27799.950562	-300.011168	0.000000	0.000000
54.840000	27796.950747	-299.981516	0.000000	0.000000
54.850000	27793.951225	-299.952252	0.000000	0.000000
54.860000	27790.951995	-299.922950	0.000000	0.000000
54.870000	27787.953059	-299.893611	0.000000	0.000000
54.880000	27784.954417	-299.864234	0.000000	0.000000
54.890000	27781.956068	-299.834820	0.000000	0.000000
54.900000	27778.958015	-299.805368	0.000000	0.000000
54.910000	27775.960256	-299.775879	0.000000	0.000000
54.920000	27772.962792	-299.746352	0.000000	0.000000
54.930000	27769.965625	-299.716788	0.000000	0.000000
54.940000	27766.968753	-299.687186	0.000000	0.000000
54.950000	27763.972177	-299.657547	0.000000	0.000000
54.960000	27760.975898	-299.627870	0.000000	0.000000
54.970000	27757.979917	-299.598156	0.000000	0.000000
54.980000	27754.984233	-299.568404	0.000000	0.000000
54.990000	27751.988847	-299.538615	0.000000	0.000000
55.000000	27748.993759	-299.508788	0.000000	0.000000
55.010000	27745.998970	-299.478924	0.000000	0.000000
55.020000	27743.004479	-299.449023	0.000000	0.000000
55.030000	27740.010289	-299.419084	0.000000	0.000000
55.040000	27737.016397	-299.389108	0.000000	0.000000
55.050000	27734.022807	-299.359094	0.000000	0.000000
55.060000	27731.029516	-299.329044	0.000000	0.000000
55.070000	27728.036527	-299.298955	0.000000	0.000000
55.080000	27725.043838	-299.268830	0.000000	0.000000
55.090000	27722.051452	-299.238667	0.000000	0.000000
55.100000	27719.059367	-299.208467	0.000000	0.000000
55.110000	27716.067585	-299.178229	0.000000	0.000000
55.120000	27713.076105	-299.147954	0.000000	0.000000
55.130000	27710.084929	-299.117642	0.000000	0.000000
55.140000	27707.094056	-299.087293	0.000000	0.000000
55.150000	27704.103487	-299.056906	0.000000	0.000000
55.160000	27701.113222	-299.026482	0.000000	0.000000
55.170000	27698.123262	-298.996021	0.000000	0.000000
55.180000	27695.133602	-298.965953	0.000000	0.000000
55.190000	27692.144244	-298.935847	0.000000	0.000000
55.200000	27689.155187	-298.905705	0.000000	0.000000
55.210000	27686.166431	-298.875525	0.000000	0.000000
55.220000	27683.177978	-298.845307	0.000000	0.000000
55.230000	27680.189828	-298.815053	0.000000	0.000000
55.240000	27677.201980	-298.784761	0.000000	0.000000
55.250000	27674.214436	-298.754432	0.000000	0.000000
55.260000	27671.227195	-298.724066	0.000000	0.000000
55.270000	27668.240258	-298.693663	0.000000	0.000000
55.280000	27665.253626	-298.663223	0.000000	0.000000
55.290000	27662.267299	-298.632745	0.000000	0.000000
55.300000	27659.281277	-298.602230	0.000000	0.000000
55.310000	27656.295560	-298.571678	0.000000	0.000000
55.320000	27653.310149	-298.541090	0.000000	0.000000
55.330000	27650.325044	-298.510463	0.000000	0.000000
55.340000	27647.340246	-298.479800	0.000000	0.000000
55.350000	27644.355755	-298.449100	0.000000	0.000000
55.360000	27641.371572	-298.418363	0.000000	0.000000
55.370000	27638.387696	-298.387588	0.000000	0.000000
55.380000	27635.404128	-298.356777	0.000000	0.000000
55.390000	27632.420869	-298.325929	0.000000	0.000000
55.400000	27629.437918	-298.295043	0.000000	0.000000
55.410000	27626.455277	-298.264121	0.000000	0.000000
55.420000	27623.472945	-298.233161	0.000000	0.000000
55.430000	27620.490924	-298.202165	0.000000	0.000000
55.440000	27617.509212	-298.171131	0.000000	0.000000
55.450000	27614.527812	-298.140061	0.000000	0.000000
55.460000	27611.546722	-298.108953	0.000000	0.000000
55.470000	27608.565944	-298.077809	0.000000	0.000000
55.480000	27605.585478	-298.046628	0.000000	0.000000
55.490000	27602.605324	-298.015410	0.000000	0.000000
55.500000	27599.625482	-297.984155	0.000000	0.000000
55.510000	27596.645949	-297.953297	0.000000	0.000000
55.520000	27593.666725	-297.922402	0.000000	0.000000
55.530000	27590.687811	-297.891470	0.000000	0.000000
55.540000	27587.709206	-297.860502	0.000000	0.000000
55.550000	27584.730911	-297.829497	0.000000	0.000000
55.560000	27581.752926	-297.798454	0.000000	0.000000
55.570000	27578.775252	-297.767375	0.000000	0.000000
55.580000	27575.797890	-297.736259	0.000000	0.000000
55.590000	27572.820839	-297.705106	0.000000	0.000000
55.600000	27569.844099	-297.673916	0.000000	0.000000
55.610000	27566.867673	-297.642689	0.000000	0.000000
55.620000	27563.891558	-297.611426	0.000000	0.000000
55.630000	27560.915757	-297.580126	0.000000	0.000000
55.640000	27557.940269	-297.548789	0.000000	0.000000
55.650000	27554.965095	-297.517415	0.000000	0.000000
55.660000	27551.990235	-297.486004	0.000000	0.000000
55.670000	27549.015689	-297.454557	0.000000	0.000000
55.680000	27546.041459	-297.423073	0.000000	0.000000
55.690000	27543.067543	-297.391552	0.000000	0.000000
55.700000	27540.093943	-297.359994	0.000000	0.000000
55.710000	27537.120659	-297.328400	0.000000	0.000000
55.720000	27534.147692	-297.296769	0.000000	0.000000
55.730000	27531.175041	-297.265101	0.000000	0.000000
55.740000	27528.202707	-297.233397	0.000000	0.000000
55.750000	27525.230690	-297.201656	0.000000	0.000000
55.760000	27522.258991	-297.169878	0.000000	0.000000
55.770000	27519.287611	-297.138064	0.000000	0.000000
55.780000	27516.316548	-297.106213	0.000000	0.000000
55.790000	27513.345805	-297.074326	0.000000	0.000000
55.800000	27510.375381	-297.042402	0.000000	0.000000
55.810000	27507.405277	-297.010441	0.000000	0.000000
55.820000	27504.435492	-296.978444	0.000000	0.000000
55.830000	27501.466024	-296.946848	0.000000	0.000000
55.840000	27498.496872	-296.915216	0.000000	0.000000
55.850000	27495.528036	-296.883547	0.000000	0.000000
55.860000	27492.559518	-296.851841	0.000000	0.000000
55.870000	27489.591317	-296.820099	0.000000	0.000000
55.880000	27486.623434	-296.788320	0.000000	0.000000
55.890000	27483.655869	-296.756505	0.000000	0.000000
55.900000	27480.688622	-296.724654	0.000000	0.000000
55.910000	27477.721694	-296.692765	0.000000	0.000000
55.920000	27474.755086	-296.660841	0.000000	0.000000
55.930000	27471.788797	-296.628879	0.000000	0.000000
55.940000	27468.822828	-296.596882	0.000000	0.000000
55.950000	27465.857180	-296.564847	0.000000	0.000000
55.960000	27462.891852	-296.532777	0.000000	0.000000
55.970000	27459.926845	-296.500669	0.000000	0.000000
55.980000	27456.962160	-296.468526	0.000000	0.000000
55.990000	27453.997797	-296.436346	0.000000	0.000000
56.000000	27451.033755	-296.404129	0.000000	0.000000
56.010000	27448.070037	-296.371877	0.000000	0.000000
56.020000	27445.106641	-296.339587	0.000000	0.000000
56.030000	27442.143568	-296.307262	0.000000	0.000000
56.040000	27439.180819	-296.274900	0.000000	0.000000
56.050000	27436.218394	-296.242502	0.000000	0.000000
56.060000	27433.256293	-296.210067	0.000000	0.000000
56.070000	27430.294518	-296.177596	0.000000	0.000000
56.080000	27427.333067	-296.145089	0.000000	0.000000
56.090000	27424.371941	-296.112545	0.000000	0.000000
56.100000	27421.411142	-296.079965	0.000000	0.000000
56.110000	27418.450668	-296.047349	0.000000	0.000000
56.120000	27415.490521	-296.014697	0.000000	0.000000
56.130000	27412.530701	-295.982008	0.000000	0.000000
56.140000	27409.571204	-295.949725	0.000000	0.000000
56.150000	27406.612030	-295.917406	0.000000	0.000000
56.160000	27403.653179	-295.885051	0.000000	0.000000
56.170000	27400.694653	-295.852659	0.000000	0.000000
56.180000	27397.736450	-295.820231	0.000000	0.000000
56.190000	27394.778573	-295.787767	0.000000	0.000000
56.200000	27391.821020	-295.755267	0.000000	0.000000
56.210000	27388.863793	-295.722730	0.000000	0.000000
56.220000	27385.906891	-295.690157	0.000000	0.000000
56.230000	27382.950316	-295.657548	0.000000	0.000000
56.240000	27379.994067	-295.624903	0.000000	0.000000
56.250000	27377.038144	-295.592222	0.000000	0.000000
56.260000	27374.082549	-295.559504	0.000000	0.000000
56.270000	27371.127282	-295.526751	0.000000	0.000000
56.280000	27368.172342	-295.493961	0.000000	0.000000
56.290000	27365.217731	-295.461135	0.000000	0.000000
56.300000	27362.263448	-295.428273	0.000000	0.000000
56.310000	27359.309494	-295.395375	0.000000	0.000000
56.320000	27356.355870	-295.362441	0.000000	0.000000
56.330000	27353.402575	-295.329471	0.000000	0.000000
56.340000	27350.449611	-295.296465	0.000000	0.000000
56.350000	27347.496976	-295.263423	0.000000	0.000000
56.360000	27344.544673	-295.230344	0.000000	0.000000
56.370000	27341.592701	-295.197230	0.000000	0.000000
56.380000	27338.641060	-295.164080	0.000000	0.000000
56.390000	27335.689751	-295.130894	0.000000	0.000000
56.400000	27332.738774	-295.097672	0.000000	0.000000
56.410000	27329.788130	-295.064414	0.000000	0.000000
56.420000	27326.837819	-295.031120	0.000000	0.000000
56.430000	27323.887841	-294.997790	0.000000	0.000000
56.440000	27320.938192	-294.964870	0.000000	0.000000
56.450000	27317.988873	-294.931913	0.000000	0.000000
56.460000	27315.039884	-294.898921	0.000000	0.000000
56.470000	27312.091225	-294.865893	0.000000	0.000000
56.480000	27309.142897	-294.832829	0.000000	0.000000
56.490000	27306.194899	-294.799729	0.000000	0.000000
56.500000	27303.247233	-294.766594	0.000000	0.000000
56.510000	27300.299899	-294.733422	0.000000	0.000000
56.520000	27297.352897	-294.700214	0.000000	0.000000
56.530000	27294.406227	-294.666971	0.000000	0.000000
56.540000	27291.459890	-294.633692	0.000000	0.000000
56.550000	27288.513887	-294.600377	0.000000	0.000000
56.560000	27285.568216	-294.567026	0.000000	0.000000
56.570000	27282.622880	-294.533639	0.000000	0.000000
56.580000	27279.677878	-294.500217	0.000000	0.000000
56.590000	27276.733210	-294.466758	0.000000	0.000000
56.600000	27273.788878	-294.433264	0.000000	0.000000
56.610000	27270.844880	-294.399735	0.000000	0.000000
56.620000	27267.901219	-294.366169	0.000000	0.000000
56.630000	27264.957893	-294.332568	0.000000	0.000000
56.640000	27262.014904	-294.298931	0.000000	0.000000
56.650000	27259.072251	-294.265258	0.000000	0.000000
