theta_zero	h=0.1	h=0.01	h=0.001	h=0.0001	h=0.00001	T
0.100000	2.239817	2.211802	2.198729	2.198915	
0.200000	2.244103	2.215983	2.202860	2.203048	
0.300000	2.251281	2.222983	2.209778	2.209966	
0.400000	2.261402	2.232853	2.219530	2.219720	
0.500000	2.274540	2.245661	2.232185	2.232378	
0.600000	2.290792	2.261503	2.247835	2.248030	
0.700000	2.310282	2.280495	2.266595	2.266793	
0.800000	2.333162	2.302782	2.288605	2.288808	
0.900000	2.359617	2.328540	2.314039	2.314246	
1.000000	2.389868	2.357980	2.343101	2.343314	
1.100000	2.424179	2.391353	2.376037	2.376255	
1.200000	2.462866	2.428957	2.413136	2.413362	
1.300000	2.506305	2.471148	2.454746	2.454980	
1.400000	2.554944	2.518349	2.501277	2.501521	
1.500000	2.609323	2.571066	2.553220	2.553475	
1.600000	2.670090	2.629908	2.611167	2.611435	
1.700000	2.738040	2.695616	2.675832	2.676115	
1.800000	2.814144	2.769095	2.748090	2.748390	
1.900000	2.899619	2.851468	2.829020	2.829341	
2.000000	2.995998	2.944146	2.919980	2.920325	
2.100000	3.105261	3.048937	3.022695	3.023070	
2.200000	3.230016	3.168203	3.139417	3.139828	
2.300000	3.373796	3.305112	3.273147	3.273603	
2.400000	3.541555	3.464051	3.428016	3.428531	
2.500000	3.740553	3.651347	3.609938	3.610529	
2.600000	3.982049	3.876620	3.827807	3.828504	
2.700000	4.284876	4.155569	4.095947	4.096799	
2.800000	4.683837	4.516548	4.439722	4.440820	
2.900000	5.251929	5.019474	4.911108	4.912656	
3.000000	6.168558	5.832448	5.647815	5.650452	
3.100000	8.482525	7.980291	7.349715	7.358688	
