t	y	v	y_analytic	v_analytic
0.000000	1000.000000	0.000000	1000.000000	-0.000000
0.010000	999.999019	-0.098100	999.999510	-0.098099
0.020000	999.997057	-0.196200	999.998038	-0.196189
0.030000	999.994114	-0.294300	999.995586	-0.294263
0.040000	999.990190	-0.392400	999.992153	-0.392311
0.050000	999.985285	-0.490500	999.987740	-0.490327
0.060000	999.979399	-0.588600	999.982346	-0.588301
0.070000	999.972532	-0.686700	999.975974	-0.686225
0.080000	999.964684	-0.784800	999.968622	-0.784091
0.090000	999.955855	-0.882900	999.960292	-0.881891
0.100000	999.946045	-0.981000	999.950985	-0.979617
0.110000	999.935254	-1.079100	999.940700	-1.077259
0.120000	999.923487	-1.176734	999.929440	-1.174811
0.130000	999.910743	-1.274325	999.917204	-1.272264
0.140000	999.897025	-1.371875	999.903995	-1.369610
0.150000	999.882331	-1.469382	999.889812	-1.466841
0.160000	999.866662	-1.566848	999.874658	-1.563948
0.170000	999.850020	-1.664271	999.858534	-1.660925
0.180000	999.832403	-1.761652	999.841440	-1.757762
0.190000	999.813813	-1.858991	999.823379	-1.854453
0.200000	999.794250	-1.956288	999.804352	-1.950988
0.210000	999.773715	-2.053542	999.784360	-2.047361
0.220000	999.752216	-2.149868	999.763405	-2.143564
0.230000	999.729755	-2.246111	999.741489	-2.239589
0.240000	999.706332	-2.342270	999.718614	-2.335428
0.250000	999.681949	-2.438346	999.694781	-2.431074
0.260000	999.656606	-2.534340	999.669993	-2.526519
0.270000	999.630303	-2.630250	999.644252	-2.621756
0.280000	999.603042	-2.726077	999.617559	-2.716778
0.290000	999.574824	-2.821822	999.589917	-2.811577
0.300000	999.545649	-2.917484	999.561328	-2.906146
0.310000	999.515519	-3.013063	999.531795	-3.000477
0.320000	999.484446	-3.107258	999.501319	-3.094565
0.330000	999.452433	-3.201331	999.469904	-3.188401
0.340000	999.419480	-3.295282	999.437552	-3.281979
0.350000	999.385589	-3.389112	999.404266	-3.375292
0.360000	999.350761	-3.482819	999.370047	-3.468334
0.370000	999.314997	-3.576406	999.334900	-3.561097
0.380000	999.278298	-3.669871	999.298826	-3.653575
0.390000	999.240666	-3.763215	999.261829	-3.745761
0.400000	999.202101	-3.856437	999.223912	-3.837650
0.410000	999.162606	-3.949540	999.185077	-3.929235
0.420000	999.122181	-4.042521	999.145328	-4.020509
0.430000	999.080844	-4.133635	999.104668	-4.111467
0.440000	999.038598	-4.224593	999.063100	-4.202102
0.450000	998.995444	-4.315392	999.020627	-4.292408
0.460000	998.951384	-4.406035	998.977253	-4.382381
0.470000	998.906419	-4.496522	998.932981	-4.472013
0.480000	998.860550	-4.586852	998.887814	-4.561300
0.490000	998.813780	-4.677026	998.841756	-4.650235
0.500000	998.766110	-4.767044	998.794810	-4.738814
0.510000	998.717541	-4.856906	998.746981	-4.827031
0.520000	998.668074	-4.946614	998.698271	-4.914881
0.530000	998.617713	-5.036166	998.648684	-5.002359
0.540000	998.566479	-5.123388	998.598225	-5.089459
0.550000	998.514375	-5.210421	998.546897	-5.176177
0.560000	998.461402	-5.297267	998.494703	-5.262509
0.570000	998.407563	-5.383925	998.441648	-5.348448
0.580000	998.352859	-5.470395	998.387735	-5.433992
0.590000	998.297292	-5.556679	998.332969	-5.519134
0.600000	998.240864	-5.642777	998.277354	-5.603872
0.610000	998.183577	-5.728688	998.220893	-5.688200
0.620000	998.125433	-5.814415	998.163591	-5.772115
0.630000	998.066434	-5.899955	998.105452	-5.855613
0.640000	998.006581	-5.985311	998.046480	-5.938689
0.650000	997.945876	-6.070483	997.986680	-6.021340
0.660000	997.884347	-6.152849	997.926055	-6.103562
0.670000	997.821997	-6.235000	997.864610	-6.185352
0.680000	997.758828	-6.316939	997.802349	-6.266706
0.690000	997.694841	-6.398666	997.739277	-6.347620
0.700000	997.630039	-6.480180	997.675398	-6.428092
0.710000	997.564425	-6.561484	997.610717	-6.508118
0.720000	997.497999	-6.642576	997.545238	-6.587696
0.730000	997.430764	-6.723459	997.478965	-6.666822
0.740000	997.362723	-6.804132	997.411903	-6.745493
0.750000	997.293877	-6.884595	997.344056	-6.823707
0.760000	997.224228	-6.964850	997.275430	-6.901462
0.770000	997.153780	-7.044898	997.206029	-6.978754
0.780000	997.082563	-7.121694	997.135857	-7.055582
0.790000	997.010580	-7.198258	997.064919	-7.131942
0.800000	996.937834	-7.274590	996.993219	-7.207834
0.810000	996.864327	-7.350692	996.920763	-7.283254
0.820000	996.790062	-7.426563	996.847556	-7.358202
0.830000	996.715039	-7.502205	996.773601	-7.432674
0.840000	996.639263	-7.577619	996.698904	-7.506670
0.850000	996.562735	-7.652804	996.623469	-7.580187
0.860000	996.485458	-7.727762	996.547302	-7.653225
0.870000	996.407433	-7.802493	996.470406	-7.725781
0.880000	996.328663	-7.876998	996.392788	-7.797854
0.890000	996.249150	-7.951278	996.314451	-7.869443
0.900000	996.168897	-8.025334	996.235400	-7.940548
0.910000	996.087940	-8.095698	996.155641	-8.011166
0.920000	996.006281	-8.165819	996.075179	-8.081297
0.930000	995.923924	-8.235698	995.994017	-8.150940
0.940000	995.840871	-8.305336	995.912162	-8.220094
0.950000	995.757124	-8.374733	995.829617	-8.288759
0.960000	995.672685	-8.443890	995.746388	-8.356934
0.970000	995.587557	-8.512807	995.662480	-8.424619
0.980000	995.501742	-8.581487	995.577897	-8.491813
0.990000	995.415243	-8.649930	995.492645	-8.558515
1.000000	995.328061	-8.718135	995.406729	-8.624726
1.010000	995.240200	-8.786106	995.320152	-8.690446
1.020000	995.151662	-8.853841	995.232921	-8.755673
1.030000	995.062448	-8.921342	995.145041	-8.820410
1.040000	994.972562	-8.988610	995.056515	-8.884655
1.050000	994.882006	-9.055645	994.967349	-8.948408
1.060000	994.790820	-9.118537	994.877548	-9.011671
1.070000	994.699009	-9.181184	994.787117	-9.074443
1.080000	994.606573	-9.243587	994.696061	-9.136724
1.090000	994.513515	-9.305748	994.604384	-9.198516
1.100000	994.419839	-9.367668	994.512092	-9.259819
1.110000	994.325545	-9.429346	994.419190	-9.320634
1.120000	994.230637	-9.490785	994.325681	-9.380960
1.130000	994.135117	-9.551985	994.231572	-9.440800
1.140000	994.038988	-9.612947	994.136867	-9.500153
1.150000	993.942251	-9.673671	994.041571	-9.559022
1.160000	993.844910	-9.734160	993.945688	-9.617406
1.170000	993.746966	-9.794414	993.849224	-9.675307
1.180000	993.648421	-9.854433	993.752184	-9.732726
1.190000	993.549279	-9.914219	993.654571	-9.789664
1.200000	993.449541	-9.973773	993.556392	-9.846122
1.210000	993.349210	-10.033095	993.457650	-9.902103
1.220000	993.248332	-10.087852	993.358351	-9.957606
1.230000	993.146908	-10.142372	993.258500	-10.012634
1.240000	993.044942	-10.196657	993.158100	-10.067188
1.250000	992.942434	-10.250707	993.057158	-10.121270
1.260000	992.839389	-10.304524	992.955677	-10.174881
1.270000	992.735808	-10.358109	992.853662	-10.228022
1.280000	992.631693	-10.411462	992.751118	-10.280696
1.290000	992.527048	-10.464584	992.648049	-10.332904
1.300000	992.421873	-10.517477	992.544461	-10.384648
1.310000	992.316171	-10.570142	992.440358	-10.435930
1.320000	992.209946	-10.622579	992.335744	-10.486752
1.330000	992.103198	-10.674789	992.230624	-10.537115
1.340000	991.995930	-10.726774	992.125003	-10.587022
1.350000	991.888145	-10.778534	992.018885	-10.636474
1.360000	991.779844	-10.830071	991.912275	-10.685474
1.370000	991.671030	-10.881385	991.805177	-10.734024
1.380000	991.561705	-10.932478	991.697596	-10.782126
1.390000	991.451872	-10.983349	991.589536	-10.829781
1.400000	991.341532	-11.034001	991.481002	-10.876993
1.410000	991.230735	-11.079668	991.371998	-10.923763
1.420000	991.119484	-11.125117	991.262528	-10.970094
1.430000	991.007780	-11.170351	991.152598	-11.015987
1.440000	990.895627	-11.215369	991.042210	-11.061446
1.450000	990.783025	-11.260174	990.931370	-11.106473
1.460000	990.669977	-11.304765	990.820082	-11.151070
1.470000	990.556486	-11.349145	990.708350	-11.195239
1.480000	990.442553	-11.393314	990.596179	-11.238982
1.490000	990.328180	-11.437273	990.483572	-11.282303
1.500000	990.213370	-11.481023	990.370534	-11.325204
1.510000	990.098124	-11.524565	990.257069	-11.367687
1.520000	989.982445	-11.567900	990.143182	-11.409755
1.530000	989.866335	-11.611030	990.028875	-11.451411
1.540000	989.749795	-11.653954	989.914155	-11.492656
1.550000	989.632829	-11.696675	989.799024	-11.533493
1.560000	989.515437	-11.739192	989.683486	-11.573926
1.570000	989.397622	-11.781507	989.567547	-11.613956
1.580000	989.279385	-11.823622	989.451208	-11.653587
1.590000	989.160730	-11.865536	989.334476	-11.692821
1.600000	989.041658	-11.907251	989.217353	-11.731660
1.610000	988.922170	-11.948767	989.099844	-11.770108
1.620000	988.802269	-11.990087	988.981952	-11.808166
1.630000	988.681957	-12.031210	988.863682	-11.845839
1.640000	988.561287	-12.066940	988.745037	-11.883128
1.650000	988.440263	-12.102485	988.626021	-11.920035
1.660000	988.318884	-12.137846	988.506638	-11.956565
1.670000	988.197154	-12.173023	988.386891	-11.992719
1.680000	988.075074	-12.208018	988.266784	-12.028501
1.690000	987.952645	-12.242832	988.146322	-12.063913
1.700000	987.829871	-12.277465	988.025507	-12.098957
1.710000	987.706752	-12.311919	987.904344	-12.133637
1.720000	987.583290	-12.346194	987.782836	-12.167955
1.730000	987.459487	-12.380291	987.660986	-12.201915
1.740000	987.335345	-12.414212	987.538799	-12.235518
1.750000	987.210865	-12.447956	987.416277	-12.268768
1.760000	987.086050	-12.481526	987.293425	-12.301668
1.770000	986.960901	-12.514922	987.170245	-12.334219
1.780000	986.835419	-12.548145	987.046741	-12.366426
1.790000	986.709607	-12.581195	986.922917	-12.398290
1.800000	986.583466	-12.614074	986.798777	-12.429814
1.810000	986.456999	-12.646783	986.674322	-12.461002
1.820000	986.330205	-12.679322	986.549558	-12.491856
1.830000	986.203088	-12.711692	986.424486	-12.522379
1.840000	986.075650	-12.743895	986.299111	-12.552574
1.850000	985.947890	-12.775931	986.173436	-12.582442
1.860000	985.819812	-12.807800	986.047463	-12.611988
1.870000	985.691417	-12.839504	985.921197	-12.641213
1.880000	985.562707	-12.871044	985.794640	-12.670121
1.890000	985.433683	-12.902421	985.667796	-12.698715
1.900000	985.304346	-12.933635	985.540667	-12.726996
1.910000	985.174699	-12.964687	985.413257	-12.754968
1.920000	985.044744	-12.995578	985.285569	-12.782633
1.930000	984.914480	-13.026309	985.157605	-12.809995
1.940000	984.783968	-13.051253	985.029370	-12.837055
1.950000	984.653207	-13.076057	984.900865	-12.863817
1.960000	984.522200	-13.100722	984.772094	-12.890283
1.970000	984.390948	-13.125248	984.643060	-12.916456
1.980000	984.259451	-13.149637	984.513766	-12.942339
1.990000	984.127712	-13.173889	984.384215	-12.967934
2.000000	983.995732	-13.198004	984.254409	-12.993243
2.010000	983.863512	-13.221984	984.124351	-13.018270
2.020000	983.731054	-13.245830	983.994044	-13.043017
2.030000	983.598359	-13.269541	983.863491	-13.067487
2.040000	983.465428	-13.293119	983.732695	-13.091682
2.050000	983.332262	-13.316565	983.601659	-13.115605
2.060000	983.198863	-13.339879	983.470384	-13.139259
2.070000	983.065233	-13.363062	983.338874	-13.162645
2.080000	982.931371	-13.386115	983.207132	-13.185767
2.090000	982.797281	-13.409039	983.075160	-13.208627
2.100000	982.662963	-13.431834	982.942960	-13.231228
2.110000	982.528418	-13.454501	982.810536	-13.253571
2.120000	982.393647	-13.477040	982.677890	-13.275661
2.130000	982.258653	-13.499453	982.545024	-13.297498
2.140000	982.123435	-13.521740	982.411941	-13.319086
2.150000	981.987996	-13.543902	982.278643	-13.340427
2.160000	981.852337	-13.565940	982.145133	-13.361523
2.170000	981.716458	-13.587853	982.011413	-13.382378
2.180000	981.580362	-13.609644	981.877486	-13.402992
2.190000	981.444049	-13.631312	981.743354	-13.423369
2.200000	981.307520	-13.652859	981.609020	-13.443511
2.210000	981.170777	-13.674284	981.474485	-13.463421
2.220000	981.033821	-13.695589	981.339752	-13.483100
2.230000	980.896654	-13.716775	981.204823	-13.502552
2.240000	980.759275	-13.737842	981.069702	-13.521778
2.250000	980.621687	-13.758790	980.934389	-13.540780
2.260000	980.483891	-13.779621	980.798887	-13.559562
2.270000	980.345888	-13.800334	980.663198	-13.578124
2.280000	980.207679	-13.820932	980.527325	-13.596471
2.290000	980.069264	-13.841413	980.391269	-13.614603
2.300000	979.930647	-13.861780	980.255034	-13.632523
2.310000	979.791826	-13.882032	980.118620	-13.650233
2.320000	979.652805	-13.902171	979.982030	-13.667735
2.330000	979.513583	-13.922196	979.845266	-13.685032
2.340000	979.374162	-13.942109	979.708330	-13.702126
2.350000	979.234542	-13.961910	979.571224	-13.719018
2.360000	979.094726	-13.981600	979.433950	-13.735712
2.370000	978.954715	-14.001179	979.296510	-13.752208
2.380000	978.814569	-14.014600	979.158906	-13.768510
2.390000	978.674289	-14.027940	979.021141	-13.784619
2.400000	978.533877	-14.041199	978.883215	-13.800537
2.410000	978.393333	-14.054378	978.745131	-13.816267
2.420000	978.252659	-14.067477	978.606890	-13.831810
2.430000	978.111854	-14.080497	978.468495	-13.847168
2.440000	977.970919	-14.093438	978.329947	-13.862343
2.450000	977.829856	-14.106301	978.191249	-13.877338
2.460000	977.688665	-14.119086	978.052401	-13.892154
2.470000	977.547348	-14.131794	977.913406	-13.906794
2.480000	977.405903	-14.144425	977.774266	-13.921258
2.490000	977.264334	-14.156979	977.634982	-13.935550
2.500000	977.122639	-14.169458	977.495555	-13.949671
2.510000	976.980820	-14.181861	977.355989	-13.963622
2.520000	976.838878	-14.194189	977.216283	-13.977406
2.530000	976.696814	-14.206442	977.076441	-13.991025
2.540000	976.554628	-14.218622	976.936464	-14.004480
2.550000	976.412321	-14.230728	976.796352	-14.017773
2.560000	976.269893	-14.242760	976.656109	-14.030906
2.570000	976.127346	-14.254720	976.515735	-14.043881
2.580000	975.984680	-14.266607	976.375232	-14.056700
2.590000	975.841895	-14.278423	976.234601	-14.069363
2.600000	975.698994	-14.290167	976.093845	-14.081874
2.610000	975.555975	-14.301840	975.952964	-14.094233
2.620000	975.412841	-14.313443	975.811961	-14.106443
2.630000	975.269591	-14.324975	975.670836	-14.118505
2.640000	975.126227	-14.336437	975.529591	-14.130421
2.650000	974.982748	-14.347831	975.388228	-14.142192
2.660000	974.839157	-14.359155	975.246748	-14.153820
2.670000	974.695453	-14.370411	975.105152	-14.165307
2.680000	974.551637	-14.381599	974.963442	-14.176654
2.690000	974.407710	-14.392719	974.821619	-14.187863
2.700000	974.263672	-14.403772	974.679685	-14.198935
2.710000	974.119524	-14.414758	974.537641	-14.209872
2.720000	973.975268	-14.425677	974.395488	-14.220676
2.730000	973.830902	-14.436531	974.253228	-14.231348
2.740000	973.686429	-14.447318	974.110862	-14.241890
2.750000	973.541849	-14.458041	973.968391	-14.252302
2.760000	973.397162	-14.468699	973.825816	-14.262587
2.770000	973.252369	-14.479292	973.683139	-14.272747
2.780000	973.107471	-14.489821	973.540361	-14.282781
2.790000	972.962468	-14.500287	973.397484	-14.292693
2.800000	972.817361	-14.510689	973.254508	-14.302483
2.810000	972.672151	-14.521029	973.111435	-14.312153
2.820000	972.526837	-14.531305	972.968265	-14.321704
2.830000	972.381422	-14.541520	972.825001	-14.331137
2.840000	972.235906	-14.551673	972.681643	-14.340454
2.850000	972.090288	-14.561764	972.538192	-14.349657
2.860000	971.944570	-14.571795	972.394650	-14.358746
2.870000	971.798752	-14.581765	972.251018	-14.367724
2.880000	971.652836	-14.591674	972.107296	-14.376590
2.890000	971.506820	-14.601524	971.963486	-14.385347
2.900000	971.360707	-14.611314	971.819590	-14.393996
2.910000	971.214497	-14.621044	971.675607	-14.402538
2.920000	971.068190	-14.630716	971.531539	-14.410974
2.930000	970.921786	-14.640330	971.387388	-14.419306
2.940000	970.775287	-14.649885	971.243153	-14.427535
2.950000	970.628694	-14.659383	971.098837	-14.435662
2.960000	970.482005	-14.668823	970.954440	-14.443688
2.970000	970.335223	-14.678206	970.809964	-14.451614
2.980000	970.188348	-14.687532	970.665409	-14.459442
2.990000	970.041380	-14.696802	970.520775	-14.467173
3.000000	969.894320	-14.706015	970.376065	-14.474808
3.010000	969.747168	-14.715173	970.231280	-14.482348
3.020000	969.599925	-14.724276	970.086419	-14.489795
3.030000	969.452592	-14.733324	969.941484	-14.497148
3.040000	969.305169	-14.742316	969.796476	-14.504410
3.050000	969.157656	-14.751255	969.651396	-14.511582
3.060000	969.010055	-14.760139	969.506245	-14.518665
3.070000	968.862365	-14.768970	969.361023	-14.525659
3.080000	968.714588	-14.777747	969.215732	-14.532565
3.090000	968.566723	-14.786471	969.070372	-14.539386
3.100000	968.418772	-14.795143	968.924944	-14.546122
3.110000	968.270734	-14.803762	968.779450	-14.552773
3.120000	968.122611	-14.812329	968.633889	-14.559341
3.130000	967.974402	-14.820844	968.488263	-14.565827
3.140000	967.826109	-14.829307	968.342573	-14.572232
3.150000	967.677732	-14.837720	968.196819	-14.578557
3.160000	967.529271	-14.846081	968.051002	-14.584803
3.170000	967.380727	-14.854392	967.905123	-14.590971
3.180000	967.232101	-14.862653	967.759183	-14.597061
3.190000	967.083392	-14.870863	967.613182	-14.603075
3.200000	966.934602	-14.879024	967.467122	-14.609013
3.210000	966.785731	-14.887136	967.321002	-14.614877
3.220000	966.636779	-14.895199	967.174824	-14.620668
3.230000	966.487746	-14.903212	967.028589	-14.626386
3.240000	966.338635	-14.911178	966.882297	-14.632032
3.250000	966.189444	-14.919095	966.735949	-14.637607
3.260000	966.040174	-14.926964	966.589545	-14.643112
3.270000	965.890826	-14.934786	966.443087	-14.648548
3.280000	965.741401	-14.942560	966.296574	-14.653915
3.290000	965.591898	-14.950288	966.150009	-14.659215
3.300000	965.442318	-14.957968	966.003390	-14.664448
3.310000	965.292662	-14.965603	965.856720	-14.669615
3.320000	965.142930	-14.973191	965.709998	-14.674718
3.330000	964.993123	-14.980733	965.563226	-14.679755
3.340000	964.843241	-14.988229	965.416403	-14.684730
3.350000	964.693284	-14.995681	965.269531	-14.689642
3.360000	964.543253	-15.003087	965.122611	-14.694491
3.370000	964.393213	-15.003967	964.975642	-14.699280
3.380000	964.243165	-15.004841	964.828625	-14.704008
3.390000	964.093108	-15.005710	964.681562	-14.708677
3.400000	963.943042	-15.006573	964.534452	-14.713286
3.410000	963.792968	-15.007430	964.387296	-14.717838
3.420000	963.642885	-15.008282	964.240095	-14.722331
3.430000	963.492794	-15.009128	964.092850	-14.726768
3.440000	963.342694	-15.009969	963.945560	-14.731149
3.450000	963.192586	-15.010804	963.798227	-14.735475
3.460000	963.042469	-15.011634	963.650851	-14.739746
3.470000	962.892345	-15.012459	963.503432	-14.743962
3.480000	962.742212	-15.013278	963.355972	-14.748126
3.490000	962.592071	-15.014092	963.208470	-14.752236
3.500000	962.441922	-15.014901	963.060927	-14.756295
3.510000	962.291765	-15.015704	962.913344	-14.760302
3.520000	962.141600	-15.016503	962.765721	-14.764258
3.530000	961.991427	-15.017296	962.618059	-14.768165
3.540000	961.841246	-15.018084	962.470358	-14.772021
3.550000	961.691058	-15.018866	962.322619	-14.775829
3.560000	961.540861	-15.019644	962.174842	-14.779589
3.570000	961.390657	-15.020417	962.027027	-14.783300
3.580000	961.240445	-15.021185	961.879176	-14.786965
3.590000	961.090226	-15.021947	961.731288	-14.790583
3.600000	960.939999	-15.022705	961.583364	-14.794155
3.610000	960.789764	-15.023458	961.435405	-14.797682
3.620000	960.639522	-15.024206	961.287411	-14.801164
3.630000	960.489273	-15.024949	961.139382	-14.804602
3.640000	960.339016	-15.025687	960.991319	-14.807996
3.650000	960.188751	-15.026421	960.843222	-14.811347
3.660000	960.038480	-15.027150	960.695092	-14.814656
3.670000	959.888201	-15.027874	960.546929	-14.817922
3.680000	959.737915	-15.028593	960.398734	-14.821147
3.690000	959.587622	-15.029308	960.250506	-14.824330
3.700000	959.437322	-15.030018	960.102247	-14.827473
3.710000	959.287015	-15.030724	959.953957	-14.830577
3.720000	959.136701	-15.031424	959.805636	-14.833640
3.730000	958.986379	-15.032121	959.657284	-14.836665
3.740000	958.836051	-15.032813	959.508903	-14.839651
3.750000	958.685716	-15.033500	959.360492	-14.842599
3.760000	958.535374	-15.034183	959.212051	-14.845510
3.770000	958.385026	-15.034861	959.063582	-14.848383
3.780000	958.234670	-15.035536	958.915083	-14.851220
3.790000	958.084308	-15.036205	958.766557	-14.854020
3.800000	957.933940	-15.036871	958.618003	-14.856785
3.810000	957.783564	-15.037532	958.469422	-14.859515
3.820000	957.633182	-15.038189	958.320813	-14.862210
3.830000	957.482794	-15.038841	958.172178	-14.864870
3.840000	957.332399	-15.039489	958.023516	-14.867497
3.850000	957.181998	-15.040133	957.874828	-14.870090
3.860000	957.031590	-15.040773	957.726114	-14.872650
3.870000	956.881176	-15.041409	957.577375	-14.875177
3.880000	956.730756	-15.042041	957.428611	-14.877672
3.890000	956.580329	-15.042668	957.279822	-14.880135
3.900000	956.429896	-15.043292	957.131008	-14.882566
3.910000	956.279457	-15.043911	956.982170	-14.884967
3.920000	956.129012	-15.044527	956.833309	-14.887337
3.930000	955.978560	-15.045138	956.684424	-14.889676
3.940000	955.828103	-15.045746	956.535515	-14.891986
3.950000	955.677639	-15.046349	956.386584	-14.894266
3.960000	955.527170	-15.046949	956.237630	-14.896517
3.970000	955.376694	-15.047545	956.088654	-14.898739
3.980000	955.226213	-15.048137	955.939655	-14.900933
3.990000	955.075726	-15.048725	955.790635	-14.903099
4.000000	954.925233	-15.049309	955.641594	-14.905237
4.010000	954.774734	-15.049890	955.492531	-14.907347
4.020000	954.624229	-15.050466	955.343447	-14.909431
4.030000	954.473719	-15.051039	955.194342	-14.911488
4.040000	954.323203	-15.051609	955.045217	-14.913518
4.050000	954.172681	-15.052174	954.896072	-14.915523
4.060000	954.022153	-15.052736	954.746907	-14.917502
4.070000	953.871621	-15.053294	954.597722	-14.919456
4.080000	953.721082	-15.053849	954.448518	-14.921384
4.090000	953.570538	-15.054400	954.299294	-14.923288
4.100000	953.419989	-15.054947	954.150052	-14.925168
4.110000	953.269434	-15.055491	954.000791	-14.927023
4.120000	953.118873	-15.056032	953.851512	-14.928855
4.130000	952.968308	-15.056569	953.702214	-14.930663
4.140000	952.817737	-15.057102	953.552898	-14.932448
4.150000	952.667160	-15.057632	953.403565	-14.934210
4.160000	952.516579	-15.058159	953.254214	-14.935949
4.170000	952.365992	-15.058682	953.104846	-14.937667
4.180000	952.215400	-15.059202	952.955461	-14.939362
4.190000	952.064803	-15.059718	952.806059	-14.941035
4.200000	951.914200	-15.060231	952.656640	-14.942687
4.210000	951.763593	-15.060741	952.507205	-14.944318
4.220000	951.612980	-15.061247	952.357754	-14.945928
4.230000	951.462363	-15.061750	952.208287	-14.947517
4.240000	951.311740	-15.062250	952.058804	-14.949086
4.250000	951.161113	-15.062747	951.909305	-14.950635
4.260000	951.010481	-15.063240	951.759791	-14.952164
4.270000	950.859843	-15.063730	951.610262	-14.953673
4.280000	950.709201	-15.064217	951.460718	-14.955163
4.290000	950.558554	-15.064701	951.311159	-14.956633
4.300000	950.407902	-15.065182	951.161585	-14.958085
4.310000	950.257246	-15.065660	951.011997	-14.959518
4.320000	950.106584	-15.066134	950.862395	-14.960933
4.330000	949.955918	-15.066606	950.712779	-14.962330
4.340000	949.805248	-15.067074	950.563148	-14.963708
4.350000	949.654572	-15.067539	950.413504	-14.965069
4.360000	949.503892	-15.068002	950.263847	-14.966413
4.370000	949.353208	-15.068461	950.114176	-14.967739
4.380000	949.202518	-15.068917	949.964492	-14.969048
4.390000	949.051825	-15.069371	949.814795	-14.970341
4.400000	948.901126	-15.069821	949.665086	-14.971616
4.410000	948.750424	-15.070269	949.515363	-14.972876
4.420000	948.599717	-15.070713	949.365628	-14.974119
4.430000	948.449005	-15.071155	949.215881	-14.975346
4.440000	948.298289	-15.071594	949.066121	-14.976557
4.450000	948.147569	-15.072030	948.916350	-14.977753
4.460000	947.996844	-15.072463	948.766566	-14.978934
4.470000	947.846115	-15.072894	948.616771	-14.980099
4.480000	947.695382	-15.073322	948.466964	-14.981249
4.490000	947.544645	-15.073746	948.317146	-14.982385
4.500000	947.393903	-15.074169	948.167317	-14.983506
4.510000	947.243157	-15.074588	948.017476	-14.984612
4.520000	947.092407	-15.075005	947.867624	-14.985704
4.530000	946.941653	-15.075419	947.717762	-14.986782
4.540000	946.790895	-15.075830	947.567889	-14.987847
4.550000	946.640132	-15.076238	947.418005	-14.988897
4.560000	946.489366	-15.076644	947.268111	-14.989934
4.570000	946.338595	-15.077048	947.118206	-14.990958
4.580000	946.187821	-15.077449	946.968292	-14.991969
4.590000	946.037042	-15.077847	946.818367	-14.992966
4.600000	945.886260	-15.078242	946.668433	-14.993951
4.610000	945.735473	-15.078635	946.518488	-14.994923
4.620000	945.584683	-15.079026	946.368534	-14.995883
4.630000	945.433889	-15.079414	946.218571	-14.996830
4.640000	945.283091	-15.079799	946.068598	-14.997765
4.650000	945.132289	-15.080182	945.918615	-14.998688
4.660000	944.981484	-15.080562	945.768624	-14.999599
4.670000	944.830674	-15.080940	945.618623	-15.000498
4.680000	944.679861	-15.081316	945.468614	-15.001386
4.690000	944.529044	-15.081689	945.318596	-15.002263
4.700000	944.378224	-15.082059	945.168569	-15.003128
4.710000	944.227399	-15.082428	945.018533	-15.003981
4.720000	944.076571	-15.082794	944.868489	-15.004824
4.730000	943.925740	-15.083157	944.718437	-15.005656
4.740000	943.774905	-15.083518	944.568376	-15.006478
4.750000	943.624066	-15.083877	944.418307	-15.007289
4.760000	943.473224	-15.084234	944.268230	-15.008089
4.770000	943.322378	-15.084588	944.118145	-15.008879
4.780000	943.171528	-15.084940	943.968053	-15.009659
4.790000	943.020675	-15.085289	943.817952	-15.010429
4.800000	942.869819	-15.085636	943.667844	-15.011188
4.810000	942.718959	-15.085982	943.517729	-15.011938
4.820000	942.568096	-15.086324	943.367605	-15.012679
4.830000	942.417229	-15.086665	943.217475	-15.013410
4.840000	942.266359	-15.087003	943.067337	-15.014131
4.850000	942.115486	-15.087340	942.917192	-15.014843
4.860000	941.964609	-15.087674	942.767040	-15.015546
4.870000	941.813729	-15.088006	942.616882	-15.016240
4.880000	941.662846	-15.088335	942.466716	-15.016925
4.890000	941.511959	-15.088663	942.316543	-15.017601
4.900000	941.361069	-15.088988	942.166364	-15.018269
4.910000	941.210176	-15.089312	942.016178	-15.018927
4.920000	941.059280	-15.089633	941.865985	-15.019578
4.930000	940.908380	-15.089952	941.715786	-15.020220
4.940000	940.757478	-15.090269	941.565581	-15.020853
4.950000	940.606572	-15.090584	941.415369	-15.021479
4.960000	940.455663	-15.090897	941.265151	-15.022096
4.970000	940.304751	-15.091208	941.114927	-15.022706
4.980000	940.153835	-15.091517	940.964697	-15.023307
4.990000	940.002917	-15.091824	940.814461	-15.023901
5.000000	939.851996	-15.092129	940.664219	-15.024487
5.010000	939.701072	-15.092432	940.513971	-15.025066
5.020000	939.550144	-15.092733	940.363718	-15.025637
5.030000	939.399214	-15.093032	940.213459	-15.026201
5.040000	939.248281	-15.093329	940.063194	-15.026757
5.050000	939.097344	-15.093625	939.912924	-15.027307
5.060000	938.946405	-15.093918	939.762648	-15.027849
5.070000	938.795463	-15.094209	939.612367	-15.028384
5.080000	938.644518	-15.094499	939.462080	-15.028913
5.090000	938.493570	-15.094787	939.311788	-15.029434
5.100000	938.342620	-15.095072	939.161491	-15.029949
5.110000	938.191666	-15.095356	939.011189	-15.030457
5.120000	938.040710	-15.095638	938.860882	-15.030959
5.130000	937.889750	-15.095919	938.710570	-15.031454
5.140000	937.738788	-15.096197	938.560253	-15.031943
5.150000	937.587824	-15.096474	938.409931	-15.032425
5.160000	937.436856	-15.096749	938.259605	-15.032901
