
0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	
0.000000 	-0.002201 	-0.011783 	-0.044662 	-0.089262 	-0.158876 	-0.217873 	-0.273656 	-0.281800 	-0.263682 	-0.195456 	-0.119759 	-0.026641 	0.047857 	0.120033 	0.172501 	0.227017 	0.275008 	0.337289 	0.399389 	0.475726 	0.536372 	0.589025 	0.597364 	0.579241 	0.514710 	0.438130 	0.341176 	0.252492 	0.161430 	0.080305 	0.000000 	
0.000000 	-0.011799 	-0.051250 	-0.118352 	-0.245405 	-0.385777 	-0.553993 	-0.658452 	-0.710578 	-0.639164 	-0.510985 	-0.309699 	-0.125062 	0.062731 	0.201926 	0.332950 	0.435581 	0.555582 	0.675390 	0.832293 	0.983661 	1.146367 	1.245280 	1.291528 	1.226536 	1.104652 	0.911714 	0.719751 	0.514370 	0.335688 	0.161414 	0.000000 	
0.000000 	-0.044740 	-0.118459 	-0.274089 	-0.484764 	-0.786733 	-1.069841 	-1.320174 	-1.380994 	-1.293218 	-1.008753 	-0.679482 	-0.312124 	-0.018119 	0.248179 	0.443194 	0.638336 	0.816439 	1.045989 	1.291351 	1.593735 	1.861043 	2.086537 	2.141505 	2.060300 	1.802683 	1.492100 	1.134372 	0.818088 	0.514263 	0.252414 	0.000000 	
0.000000 	-0.089515 	-0.245832 	-0.485181 	-0.880515 	-1.355747 	-1.912622 	-2.328542 	-2.498895 	-2.295879 	-1.838240 	-1.222269 	-0.667740 	-0.162615 	0.207554 	0.533118 	0.792736 	1.090263 	1.408335 	1.830689 	2.287941 	2.792156 	3.160252 	3.307505 	3.128916 	2.721058 	2.164496 	1.637329 	1.133956 	0.719324 	0.340924 	0.000000 	
0.000000 	-0.159548 	-0.387007 	-0.788224 	-1.356981 	-2.169769 	-3.072219 	-3.911156 	-4.157503 	-3.876764 	-2.988890 	-2.019094 	-1.110818 	-0.420449 	0.144584 	0.553411 	0.944030 	1.316332 	1.802256 	2.378915 	3.130442 	3.929452 	4.656692 	4.869152 	4.623689 	3.851445 	2.991100 	2.163269 	1.490613 	0.910488 	0.437459 	0.000000 	
0.000000 	-0.219485 	-0.556984 	-1.073779 	-1.916672 	-3.075165 	-4.622918 	-6.241676 	-6.630346 	-6.213038 	-4.538291 	-2.912488 	-1.651769 	-0.667542 	0.018195 	0.578693 	1.027648 	1.538344 	2.126123 	2.949429 	3.994802 	5.343143 	6.735554 	7.068125 	6.708580 	5.263880 	3.848536 	2.717036 	1.798772 	1.101672 	0.513105 	0.000000 	
0.000000 	-0.277162 	-0.665108 	-1.329101 	-2.338488 	-3.920035 	-6.246987 	-10.000000 	-10.000000 	-10.000000 	-6.167362 	-3.754314 	-2.059271 	-0.907775 	-0.051113 	0.552315 	1.110486 	1.658557 	2.393635 	3.356002 	4.764776 	6.776244 	10.000000 	10.000000 	10.000000 	6.703395 	4.614942 	3.119114 	2.051450 	1.219939 	0.575754 	0.000000 	
0.000000 	-0.288951 	-0.724124 	-1.399651 	-2.520201 	-4.178048 	-6.644312 	-10.000000 	-10.000000 	-10.000000 	-6.566038 	-4.009589 	-2.239951 	-0.966706 	-0.108721 	0.569375 	1.111682 	1.728605 	2.463123 	3.528248 	4.998432 	7.126883 	10.000000 	10.000000 	10.000000 	7.054563 	4.849194 	3.286581 	2.123185 	1.278133 	0.590304 	0.000000 	
0.000000 	-0.277162 	-0.665108 	-1.329101 	-2.338488 	-3.920035 	-6.246987 	-10.000000 	-10.000000 	-10.000000 	-6.167362 	-3.754314 	-2.059271 	-0.907775 	-0.051113 	0.552315 	1.110486 	1.658557 	2.393635 	3.356002 	4.764776 	6.776244 	10.000000 	10.000000 	10.000000 	6.703395 	4.614942 	3.119114 	2.051450 	1.219939 	0.575754 	0.000000 	
