time	x	y	v_x	v_y
44400.000000	-212409937.515061	322178729.092996	-4428.833414	7000.029927	19628565.472402
44460.000000	-212675664.858417	322598726.851664	-4428.744736	6999.895419	19627779.733199
44520.000000	-212941386.888043	323018716.550160	-4428.656290	6999.761255	19626996.056655
44580.000000	-213207103.617772	323438698.209046	-4428.568073	6999.627432	19626214.434623
44640.000000	-213472815.061386	323858671.848806	-4428.480086	6999.493950	19625434.859000
44700.000000	-213738521.232609	324278637.489848	-4428.392327	6999.360808	19624657.321725
44760.000000	-214004222.145115	324698595.152497	-4428.304795	6999.228003	19623881.814777
44820.000000	-214269917.812522	325118544.857004	-4428.217490	6999.095536	19623108.330182
44880.000000	-214535608.248397	325538486.623541	-4428.130410	6998.963404	19622336.860003
44940.000000	-214801293.466253	325958420.472204	-4428.043556	6998.831607	19621567.396347
45000.000000	-215066973.479550	326378346.423011	-4427.956925	6998.700142	19620799.931362
45060.000000	-215332648.301698	326798264.495905	-4427.870517	6998.569009	19620034.457238
45120.000000	-215598317.946051	327218174.710753	-4427.784332	6998.438207	19619270.966205
45180.000000	-215863982.425916	327638077.087347	-4427.698367	6998.307734	19618509.450531
45240.000000	-216129641.754546	328057971.645401	-4427.612624	6998.177589	19617749.902529
45300.000000	-216395295.945142	328477858.404559	-4427.527099	6998.047771	19616992.314548
45360.000000	-216660945.010856	328897737.384388	-4427.441794	6997.918278	19616236.678979
45420.000000	-216926588.964788	329317608.604381	-4427.356707	6997.789109	19615482.988251
45480.000000	-217192227.819989	329737472.083959	-4427.271836	6997.660264	19614731.234834
45540.000000	-217457861.589459	330157327.842468	-4427.187182	6997.531740	19613981.411235
45600.000000	-217723490.286147	330577175.899182	-4427.102743	6997.403537	19613233.510001
45660.000000	-217989113.922955	330997016.273303	-4427.018519	6997.275653	19612487.523716
45720.000000	-218254732.512734	331416848.983960	-4426.934509	6997.148088	19611743.445005
45780.000000	-218520346.068285	331836674.050212	-4426.850712	6997.020840	19611001.266528
45840.000000	-218785954.602362	332256491.491044	-4426.767126	6996.893907	19610260.980984
45900.000000	-219051558.127670	332676301.325374	-4426.683752	6996.767289	19609522.581109
45960.000000	-219317156.656864	333096103.572044	-4426.600589	6996.640985	19608786.059677
46020.000000	-219582750.202554	333515898.249831	-4426.517635	6996.514993	19608051.409499
46080.000000	-219848338.777298	333935685.377438	-4426.434891	6996.389312	19607318.623422
46140.000000	-220113922.393610	334355464.973502	-4426.352354	6996.263941	19606587.694329
46200.000000	-220379501.063955	334775237.056587	-4426.270025	6996.138879	19605858.615141
46260.000000	-220645074.800750	335195001.645191	-4426.187902	6996.014125	19605131.378814
46320.000000	-220910643.616368	335614758.757743	-4426.105986	6995.889678	19604405.978340
46380.000000	-221176207.523133	336034508.412602	-4426.024274	6995.765535	19603682.406747
46440.000000	-221441766.533322	336454250.628062	-4425.942766	6995.641697	19602960.657097
46500.000000	-221707320.659168	336873985.422346	-4425.861462	6995.518163	19602240.722488
46560.000000	-221972869.912855	337293712.813613	-4425.780361	6995.394930	19601522.596054
46620.000000	-222238414.306526	337713432.819954	-4425.699462	6995.271998	19600806.270963
46680.000000	-222503953.852273	338133145.459392	-4425.618763	6995.149366	19600091.740415
46740.000000	-222769488.562146	338552850.749887	-4425.538266	6995.027033	19599378.997649
46800.000000	-223035018.448150	338972548.709329	-4425.457968	6994.904998	19598668.035934
46860.000000	-223300543.522244	339392239.355545	-4425.377869	6994.783259	19597958.848575
46920.000000	-223566063.796343	339811922.706298	-4425.297968	6994.661815	19597251.428909
46980.000000	-223831579.282317	340231598.779283	-4425.218264	6994.540666	19596545.770308
47040.000000	-224097089.991992	340651267.592132	-4425.138758	6994.419811	19595841.866177
47100.000000	-224362595.937151	341070929.162412	-4425.059447	6994.299247	19595139.709954
47160.000000	-224628097.129532	341490583.507628	-4424.980332	6994.178975	19594439.295107
47220.000000	-224893593.580830	341910230.645219	-4424.901411	6994.058993	19593740.615141
47280.000000	-225159085.302697	342329870.592562	-4424.822684	6993.939300	19593043.663591
47340.000000	-225424572.306742	342749503.366969	-4424.744150	6993.819895	19592348.434024
47400.000000	-225690054.604530	343169128.985692	-4424.665808	6993.700777	19591654.920039
47460.000000	-225955532.207585	343588747.465920	-4424.587659	6993.581945	19590963.115268
47520.000000	-226221005.127387	344008358.824777	-4424.509700	6993.463398	19590273.013373
47580.000000	-226486473.375375	344427963.079329	-4424.431931	6993.345135	19589584.608050
47640.000000	-226751936.962945	344847560.246579	-4424.354352	6993.227154	19588897.893022
47700.000000	-227017395.901451	345267150.343467	-4424.276962	6993.109456	19588212.862047
47760.000000	-227282850.202207	345686733.386874	-4424.199761	6992.992038	19587529.508911
47820.000000	-227548299.876485	346106309.393620	-4424.122746	6992.874900	19586847.827433
47880.000000	-227813744.935513	346525878.380465	-4424.045919	6992.758041	19586167.811460
47940.000000	-228079185.390482	346945440.364109	-4423.969278	6992.641460	19585489.454871
48000.000000	-228344621.252541	347364995.361190	-4423.892822	6992.525156	19584812.751575
48060.000000	-228610052.532797	347784543.388289	-4423.816551	6992.409127	19584137.695509
48120.000000	-228875479.242317	348204084.461927	-4423.740464	6992.293373	19583464.280642
48180.000000	-229140901.392129	348623618.598566	-4423.664560	6992.177894	19582792.500971
48240.000000	-229406318.993220	349043145.814609	-4423.588840	6992.062687	19582122.350523
48300.000000	-229671732.056537	349462666.126402	-4423.513301	6991.947752	19581453.823354
48360.000000	-229937140.592989	349882179.550231	-4423.437944	6991.833088	19580786.913550
48420.000000	-230202544.613443	350301686.102325	-4423.362768	6991.718694	19580121.615223
48480.000000	-230467944.128728	350721185.798856	-4423.287772	6991.604569	19579457.922516
48540.000000	-230733339.149634	351140678.655938	-4423.212955	6991.490712	19578795.829600
48600.000000	-230998729.686914	351560164.689627	-4423.138317	6991.377122	19578135.330674
48660.000000	-231264115.751278	351979643.915926	-4423.063858	6991.263799	19577476.419965
48720.000000	-231529497.353400	352399116.350777	-4422.989576	6991.150740	19576819.091729
48780.000000	-231794874.503917	352818582.010069	-4422.915471	6991.037947	19576163.340247
48840.000000	-232060247.213426	353238040.909634	-4422.841542	6990.925416	19575509.159830
48900.000000	-232325615.492486	353657493.065247	-4422.767789	6990.813148	19574856.544817
48960.000000	-232590979.351619	354076938.492629	-4422.694211	6990.701142	19574205.489572
49020.000000	-232856338.801308	354496377.207447	-4422.620808	6990.589396	19573555.988487
49080.000000	-233121693.852002	354915809.225310	-4422.547578	6990.477910	19572908.035981
49140.000000	-233387044.514109	355335234.561776	-4422.474521	6990.366682	19572261.626501
49200.000000	-233652390.798001	355754653.232345	-4422.401637	6990.255713	19571616.754519
49260.000000	-233917732.714014	356174065.252466	-4422.328925	6990.145001	19570973.414533
49320.000000	-234183070.272447	356593470.637531	-4422.256384	6990.034544	19570331.601070
49380.000000	-234448403.483562	357012869.402882	-4422.184014	6989.924343	19569691.308679
49440.000000	-234713732.357586	357432261.563805	-4422.111815	6989.814397	19569052.531939
49500.000000	-234979056.904707	357851647.135534	-4422.039784	6989.704703	19568415.265453
49560.000000	-235244377.135079	358271026.133249	-4421.967923	6989.595263	19567779.503848
49620.000000	-235509693.058821	358690398.572078	-4421.896230	6989.486074	19567145.241781
49680.000000	-235775004.686015	359109764.467098	-4421.824705	6989.377135	19566512.473930
49740.000000	-236040312.026706	359529123.833331	-4421.753346	6989.268447	19565881.195000
49800.000000	-236305615.090908	359948476.685750	-4421.682155	6989.160008	19565251.399721
49860.000000	-236570913.888595	360367823.039274	-4421.611129	6989.051817	19564623.082848
49920.000000	-236836208.429709	360787162.908773	-4421.540269	6988.943874	19563996.239161
49980.000000	-237101498.724156	361206496.309063	-4421.469573	6988.836177	19563370.863463
50040.000000	-237366784.781808	361625823.254910	-4421.399042	6988.728726	19562746.950584
50100.000000	-237632066.612502	362045143.761031	-4421.328675	6988.621519	19562124.495376
50160.000000	-237897344.226040	362464457.842091	-4421.258470	6988.514557	19561503.492717
50220.000000	-238162617.632192	362883765.512705	-4421.188428	6988.407837	19560883.937508
50280.000000	-238427886.840691	363303066.787438	-4421.118548	6988.301361	19560265.824673
50340.000000	-238693151.861239	363722361.680804	-4421.048830	6988.195125	19559649.149163
50400.000000	-238958412.703502	364141650.207269	-4420.979272	6988.089130	19559033.905950
50460.000000	-239223669.377113	364560932.381251	-4420.909875	6987.983376	19558420.090028
50520.000000	-239488921.891673	364980208.217114	-4420.840637	6987.877860	19557807.696419
50580.000000	-239754170.256748	365399477.729179	-4420.771559	6987.772582	19557196.720165
50640.000000	-240019414.481872	365818740.931714	-4420.702639	6987.667542	19556587.156330
50700.000000	-240284654.576545	366237997.838941	-4420.633877	6987.562738	19555979.000004
50760.000000	-240549890.550235	366657248.465032	-4420.565272	6987.458171	19555372.246298
50820.000000	-240815122.412377	367076492.824112	-4420.496825	6987.353838	19554766.890347
50880.000000	-241080350.172374	367495730.930259	-4420.428534	6987.249739	19554162.927306
50940.000000	-241345573.839596	367914962.797501	-4420.360399	6987.145874	19553560.352356
51000.000000	-241610793.423381	368334188.439821	-4420.292420	6987.042242	19552959.160696
51060.000000	-241876008.933036	368753407.871153	-4420.224595	6986.938841	19552359.347552
51120.000000	-242141220.377834	369172621.105387	-4420.156924	6986.835672	19551760.908167
51180.000000	-242406427.767019	369591828.156362	-4420.089408	6986.732732	19551163.837810
51240.000000	-242671631.109799	370011029.037874	-4420.022044	6986.630023	19550568.131770
51300.000000	-242936830.415356	370430223.763671	-4419.954833	6986.527542	19549973.785358
51360.000000	-243202025.692837	370849412.347455	-4419.887775	6986.425289	19549380.793905
51420.000000	-243467216.951359	371268594.802883	-4419.820868	6986.323263	19548789.152767
51480.000000	-243732404.200007	371687771.143566	-4419.754112	6986.221464	19548198.857317
51540.000000	-243997587.447837	372106941.383069	-4419.687507	6986.119890	19547609.902952
51600.000000	-244262766.703872	372526105.534911	-4419.621052	6986.018542	19547022.285089
51660.000000	-244527941.977106	372945263.612569	-4419.554747	6985.917417	19546435.999166
51720.000000	-244793113.276502	373364415.629471	-4419.488591	6985.816516	19545851.040643
51780.000000	-245058280.610993	373783561.599003	-4419.422583	6985.715838	19545267.404998
51840.000000	-245323443.989482	374202701.534506	-4419.356724	6985.615382	19544685.087732
51900.000000	-245588603.420840	374621835.449277	-4419.291012	6985.515147	19544104.084366
51960.000000	-245853758.913909	375040963.356567	-4419.225448	6985.415133	19543524.390441
52020.000000	-246118910.477504	375460085.269587	-4419.160030	6985.315338	19542946.001517
52080.000000	-246384058.120406	375879201.201499	-4419.094758	6985.215762	19542368.913176
52140.000000	-246649201.851370	376298311.165427	-4419.029632	6985.116405	19541793.121019
52200.000000	-246914341.679119	376717415.174447	-4418.964651	6985.017265	19541218.620667
52260.000000	-247179477.612348	377136513.241596	-4418.899814	6984.918342	19540645.407762
52320.000000	-247444609.659722	377555605.379864	-4418.835122	6984.819636	19540073.477962
52380.000000	-247709737.829880	377974691.602201	-4418.770574	6984.721145	19539502.826950
52440.000000	-247974862.131427	378393771.921514	-4418.706168	6984.622868	19538933.450423
52500.000000	-248239982.572943	378812846.350668	-4418.641906	6984.524806	19538365.344101
52560.000000	-248505099.162980	379231914.902484	-4418.577786	6984.426957	19537798.503721
52620.000000	-248770211.910058	379650977.589742	-4418.513807	6984.329320	19537232.925041
52680.000000	-249035320.822671	380070034.425181	-4418.449970	6984.231896	19536668.603837
52740.000000	-249300425.909284	380489085.421498	-4418.386274	6984.134683	19536105.535904
52800.000000	-249565527.178336	380908130.591348	-4418.322718	6984.037680	19535543.717055
52860.000000	-249830624.638234	381327169.947345	-4418.259302	6983.940888	19534983.143123
52920.000000	-250095718.297361	381746203.502061	-4418.196025	6983.844304	19534423.809959
52980.000000	-250360808.164070	382165231.268030	-4418.132888	6983.747929	19533865.713432
53040.000000	-250625894.246687	382584253.257741	-4418.069889	6983.651762	19533308.849429
53100.000000	-250890976.553510	383003269.483646	-4418.007028	6983.555802	19532753.213858
53160.000000	-251156055.092811	383422279.958156	-4417.944305	6983.460049	19532198.802642
53220.000000	-251421129.872834	383841284.693639	-4417.881719	6983.364501	19531645.611724
53280.000000	-251686200.901795	384260283.702427	-4417.819269	6983.269159	19531093.637063
53340.000000	-251951268.187884	384679276.996809	-4417.756956	6983.174021	19530542.874638
53400.000000	-252216331.739264	385098264.589037	-4417.694779	6983.079087	19529993.320445
53460.000000	-252481391.564072	385517246.491321	-4417.632737	6982.984356	19529444.970496
53520.000000	-252746447.670415	385936222.715833	-4417.570830	6982.889828	19528897.820824
53580.000000	-253011500.066378	386355193.274705	-4417.509058	6982.795501	19528351.867477
53640.000000	-253276548.760017	386774158.180031	-4417.447419	6982.701376	19527807.106521
53700.000000	-253541593.759361	387193117.443865	-4417.385914	6982.607452	19527263.534038
53760.000000	-253806635.072415	387612071.078224	-4417.324543	6982.513727	19526721.146129
53820.000000	-254071672.707157	388031019.095086	-4417.263304	6982.420202	19526179.938913
53880.000000	-254336706.671539	388449961.506388	-4417.202197	6982.326875	19525639.908522
53940.000000	-254601736.973486	388868898.324033	-4417.141223	6982.233746	19525101.051109
54000.000000	-254866763.620899	389287829.559883	-4417.080380	6982.140815	19524563.362842
54060.000000	-255131786.621652	389706755.225763	-4417.019667	6982.048080	19524026.839905
54120.000000	-255396805.983595	390125675.333461	-4416.959086	6981.955542	19523491.478500
54180.000000	-255661821.714551	390544589.894726	-4416.898634	6981.863199	19522957.274845
54240.000000	-255926833.822318	390963498.921272	-4416.838313	6981.771051	19522424.225175
54300.000000	-256191842.314671	391382402.424773	-4416.778120	6981.679098	19521892.325740
54360.000000	-256456847.199357	391801300.416868	-4416.718057	6981.587338	19521361.572808
54420.000000	-256721848.484099	392220192.909157	-4416.658122	6981.495771	19520831.962662
54480.000000	-256986846.176595	392639079.913207	-4416.598316	6981.404396	19520303.491601
54540.000000	-257251840.284519	393057961.440544	-4416.538637	6981.313214	19519776.155940
54600.000000	-257516830.815521	393476837.502660	-4416.479085	6981.222222	19519249.952011
54660.000000	-257781817.777223	393895708.111011	-4416.419660	6981.131421	19518724.876161
54720.000000	-258046801.177226	394314573.277016	-4416.360361	6981.040810	19518200.924753
54780.000000	-258311781.023106	394733433.012057	-4416.301189	6980.950389	19517678.094166
54840.000000	-258576757.322414	395152287.327483	-4416.242142	6980.860157	19517156.380792
54900.000000	-258841730.082677	395571136.234606	-4416.183221	6980.770112	19516635.781043
54960.000000	-259106699.311399	395989979.744700	-4416.124424	6980.680256	19516116.291343
55020.000000	-259371665.016057	396408817.869008	-4416.065752	6980.590586	19515597.908132
55080.000000	-259636627.204109	396827650.618735	-4416.007204	6980.501103	19515080.627866
55140.000000	-259901585.882985	397246478.005051	-4415.948779	6980.411805	19514564.447016
55200.000000	-260166541.060093	397665300.039092	-4415.890478	6980.322693	19514049.362068
55260.000000	-260431492.742819	398084116.731959	-4415.832300	6980.233766	19513535.369521
55320.000000	-260696440.938523	398502928.094718	-4415.774244	6980.145023	19513022.465893
55380.000000	-260961385.654542	398921734.138400	-4415.716310	6980.056464	19512510.647714
55440.000000	-261226326.898193	399340534.874004	-4415.658498	6979.968087	19511999.911528
55500.000000	-261491264.676765	399759330.312492	-4415.600808	6979.879893	19511490.253896
55560.000000	-261756198.997527	400178120.464793	-4415.543238	6979.791881	19510981.671393
55620.000000	-262021129.867726	400596905.341803	-4415.485789	6979.704050	19510474.160608
55680.000000	-262286057.294583	401015684.954382	-4415.428460	6979.616400	19509967.718144
55740.000000	-262550981.285298	401434459.313359	-4415.371251	6979.528930	19509462.340619
55800.000000	-262815901.847049	401853228.429528	-4415.314161	6979.441639	19508958.024666
55860.000000	-263080818.986990	402271992.313649	-4415.257190	6979.354528	19508454.766931
55920.000000	-263345732.712254	402690750.976451	-4415.200338	6979.267595	19507952.564075
55980.000000	-263610643.029950	403109504.428628	-4415.143605	6979.180840	19507451.412772
56040.000000	-263875549.947166	403528252.680841	-4415.086989	6979.094263	19506951.309712
56100.000000	-264140453.470968	403946995.743719	-4415.030491	6979.007862	19506452.251596
56160.000000	-264405353.608399	404365733.627859	-4414.974110	6978.921638	19505954.235142
56220.000000	-264670250.366480	404784466.343824	-4414.917846	6978.835590	19505457.257079
56280.000000	-264935143.752211	405203193.902144	-4414.861698	6978.749717	19504961.314151
56340.000000	-265200033.772570	405621916.313319	-4414.805667	6978.664018	19504466.403117
56400.000000	-265464920.434512	406040633.587816	-4414.749751	6978.578494	19503972.520747
56460.000000	-265729803.744972	406459345.736069	-4414.693950	6978.493143	19503479.663826
56520.000000	-265994683.710862	406878052.768481	-4414.638265	6978.407966	19502987.829151
56580.000000	-266259560.339075	407296754.695423	-4414.582694	6978.322961	19502497.013536
56640.000000	-266524433.636480	407715451.527234	-4414.527238	6978.238128	19502007.213803
56700.000000	-266789303.609926	408134143.274223	-4414.471896	6978.153467	19501518.426792
56760.000000	-267054170.266240	408552829.946666	-4414.416667	6978.068976	19501030.649352
56820.000000	-267319033.612229	408971511.554807	-4414.361551	6977.984657	19500543.878349
56880.000000	-267583893.654678	409390188.108862	-4414.306549	6977.900507	19500058.110659
56940.000000	-267848750.400352	409808859.619014	-4414.251659	6977.816526	19499573.343173
57000.000000	-268113603.855995	410227526.095414	-4414.196881	6977.732715	19499089.572794
57060.000000	-268378454.028330	410646187.548185	-4414.142215	6977.649072	19498606.796436
57120.000000	-268643300.924058	411064843.987417	-4414.087661	6977.565597	19498125.011029
57180.000000	-268908144.549862	411483495.423170	-4414.033218	6977.482289	19497644.213514
57240.000000	-269172984.912404	411902141.865476	-4413.978885	6977.399149	19497164.400845
57300.000000	-269437822.018323	412320783.324333	-4413.924664	6977.316174	19496685.569988
57360.000000	-269702655.874240	412739419.809712	-4413.870552	6977.233366	19496207.717921
57420.000000	-269967486.486756	413158051.331552	-4413.816550	6977.150723	19495730.841637
57480.000000	-270232313.862450	413576677.899763	-4413.762658	6977.068245	19495254.938138
57540.000000	-270497138.007883	413995299.524225	-4413.708875	6976.985931	19494780.004441
57600.000000	-270761958.929595	414413916.214789	-4413.655200	6976.903782	19494306.037573
57660.000000	-271026776.634106	414832527.981275	-4413.601635	6976.821795	19493833.034575
57720.000000	-271291591.127916	415251134.833475	-4413.548177	6976.739972	19493360.992499
57780.000000	-271556402.417506	415669736.781151	-4413.494827	6976.658311	19492889.908410
57840.000000	-271821210.509337	416088333.834037	-4413.441585	6976.576812	19492419.779383
57900.000000	-272086015.409849	416506926.001836	-4413.388450	6976.495475	19491950.602507
57960.000000	-272350817.125465	416925513.294223	-4413.335422	6976.414298	19491482.374883
58020.000000	-272615615.662587	417344095.720844	-4413.282500	6976.333282	19491015.093622
58080.000000	-272880411.027598	417762673.291317	-4413.229685	6976.252427	19490548.755848
58140.000000	-273145203.226862	418181246.015232	-4413.176975	6976.171730	19490083.358696
58200.000000	-273409992.266723	418599813.902147	-4413.124371	6976.091193	19489618.899313
58260.000000	-273674778.153507	419018376.961596	-4413.071872	6976.010815	19489155.374857
58320.000000	-273939560.893519	419436935.203082	-4413.019479	6975.930594	19488692.782499
58380.000000	-274204340.493048	419855488.636082	-4412.967190	6975.850532	19488231.119420
58440.000000	-274469116.958361	420274037.270041	-4412.915005	6975.770626	19487770.382813
58500.000000	-274733890.295709	420692581.114381	-4412.862924	6975.690878	19487310.569882
58560.000000	-274998660.511322	421111120.178493	-4412.810947	6975.611285	19486851.677842
58620.000000	-275263427.611413	421529654.471741	-4412.759073	6975.531849	19486393.703920
58680.000000	-275528191.602175	421948184.003463	-4412.707303	6975.452568	19485936.645353
58740.000000	-275792952.489783	422366708.782966	-4412.655635	6975.373442	19485480.499392
58800.000000	-276057710.280395	422785228.819533	-4412.604069	6975.294470	19485025.263294
58860.000000	-276322464.980147	423203744.122418	-4412.552606	6975.215652	19484570.934332
58920.000000	-276587216.595162	423622254.700849	-4412.501245	6975.136988	19484117.509788
58980.000000	-276851965.131539	424040760.564026	-4412.449985	6975.058477	19483664.986953
59040.000000	-277116710.595364	424459261.721122	-4412.398826	6974.980118	19483213.363131
59100.000000	-277381452.992701	424877758.181283	-4412.347769	6974.901912	19482762.635637
59160.000000	-277646192.329597	425296249.953630	-4412.296811	6974.823858	19482312.801796
59220.000000	-277910928.612084	425714737.047256	-4412.245955	6974.745955	19481863.858943
59280.000000	-278175661.846172	426133219.471226	-4412.195198	6974.668203	19481415.804425
59340.000000	-278440392.037856	426551697.234581	-4412.144541	6974.590601	19480968.635598
59400.000000	-278705119.193111	426970170.346336	-4412.093984	6974.513149	19480522.349829
59460.000000	-278969843.317896	427388638.815476	-4412.043526	6974.435847	19480076.944498
59520.000000	-279234564.418153	427807102.650965	-4411.993166	6974.358694	19479632.416990
59580.000000	-279499282.499805	428225561.861737	-4411.942905	6974.281690	19479188.764706
59640.000000	-279763997.568757	428644016.456702	-4411.892743	6974.204834	19478745.985054
59700.000000	-280028709.630899	429062466.444744	-4411.842678	6974.128126	19478304.075453
59760.000000	-280293418.692102	429480911.834720	-4411.792711	6974.051565	19477863.033332
59820.000000	-280558124.758220	429899352.635464	-4411.742842	6973.975151	19477422.856131
59880.000000	-280822827.835090	430317788.855781	-4411.693070	6973.898884	19476983.541299
59940.000000	-281087527.928532	430736220.504453	-4411.643394	6973.822763	19476545.086295
60000.000000	-281352225.044348	431154647.590237	-4411.593816	6973.746788	19476107.488590
60060.000000	-281616919.188325	431573070.121863	-4411.544333	6973.670958	19475670.745662
60120.000000	-281881610.366231	431991488.108038	-4411.494946	6973.595272	19475234.855002
60180.000000	-282146298.583819	432409901.557441	-4411.445656	6973.519732	19474799.814107
60240.000000	-282410983.846823	432828310.478728	-4411.396460	6973.444335	19474365.620488
60300.000000	-282675666.160963	433246714.880531	-4411.347360	6973.369082	19473932.271662
60360.000000	-282940345.531941	433665114.771456	-4411.298355	6973.293972	19473499.765159
60420.000000	-283205021.965441	434083510.160084	-4411.249444	6973.219006	19473068.098516
60480.000000	-283469695.467132	434501901.054972	-4411.200628	6973.144181	19472637.269282
60540.000000	-283734366.042668	434920287.464653	-4411.151906	6973.069499	19472207.275013
60600.000000	-283999033.697684	435338669.397635	-4411.103277	6972.994958	19471778.113276
60660.000000	-284263698.437799	435757046.862402	-4411.054742	6972.920558	19471349.781648
60720.000000	-284528360.268618	436175419.867414	-4411.006301	6972.846299	19470922.277713
60780.000000	-284793019.195727	436593788.421105	-4410.957952	6972.772181	19470495.599069
60840.000000	-285057675.224698	437012152.531889	-4410.909696	6972.698202	19470069.743317
60900.000000	-285322328.361085	437430512.208152	-4410.861532	6972.624363	19469644.708073
60960.000000	-285586978.610428	437848867.458258	-4410.813461	6972.550664	19469220.490960
61020.000000	-285851625.978249	438267218.290549	-4410.765482	6972.477103	19468797.089608
61080.000000	-286116270.470056	438685564.713339	-4410.717594	6972.403680	19468374.501660
61140.000000	-286380912.091341	439103906.734922	-4410.669797	6972.330396	19467952.724767
61200.000000	-286645550.847578	439522244.363568	-4410.622092	6972.257249	19467531.756586
61260.000000	-286910186.744228	439940577.607523	-4410.574478	6972.184239	19467111.594787
61320.000000	-287174819.786735	440358906.475009	-4410.526954	6972.111366	19466692.237048
61380.000000	-287439449.980527	440777230.974227	-4410.479521	6972.038630	19466273.681054
61440.000000	-287704077.331018	441195551.113353	-4410.432177	6971.966030	19465855.924501
61500.000000	-287968701.843606	441613866.900540	-4410.384924	6971.893566	19465438.965093
61560.000000	-288233323.523672	442032178.343920	-4410.337760	6971.821236	19465022.800543
61620.000000	-288497942.376583	442450485.451599	-4410.290685	6971.749042	19464607.428572
61680.000000	-288762558.407692	442868788.231663	-4410.243700	6971.676982	19464192.846911
61740.000000	-289027171.622334	443287086.692175	-4410.196803	6971.605057	19463779.053299
61800.000000	-289291782.025831	443705380.841173	-4410.149995	6971.533265	19463366.045484
61860.000000	-289556389.623488	444123670.686676	-4410.103275	6971.461607	19462953.821221
61920.000000	-289820994.420598	444541956.236678	-4410.056643	6971.390082	19462542.378277
61980.000000	-290085596.422435	444960237.499151	-4410.010099	6971.318689	19462131.714423
62040.000000	-290350195.634261	445378514.482046	-4409.963643	6971.247429	19461721.827442
62100.000000	-290614792.061322	445796787.193291	-4409.917274	6971.176301	19461312.715125
62160.000000	-290879385.708849	446215055.640792	-4409.870992	6971.105304	19460904.375269
62220.000000	-291143976.582060	446633319.832433	-4409.824796	6971.034439	19460496.805682
62280.000000	-291408564.686155	447051579.776075	-4409.778688	6970.963704	19460090.004180
62340.000000	-291673150.026322	447469835.479559	-4409.732665	6970.893100	19459683.968585
62400.000000	-291937732.607734	447888086.950704	-4409.686729	6970.822626	19459278.696730
62460.000000	-292202312.435548	448306334.197306	-4409.640879	6970.752282	19458874.186454
62520.000000	-292466889.514909	448724577.227140	-4409.595114	6970.682067	19458470.435606
62580.000000	-292731463.850945	449142816.047961	-4409.549435	6970.611982	19458067.442042
62640.000000	-292996035.448770	449561050.667499	-4409.503840	6970.542024	19457665.203627
62700.000000	-293260604.313486	449979281.093466	-4409.458331	6970.472196	19457263.718232
62760.000000	-293525170.450178	450397507.333552	-4409.412906	6970.402495	19456862.983739
62820.000000	-293789733.863918	450815729.395425	-4409.367566	6970.332922	19456462.998035
62880.000000	-294054294.559764	451233947.286731	-4409.322310	6970.263476	19456063.759018
62940.000000	-294318852.542760	451652161.015098	-4409.277137	6970.194157	19455665.264590
63000.000000	-294583407.817933	452070370.588130	-4409.232049	6970.124965	19455267.512665
63060.000000	-294847960.390301	452488576.013412	-4409.187044	6970.055899	19454870.501162
63120.000000	-295112510.264865	452906777.298506	-4409.142122	6969.986959	19454474.228009
63180.000000	-295377057.446611	453324974.450957	-4409.097283	6969.918144	19454078.691141
63240.000000	-295641601.940515	453743167.478285	-4409.052527	6969.849454	19453683.888502
63300.000000	-295906143.751535	454161356.387993	-4409.007854	6969.780890	19453289.818041
63360.000000	-296170682.884618	454579541.187561	-4408.963263	6969.712450	19452896.477718
63420.000000	-296435219.344695	454997721.884449	-4408.918754	6969.644134	19452503.865499
63480.000000	-296699753.136687	455415898.486099	-4408.874326	6969.575942	19452111.979357
63540.000000	-296964284.265498	455834070.999929	-4408.829981	6969.507873	19451720.817273
63600.000000	-297228812.736019	456252239.433340	-4408.785717	6969.439928	19451330.377236
63660.000000	-297493338.553129	456670403.793711	-4408.741534	6969.372105	19450940.657241
63720.000000	-297757861.721692	457088564.088401	-4408.697432	6969.304405	19450551.655294
63780.000000	-298022382.246560	457506720.324749	-4408.653411	6969.236827	19450163.369403
63840.000000	-298286900.132569	457924872.510076	-4408.609470	6969.169371	19449775.797589
63900.000000	-298551415.384546	458343020.651681	-4408.565609	6969.102036	19449388.937875
63960.000000	-298815928.007300	458761164.756843	-4408.521829	6969.034823	19449002.788296
64020.000000	-299080438.005630	459179304.832823	-4408.478129	6968.967730	19448617.346890
64080.000000	-299344945.384321	459597440.886862	-4408.434508	6968.900758	19448232.611706
64140.000000	-299609450.148145	460015572.926180	-4408.390966	6968.833906	19447848.580798
64200.000000	-299873952.301860	460433700.957978	-4408.347504	6968.767174	19447465.252228
64260.000000	-300138451.850212	460851824.989440	-4408.304121	6968.700561	19447082.624064
64320.000000	-300402948.797934	461269945.027727	-4408.260816	6968.634068	19446700.694383
64380.000000	-300667443.149745	461688061.079982	-4408.217590	6968.567694	19446319.461267
64440.000000	-300931934.910352	462106173.153331	-4408.174443	6968.501438	19445938.922807
64500.000000	-301196424.084450	462524281.254877	-4408.131373	6968.435300	19445559.077098
64560.000000	-301460910.676719	462942385.391707	-4408.088382	6968.369280	19445179.922246
64620.000000	-301725394.691828	463360485.570888	-4408.045468	6968.303378	19444801.456361
64680.000000	-301989876.134433	463778581.799468	-4408.002632	6968.237594	19444423.677561
64740.000000	-302254355.009177	464196674.084476	-4407.959873	6968.171926	19444046.583971
64800.000000	-302518831.320691	464614762.432922	-4407.917191	6968.106375	19443670.173721
